,Data,User,Pesan,Saham,Jam,Tanggal
28,29,Adam,"Membalas : Mungkin ya.. Hanya so tau aja sih ini...saat ini dgn segala kemudahan opening acc di bank.. Org yg udh punya rek bbca.. Mungkin
setuju banget ko, bbca itu bbrp teller sama cso yg pensiun 35 tahun udh mulai di tarik ke relation officer. tujuannya maintain nasabah dana gede atau new customer. cuma salahnya bbca itu mereka cuma mengandalkan relation, ga berani mengembangkan fitur di bca mobilenya, malah invest di bbrp mesin atm (setor tarik, buka rekening dll)","BANK,BBCA",7:41:32 PM,Monday April 19 2021
29,30,Benhan,"Membalas : The problem with milenials yg melek teknologi, kecenderungan nya ga setia om wkwk.. Karena punya akses yg lebih cepat dan terbuk
Benar. Yg menarik semenjak covid, cash semakin ga relevan karena outlet prefer cashless payment.
Pembayaran dg go pay, Ovo dll ini akan mengurangi pentingnya ATM: cost saving buat bank baru dan strength bank lama jd ga relevan lagi","BANK,CASH",7:40:47 PM,Monday April 19 2021
30,31,Adam,"Membalas : Photo
bbca masih ketinggalan jauh ternyata yaaa, padahal mereka ada klikbca. entah kenapa fitur di klikbca ga mau di combine sama bca mobile yaa",BBCA,7:39:14 PM,Monday April 19 2021
31,32,panjianom,"Membalas : 1jt om klo mau free tarik tunai dan trf ke bank lain
Oke om, nanti saya PM klo jadi",BANK,7:29:14 PM,Monday April 19 2021
32,33,Aldo,"Membalas : Sekelas bbca cpt atau lambat Ntr juga pasti nya saling copy mengcopy teknologi.. Di era digital kaya gini tinggal siapa yg jadi
iya bener jg  ",BBCA,7:28:59 PM,Monday April 19 2021
33,34,Yosua Sitompul,"Bank saya masih menuju kesana nih, digital digitalan  ",BANK,7:28:03 PM,Monday April 19 2021
34,35,Vesilia Vebiola Vesi,"Membalas : mau dong, sama yg ada BBCA 2000 lot   
@luckv02 inget anak istri dirumah pak...    ",BBCA,7:27:59 PM,Monday April 19 2021
35,36,Billy,"Membalas : iya saya kira smua bank sudah bs time deposit dari m banking, trnyata bca belum bs
Sekelas bbca cpt atau lambat Ntr juga pasti nya saling copy mengcopy teknologi.. Di era digital kaya gini tinggal siapa yg jadi pioneer","BANK,BBCA",7:27:56 PM,Monday April 19 2021
36,37,Marson,"Membalas : Minimal setoran awal brp om?
1jt om klo mau free tarik tunai dan trf ke bank lain",BANK,7:27:16 PM,Monday April 19 2021
37,38,Vesilia Vebiola Vesi,"Membalas : Kamu sama @luckv02 aja.. Mahar nya bbca 20000lot loh  
Billy aq setia sm km aja ko...",BBCA,7:26:49 PM,Monday April 19 2021
38,39,hery,"Membalas : Kamu sama @luckv02 aja.. Mahar nya bbca 20000lot loh  
mau dong, sama yg ada BBCA 2000 lot   ",BBCA,7:26:30 PM,Monday April 19 2021
39,40,Billy,"Membalas : Billy kalau relationship qta siapa yg pegang peranan pentingnya ko?    
Kamu sama @luckv02 aja.. Mahar nya bbca 20000lot loh  ",BBCA,7:25:43 PM,Monday April 19 2021
40,41,Billy,"Membalas : Benar, Jago incar volume, dan milenials... Bank tua lebih ke privilege nasabah kakap, mungkin main level corporate. Beda strateg
The problem with milenials yg melek teknologi, kecenderungan nya ga setia om wkwk.. Karena punya akses yg lebih cepat dan terbuka makanya akan sangat mudah untuk ganti2.. Contoh saya aja bank ada mandiri BCA jenius uob.. Nah awal nya mandiri BCA itu rekening inti.. Tp penasaran ada jenius.. Penasaran pula sama uob.. Ujung2 nya nyari mana yg paling menawarkan kemudahan, kelengkapan dan yg penting aplikasi nya user friendly haha.. Tp tetep untuk tarik duit sih bank gede masih ga ada obat jaringan atm nya","BANK,MAIN",7:23:26 PM,Monday April 19 2021
41,42,Aldo,"iya saya kira smua bank sudah bs time deposit dari m banking, trnyata bca belum bs  ",BANK,7:22:31 PM,Monday April 19 2021
42,43,Vesilia Vebiola Vesi,"Membalas : Mungkin ya.. Hanya so tau aja sih ini...saat ini dgn segala kemudahan opening acc di bank.. Org yg udh punya rek bbca.. Mungkin
Billy kalau relationship qta siapa yg pegang peranan pentingnya ko?    ","BANK,BBCA",7:21:16 PM,Monday April 19 2021
43,44,Benhan,"Benar, Jago incar volume, dan milenials...
Bank tua lebih ke privilege nasabah kakap, mungkin main level corporate.
Beda strategi tapi utk growth volume is king","BANK,MAIN",7:19:12 PM,Monday April 19 2021
44,45,Billy,"Mungkin ya.. Hanya so tau aja sih ini...saat ini dgn segala kemudahan opening acc di bank.. Org yg udh punya rek bbca.. Mungkin juga punya di jenius, atau bank lain.. Begitupun nanti.. Setelah ada si jago ini.. So kedepannya mungkin persaingan lebih tertuju kepada kemudahan dan kelengkapan aplikasi itu sendiri...soalnya untuk nasabah kelas kakap setau saya, peran relationship manager itu masih memegang peran penting.. Cmiiw
Ini adalah foto
Ini adalah foto","BANK,BBCA",7:12:54 PM,Monday April 19 2021
45,46,Benhan,"Membalas : koq serem Om.. bukan nya dahsyat jd spt semesta alam sdh sdg merangkum spy bisa jd kenyataan bisa susul bbca
Scary for the competitors hehe
",BBCA,7:03:11 PM,Monday April 19 2021
46,47,RBTAN59,"Membalas : Serem nih potensi ARTO, Toped Gojek akan involve Bank Jago utk payment dan banking. Kalau bisa jadi Bank Buku IV dalam waktu dek
koq serem Om.. bukan nya dahsyat jd spt semesta alam sdh sdg merangkum spy bisa jd kenyataan bisa susul bbca   ","ARTO,BANK,BBCA",7:02:30 PM,Monday April 19 2021
47,48,Benhan,"Serem nih potensi ARTO, Toped Gojek akan involve Bank Jago utk payment dan banking. Kalau bisa jadi Bank Buku IV dalam waktu dekat maka dana floating dompet digitalnya bisa simpan di ARTO.

Saat ini ARTO qualified as Bank Buku III, leading di depan bank2 kecil lainnya yg masih Buku I atau II.

Disc on, udah di dalam ya.
Tentunya untuk jadi Bank Buku IV perlu tambah modal lagi dari yg skrg sekitar 8T equitynya menjadi 30T. Ini yg sangat menarik investor, bukan PBV yg skrg","ARTO,BANK",6:59:21 PM,Monday April 19 2021
48,49,Meneer Greg,"Ini adalah foto
Done deal",DEAL,6:22:19 PM,Monday April 19 2021
49,50,Tjhin Dedy,"Membalas : Ihsg merah porto ijo.. Ihsg ijo porto makin ijo.. Nah ini yg bener
Thanks buat rals nya ko billy,smoga lanjut terus ke utara y",RALS,6:07:57 PM,Monday April 19 2021
50,51,Charles Prop,"Membalas : Merah buy, ijo sell
teorinya sih gitu coba yg buy bbtn pas merah di 2000 atau waskita di 1500 atau antm di 2700an","ANTM,BBTN",5:58:42 PM,Monday April 19 2021
51,52,Nanang Eko,"Membalas : Same sekalinya turun langsung arb aja
Arb tp net foreign nya ++ ",SAME,4:57:09 PM,Monday April 19 2021
52,53,Taufiq Rafendy,Same sekalinya turun langsung arb aja,SAME,4:22:22 PM,Monday April 19 2021
53,54,Arif Rahman Hakim,"Membalas : doyan banget sih sama BBRI
Iya pak bmri malah ditinggal  ","BBRI,BMRI",4:02:58 PM,Monday April 19 2021
54,55,Dream Big,"BNBA tebel bid
",BNBA,3:19:00 PM,Monday April 19 2021
55,56,Jee Satya BERPIKIRLAH JERNIH -W.Buffett-,"Membalas : doyan banget sih sama BBRI
Rasa wagyu kali pak",BBRI,3:18:54 PM,Monday April 19 2021
56,57,hery,"Ini adalah foto
doyan banget sih sama BBRI",BBRI,3:12:50 PM,Monday April 19 2021
57,58,Aho Lie,"Membalas : Ketiga PSP ini konsorsiumnya Smart Telecom yg dipakai untuk akuisisi FREN, pengendalinya ya Sinarmas walaupun ada juga yg kecil2
Harga akan seperti 2018 pak gak akan lebh dr harga pelaksanaan 
Kemungkinan",FREN,3:07:27 PM,Monday April 19 2021
58,59,Dane Fernando,Food :rocket:,FOOD,3:06:41 PM,Monday April 19 2021
59,60,Benhan,"Membalas : Klo saya liat akan mirip seperti Ri 2018 ada 3 pt pengendali dulu yg pertama gak tebus sekrg terbalik yg tebus yg pertana
Ketiga PSP ini konsorsiumnya Smart Telecom yg dipakai untuk akuisisi FREN, pengendalinya ya Sinarmas walaupun ada juga yg kecil2 di dalamnya.",FREN,3:06:26 PM,Monday April 19 2021
60,61,Aho Lie,"Membalas : Kecuali ada pihak asing yg mau masuk pas RI. Maka beda ceritanya. Kalau CENT, ARTO, SAME RI itu jelas ada investor barunya jadi
Tepat","ARTO,CENT,SAME",3:06:12 PM,Monday April 19 2021
61,62,RBTAN59,"Membalas : Kecuali ada pihak asing yg mau masuk pas RI. Maka beda ceritanya. Kalau CENT, ARTO, SAME RI itu jelas ada investor barunya jadi
 ","ARTO,CENT,SAME",3:06:10 PM,Monday April 19 2021
62,63,Benhan,"Kecuali ada pihak asing yg mau masuk pas RI. Maka beda ceritanya.
Kalau CENT, ARTO, SAME RI itu jelas ada investor barunya jadi ga zero sum game","ARTO,CENT,SAME",3:05:26 PM,Monday April 19 2021
63,64,Benhan,"Membalas : bisa kalo boss ada yg kadih pijem 1t abis ri bayar + bunga cuma pertanyaan nya bisa dpt dlm wkt singkat sblom tgl cumdate
Zero sum game kan. Broker mau cuan, terus siapa yg rugi?",BOSS,3:04:25 PM,Monday April 19 2021
64,65,RBTAN59,"Membalas : Ritel kan diiming2i waran sama harga tebus 100, jadi pikirnya pasti untung kalau tahan sampai RI. Nah kalau bukan ritel yg modal
bisa kalo boss ada yg kadih pijem 1t abis ri bayar + bunga cuma pertanyaan nya bisa dpt dlm wkt singkat sblom tgl cumdate  ",BOSS,3:03:06 PM,Monday April 19 2021
65,66,RBTAN59,"Membalas : Prinsipnya simple, mereka perlu uang ritel saat RI ini. Jadi pasti akan ada yg nyangkut. Kalau kita lebih pinter dari bandar ya
   ",UANG,3:00:58 PM,Monday April 19 2021
66,67,Aho Lie,"Membalas : Prinsipnya simple, mereka perlu uang ritel saat RI ini. Jadi pasti akan ada yg nyangkut. Kalau kita lebih pinter dari bandar ya
Betul",UANG,3:00:24 PM,Monday April 19 2021
67,68,Benhan,"Membalas : iyah dr pagi sy dah bersihin fren gak bisa ngitung ma baca arah nya jd safety aja ngikut analisa om BenHan
Prinsipnya simple, mereka perlu uang ritel saat RI ini. Jadi pasti akan ada yg nyangkut. Kalau kita lebih pinter dari bandar ya bisa cuan, atau udah masuk dari bawah dari bulan lalu.

Kalau yg FOMO, chance besar nyangkut","BACA,FREN,UANG",2:59:59 PM,Monday April 19 2021
68,69,Aho Lie,"Membalas : iyah dr pagi sy dah bersihin fren gak bisa ngitung ma baca arah nya jd safety aja ngikut analisa om BenHan
Klo fren saya udah bikin beberp analisa klo harga sesuai baru ikut ","BACA,FREN",2:59:15 PM,Monday April 19 2021
69,70,RBTAN59,"Membalas : Justru keliatan klo cent arahnya klo fren saya gak yakin kuat diatas 100
iyah dr pagi sy dah bersihin fren  gak bisa ngitung ma baca arah nya jd safety aja ngikut analisa om BenHan  ","BACA,CENT,FREN",2:57:25 PM,Monday April 19 2021
70,71,Dee,"Keluar masuk keluar masuk FREN, untung masih untung   ",FREN,2:57:05 PM,Monday April 19 2021
71,72,Aho Lie,"Membalas : oh iyah kalo cent pengendali lbh mudah kendaliin / kuasai yg di public. kalo fren ngitung nya aja udah puyeng yah
Justru keliatan klo cent arahnya klo fren saya gak yakin kuat diatas 100 
Membalas : Kelakuan bandarnya memang suka fake bid jutaan lot   Belum ganti ternyata bandarnya.
Plg serg itu terus pak ","CENT,FREN",2:56:00 PM,Monday April 19 2021
72,73,Benhan,"Membalas : FREN bid super tebal
Kelakuan bandarnya memang suka fake bid jutaan lot  
Belum ganti ternyata bandarnya.",FREN,2:55:32 PM,Monday April 19 2021
73,74,RBTAN59,"Membalas : Klo saya liet ini beda ama cent  
oh iyah kalo cent pengendali lbh mudah  kendaliin / kuasai  yg di public. kalo fren ngitung nya aja udah puyeng yah  ","CENT,FREN",2:54:51 PM,Monday April 19 2021
74,75,Benhan,"Membalas : mgkn jg pengendali sdg akum dulu kalo di kerek takut di sirem broker sama kyk nya spt di cent jg.. pas ihsg jg sdg drop
Pengendalinya punya banyak kalau FREN, habis tukar obligasi dg saham hehe","CENT,FREN",2:54:30 PM,Monday April 19 2021
75,76,Aho Lie,"Membalas : mgkn jg pengendali sdg akum dulu kalo di kerek takut di sirem broker sama kyk nya spt di cent jg.. pas ihsg jg sdg drop
Klo saya liet ini beda ama cent  
Kemungkinan harga gak segini2 aja  krn sahamnya byk bgt",CENT,2:52:52 PM,Monday April 19 2021
76,77,Tommy Hermes,FREN bid super tebal,FREN,2:52:35 PM,Monday April 19 2021
77,78,RBTAN59,"Membalas : Kemungkinan emang biar ritel panik dan gak ditebus plg tinggi kyknya 100
mgkn jg pengendali sdg akum dulu kalo di kerek takut di sirem broker  sama kyk nya spt  di cent jg.. pas ihsg jg sdg drop  ",CENT,2:52:00 PM,Monday April 19 2021
78,79,Puspita Wardani,"Membalas : BNBA besok ARA
Bahagia dong yg pungut di ARB td    ",BNBA,2:42:26 PM,Monday April 19 2021
79,80,Dream Big,"Membalas : BNBA besok ARA
kenapa begitu om?",BNBA,2:42:26 PM,Monday April 19 2021
80,81,Tommy Hermes,"Membalas : BNBA ngegas
BNBA besok ARA",BNBA,2:42:02 PM,Monday April 19 2021
81,82,Dream Big,BNBA ngegas,BNBA,2:41:21 PM,Monday April 19 2021
82,83,Oki Oce,Dmmx tinggal nunggu waktu break nih,DMMX,2:39:52 PM,Monday April 19 2021
83,84,Parlin Hutapea,"Membalas : Trgntung coinnya om.,xlo coin FA bgus dg gorengan ato tnpa project jelas beda,.xlo coin yg dibwa dev itu bysanya coin yg belum l
Apa benar BNBR mau listing di Binance ya    ",BNBR,2:39:26 PM,Monday April 19 2021
84,85,Charles Prop,"Membalas : jangan bandingin market coin n saham jelas beda. ada kelebihan dan kekurangannya sendiri. tar jg pasti ngalamin d koin 1 hari mi
sama kaya dlu saham awal2 booming agustus dan dsember semua jadi jago ngomong pas market bullish.

pelajaran paling berharga itu ya ntar pas kehilangan duit",KOIN,2:32:01 PM,Monday April 19 2021
85,86,Sandi,"ASSA udah mentok, pada TP... gantinya pindah ke PURA, karena masih murah...  ","ASSA,PURA",2:31:52 PM,Monday April 19 2021
86,87,Benhan,"Membalas : FREN yang fomo beli pas open dibanting sakit banget yak.
Hati2 ini makanya. Pembeli siaga RI sekuritas, skrg mereka ngumpulin cuan dulu dari aduk2 ritel hehe",FREN,2:29:21 PM,Monday April 19 2021
87,88,Erich,"Membalas : FREN diguyur kan ya?
reset lg pak dari titik 74 mungkin",FREN,2:27:44 PM,Monday April 19 2021
88,89,Benhan,FREN diguyur kan ya?,FREN,2:25:18 PM,Monday April 19 2021
89,90,rigeladitya,FREN yang fomo beli pas open dibanting sakit banget yak.,FREN,2:14:29 PM,Monday April 19 2021
90,91,Atmadihardja VX,Serok EMTK,EMTK,2:14:07 PM,Monday April 19 2021
91,92,krm nugraha,serok same....  ,SAME,2:13:52 PM,Monday April 19 2021
92,93,John Erick,"belum lg kalo tiba2 koin nya ilang dari peredaran...  
di bawa kabur developer",KOIN,2:12:18 PM,Monday April 19 2021
93,94,krm nugraha,jangan bandingin market coin n saham jelas beda. ada kelebihan dan kekurangannya sendiri. tar jg pasti ngalamin d koin 1 hari minus 100%.,KOIN,2:11:21 PM,Monday April 19 2021
94,95,Bapakne Naila,"Membalas : Tlkm gmn ooom buat inves
Mau under value atau growth? Beda cara maenya",TLKM,2:10:56 PM,Monday April 19 2021
95,96,Benevelen,Tlkm gmn ooom buat inves,TLKM,2:08:04 PM,Monday April 19 2021
96,97,Chezy,"Membalas : nxt yang nyangkut 2018 apa sudah bep om?
hihi,, nah yang nyangkut bumi di 8000 dah bep blm? ",BUMI,2:05:48 PM,Monday April 19 2021
97,98,Dee,"Membalas : Angkatan 91 ijin gabung  
Mari sama2 gabung gan",MARI,2:04:06 PM,Monday April 19 2021
98,99,Andreas Teddy,"market indo vs market sedunia, ya bingung komparasinya gimana  ",INDO,2:04:06 PM,Monday April 19 2021
99,100,Galih,"Membalas : yg hold ptba pd avg berapa
Ga beli kak ",PTBA,2:03:50 PM,Monday April 19 2021
100,101,rahmad,"Membalas : kmaren coin2 d banting ampe -35% ga ad sehari udh recovery...coba yangkut di pgas,inkp,tkim setaun kali bisa balik lg
nxt yang nyangkut 2018 apa sudah bep om?","INKP,PGAS,TKIM",2:03:46 PM,Monday April 19 2021
101,102,nathan,"Membalas : kmaren coin2 d banting ampe -35% ga ad sehari udh recovery...coba yangkut di pgas,inkp,tkim setaun kali bisa balik lg
ritel covid sombong banget nanti di banting di coin arb gk ada bates nya baru diem ya ","INKP,PGAS,TKIM",2:03:13 PM,Monday April 19 2021
102,103,Mic,"Membalas : kmaren coin2 d banting ampe -35% ga ad sehari udh recovery...coba yangkut di pgas,inkp,tkim setaun kali bisa balik lg
Ya nyangkut di coin sehari balik disaham lama  ","INKP,PGAS,TKIM",2:03:08 PM,Monday April 19 2021
103,104,Ahmad Rifai,"kmaren coin2 d banting ampe -35% ga ad sehari udh recovery...coba yangkut di pgas,inkp,tkim setaun kali bisa balik lg   ","INKP,PGAS,TKIM",2:02:37 PM,Monday April 19 2021
104,105,   ,yg hold ptba pd avg berapa,PTBA,2:01:59 PM,Monday April 19 2021
105,106,panjianom,"Membalas : Bukan daun muda om Tpi godong jati,.  
Oalah kirain pake ""daun muda"", gak sido wis  ",SIDO,1:47:17 PM,Monday April 19 2021
106,107,Jee Satya BERPIKIRLAH JERNIH -W.Buffett-,"LAND kalo masuk bisa LANDing, kalo gak masuk malah take off",LAND,1:46:03 PM,Monday April 19 2021
107,108,Dane Fernando,Sepi2 gini enake nge FOOD,FOOD,1:44:19 PM,Monday April 19 2021
108,109,Syrf Maulana,BKSL bs dilirik kali ya,BKSL,1:38:38 PM,Monday April 19 2021
109,110,panjianom,"Membalas : Owalahh dstu to.,main lgi sni om Ntr q traktir nasi pedess super markotop  
Waduh saya gak doyan pedes om  
Yg gak pedes aja om klo mau nraktir saya  ",MAIN,1:37:44 PM,Monday April 19 2021
110,111,Investor Sukses,/c fren,FREN,1:36:05 PM,Monday April 19 2021
111,112,Al Blenk,"Membalas : Asrama polisi deket pasar om
Owalahh dstu to.,main lgi sni om
Ntr q traktir nasi pedess super markotop  ",MAIN,1:35:20 PM,Monday April 19 2021
112,113,Judika Sihotang,Land otw araaa:rocket::rocket::rocket::rocket:,LAND,1:31:52 PM,Monday April 19 2021
113,114,panjianom,"Membalas : Main dmn om?
Asrama polisi deket pasar om",MAIN,1:30:44 PM,Monday April 19 2021
114,115,Al Blenk,"Membalas : Saya terakhir main ke pati 3 thn yg lalu. Agak crowded ya skrg.
Main dmn om?",MAIN,1:30:10 PM,Monday April 19 2021
115,116,panjianom,"Membalas : Monggo main sni     
Saya terakhir main ke pati 3 thn yg lalu. Agak crowded ya skrg.",MAIN,1:23:30 PM,Monday April 19 2021
116,117,Al Blenk,"Membalas : Yessss
Monggo main sni     ",MAIN,1:22:06 PM,Monday April 19 2021
117,118,Bayu Anggara,"Gimana nih pendapatnya mau ada European Super League dengan 12 tim pendiri 

Milan, Juve, Inter, Arsenal, liverpool, Chelsea, MU, M City, Tottenham, Madrid, Barca, ATM",CITY,1:18:41 PM,Monday April 19 2021
