Normal,Status
"['yup', 'day', 'trading', 'zero', 'sum', 'game', 'cuan', 'uang', 'boncos', 'beda', 'cuan', 'karena', 'harga', 'saham', 'sebab', 'hasil', 'usaha', 'cetak', 'laba', 'zero', 'sum', 'game', 'orang', 'pegang', 'saham', 'harga', 'lk', 'profit', 'orang', 'tarik', 'saham', 'shg', 'saham', 'harga']",Positif
"['cent', 'tarik', 'chartnya', 'apa lagi', 'ri', 'cuan', 'njedog', 'tuh']",Positif
"['balas', 'iya', 'kadang', 'cl', 'harga', 'jadi', 'tins', 'cent', 'komit', 'target', 'iseng', 'beli', 'harga', 'langsung', 'haka', 'turun', 'jual', 'fomo', 'beli', 'turun', 'tahan', 'maksud', 'cl', 'masuk', 'tp', 'plus']",Positif
"['balas', 'tp', 'cl', 'masuk', 'kalah', 'cepat', 'average', 'iya', 'kadang', 'cl', 'harga', 'jadi', 'tins']",Positif
"['balas', 'persis', 'pegang', 'bbtn', 'berita', 'cuan', 'lumayan', 'bilang', 'ama', 'saudara', 'sampa', 'pullback', 'bbtn', 'break', 'ath', 'kemarin', 'ikut', 'kerja', 'laku', 'saham', 'kerja', 'positif']",Positif
"['cent', 'nya', 'potensi', 'ssp']",Positif
"['balas', 'dividen', 'bbtn', 'cari', 'duit', 'kupon', 'obligasi', 'bayar', 'persis', 'pegang', 'bbtn', 'berita', 'cuan', 'lumayan', 'bilang', 'ama', 'saudara', 'target', 'tinggal', 'langsung', 'amblas', 'dividen', 'kabur', 'bagus', 'ngaruh', 'saham', 'sorry', 'pribadi', 'beda', 'analisa', 'kelar']",Positif
"['balas', 'contoh', 'barusan', 'jadi', 'bbtn', 'dirut', 'tarik', 'orang', 'investor', 'bijak', 'bbtn', 'bagus', 'hubung', 'orang', 'nurut', 'bilang', 'untung', 'tp', 'dividen']",Positif
"['potensi', 'bikin', 'hns', 'foto']",Positif
"['balas', 'terimakasih', 'insightnya', 'garis', 'ungu', 'batas', 'cl', 'entry', 'ya', 'garis', 'ungu', 'sinyal', 'buy', 'candle']",Positif
"['balas', 'break', 'volume', 'masuk', 'optimal', 'entry', 'ya', 'spekulasi', 'cicil', 'dekat', 'maw', 'nya', 'iya', 'posisi', 'nya', 'market', 'turun', 'bull', 'kakak', 'beda', 'cari', 'pivot', 'entry', 'saham', 'uptrend', 'flat', 'base', 'cnh', 'rounding']",Positif
"['balas', 'foto', 'haha', 'hasil', 'cuan', 'mppa', 'balikin', 'usaha', 'ya', 'pakde']",Positif
"['lanjut', 'pamit', 'belanja', 'mppa']",Positif
"['antm', 'minggu', 'ara', 'wajib', 'pantau', 'berita', 'media']",Positif
"['balas', 'berkat', 'guru', 'guru', 'benhan', 'semenjak', 'guru', 'sharing', 'alam', 'dapat', 'untung', 'cuan', 'salah', 'take', 'profit', 'praktek', 'modal', 'grow']",Positif
"['balas', 'mantap', 'set', 'stoploss', 'doid', 'cutloss', 'profit']",Positif
"['balas', 'foto', 'beli', 'analisa']",Positif
"['habis', 'cl', 'saham', 'cari', 'ganti', 'posisi', 'triangle', 'eh', 'bo', 'average', 'down', 'saham', 'akumulasi', 'asing', 'hehe', 'kadang', 'kedistract', 'akumulasi', 'asing', 'versus', 'support', 'resis']",Positif
"['balas', 'ragu', 'rakhmad', 'uptren', 'topik', 'pagi', 'average', 'down', 'average', 'ragu', 'bu', 'senin', 'average', 'down', 'harga', 'duluan']",Positif
"['balas', 'case', 'lanjur', 'mantap', 'cent', 'turun', 'cl', 'beli', 'average', 'up', 'kamis', 'bottom', 'bentuk', 'hammer', 'hijau', 'volume', 'bagus', 'masuk']",Positif
"['smra', 'uptren']",Positif
"['balas', 'average', 'nya', 'segitu', 'harga', 'closing', 'kemarin', 'average', 'down', 'mending', 'tunggu', 'konfirmasi', 'average', 'up']",Positif
"['pagi', 'tt', 'average', 'down', 'smra', 'sd', 'foto']",Positif
"['average', 'down', 'capai', 'toleransi', 'cutloss', 'ya', 'ok', 'same', 'pas', 'koreksi', 'ri', 'kemarin', 'cent', 'pas', 'koreksi', 'average', 'down', 'ok', 'turun', 'reversal', 'trend']",Positif
"['isat', 'rocket']",Positif
"['ayo', 'mumpung', 'libur', 'wisata', 'taman', 'agro', 'fresh', 'senin']",Positif
"['balas', 'baca', 'alam', 'suhu', 'kaca', 'alam', 'pribadi', 'rule', 'nomor', 'trading', 'pasang', 'stop', 'loss', 'tuju', 'kakak', 'pasang', 'stop', 'loss', 'tiap', 'posisi', 'upgrade', 'to', 'trailing', 'stop', 'take', 'profit', 'take', 'profit', 'nya', 'stop', 'loss', 'lihat', 'account', 'grow']",Positif
"['akra', 'lirik']",Positif
"['teman', 'covid', 'maret', 'potensi', 'loss', 'habis', 'balik', 'profit', 'angkat', 'jempol', 'nya', 'maret', 'ya']",Positif
"['balas', 'cent', 'nya', 'pantau', 'bu', 'lihat', 'bagus', 'tunggu', 'konfirmasi', 'koreksi', 'salah', 'cent', 'kemarin', 'masuk', 'kak', 'bentuk', 'mjolnir', 'hijau', 'volume', 'bagus', 'thank', 'you', 'remindernya', 'eko', 'bawono', 'amin', 'wujud', 'cup', 'nya', 'cantik']",Positif
"['beli', 'same', 'buy', 'tutup', 'angka', 'lancar', 'sapa', 'tau', 'foto', 'foto']",Positif
"['balas', 'foto', 'cent', 'nya', 'pantau', 'bu', 'lihat', 'bagus', 'tunggu', 'konfirmasi', 'koreksi', 'salah']",Positif
"['ijin', 'bagi', 'analisa', 'same', 'buyer', 'pasuk', 'arena', 'tahan', 'bawah', 'fibonacci', 'area', 'sell', 'signal', 'guru', 'eko', 'besok', 'lanjut', 'naik', 'turun', 'dekat', 'manya', 'ma', 'colek', 'ngegas', 'tunggu', 'area', 'ma', 'foto']",Positif
"['balas', 'foto', 'history', 'garis', 'hitam', 'potensi', 'break', 'weakly', 'cantik', 'candle', 'nya']",Positif
"['balas', 'foto', 'volume', 'buy', 'on', 'weakness', 'jalan', 'lewat', 'resistnya', 'by', 'body']",Positif
"['tes', 'garis', 'support', 'hijau', 'hasil', 'tahan', 'support', 'cicil', 'beli', 'break', 'garis', 'hitam', 'average', 'up']",Positif
"['tt', 'nya', 'jebol', 'resistance', 'ath', 'nih']",Positif
"['terimakasih', 'view', 'nya', 'indeks', 'moga', 'juni', 'cuan', 'njedog']",Positif
"['tt', 'ara', 'grup', 'jutha', 'hahha']",Positif
"['balas', 'tau', 'mute', 'asix', 'dengar', 'masak', 'grup', 'saham', 'kode', 'saham', 'icbp', 'ya', 'minggu']",Positif
"['goreng', 'ikan']",Positif
"['balas', 'haka', 'antm', 'tins', 'inco', 'mcas', 'muka', 'beser', 'haka', 'essa', 'kemarin']",Positif
"['balas', 'antm', 'tins', 'inco', 'mcas', 'haka', 'haka', 'antm', 'tins', 'inco', 'mcas', 'muka', 'beser']",Positif
"['balas', 'yup', 'swing', 'low', 'confirmed', 'moga', 'april', 'last', 'chance', 'to', 'buy', 'before', 'start', 'to', 'tes', 'april', 'mei', 'moga', 'yiha', 'musim', 'tanam', 'kemarin', 'amin']",Positif
"['balas', 'resmi', 'suhu', 'terima', 'kasih', 'bantu', 'forecast', 'nya', 'yup', 'swing', 'low', 'confirmed', 'moga', 'april', 'last', 'chance', 'to', 'buy', 'before', 'start', 'to', 'tes', 'april', 'mei']",Positif
"['cakep', 'ya', 'antm']",Positif
"['balas', 'tp', 'ritel', 'ngikut', 'lumayan', 'serok', 'cuan']",Positif
"['balas', 'pola', 'htf', 'nya', 'ya', 'konfirmasi', 'senin', 'harga', 'volume']",Positif
"['ihsg', 'hijau', 'gin', 'ramai', 'ya', 'gilir', 'merah', 'diam']",Positif
"['kija', 'gerak']",Positif
"['balas', 'pasti', 'lamar', 'jabat', 'level', 'management', 'ya', 'msop', 'esop', 'agro', 'mesop', 'employee']",Positif
"['balas', 'sadar', 'maret', 'pasang', 'gtc', 'sadar', 'siang', 'heran', 'cash', 'tembus', 'yes', 'ihns', 'shoulder', 'bikin', 'base', 'nya']",Positif
"['balas', 'wahaha', 'abaru', 'minggu', 'gerah', 'nih', 'sadar', 'maret', 'pasang', 'gtc', 'sadar', 'siang', 'heran', 'cash', 'tembus', 'ihns']",Positif
"['ihsg', 'rocket', 'rocket', 'rocket', 'rocket', 'rocket']",Positif
"['balas', 'yeay', 'ihsg', 'tembus']",Positif
"['yeay', 'ihsg', 'tembus']",Positif
"['balas', 'salah', 'tumpah', 'piring', 'sold', 'barusan', 'kena', 'tins']",Positif
"['jaya', 'antm', 'is', 'back']",Positif
"['kenyang', 'tins', 'antm', 'inco', 'airplane', 'airplane', 'airplane', 'airplane']",Positif
"['balas', 'ampun', 'antm', 'rem', 'blong', 'moga', 'ara', 'kasi', 'sangkut', 'untung', 'buru', 'tp']",Positif
"['ampun', 'antm', 'rem', 'blong']",Positif
"['balas', 'sadis', 'ya', 'om', 'related', 'pat', 'wal', 'police', 'car', 'iya', 'private', 'equity', 'yah', 'gitu', 'kerja', 'nya', 'beli', 'usaha', 'babak', 'bur', 'cantik', 'jual', 'investasi', 'sangkut', 'doid', 'akuisisi', 'buma', 'harga', 'salah']",Positif
"['banking', 'rally', 'sip', 'ihsg', 'tahan']",Positif
"['dgns', 'serok', 'arb', 'kakak', 'rocket', 'rocket']",Positif
"['balas', 'ingat', 'saham', 'om', 'tau', 'cerita', 'kd', 'go', 'private', 'durian', 'runtuh', 'saham', 'northstar', 'untung', 'habis', 'placement', 'michelin', 'saham', 'nya', 'northstar', 'aktif']",Positif
"['balas', 'lihat', 'produk', 'nya', 'si', 'go', 'private', 'minim', 'usaha', 'go', 'private', 'pandemi', 'gin', 'bu', 'iya', 'cerita', 'kaya', 'saham', 'jaga', 'ketat', 'bocor', 'halus']",Positif
"['sih', 'cent', 'ya', 'lebih', 'nih', 'dilebihin']",Positif
"['kali', 'lipat', 'guys', 'beli', 'maret', 'xixixi']",Positif
"['balas', 'enak', 'beli', 'agro', 'rp', 'perak', 'harga', 'pasar', 'xx', 'auto', 'cuan', 'bjtm', 'mesop', 'ya']",Positif
"['balas', 'sih', 'pasti', 'lumayan', 'antm', 'goreng', 'an', 'lipat', 'cent', 'lipat', 'yah', 'om']",Positif
"['enak', 'beli', 'agro', 'rp', 'perak', 'harga', 'pasar', 'xx', 'auto', 'cuan']",Positif
"['balas', 'asing', 'beli', 'ri', 'arto', 'sih', 'pintar', 'beli', 'nya', 'harga', 'disc', 'an', 'harga', 'pasar', 'smart', 'karyawan', 'agro', 'kasih', 'beli', 'harga', 'disc', 'an', 'harga', 'pasar', 'ya', 'cuan', 'langsung', 'dokumen', 'nya', 'lock', 'up']",Positif
"['asing', 'beli', 'ri', 'arto', 'sih', 'pintar', 'beli', 'nya', 'harga', 'disc', 'an', 'harga', 'pasar', 'smart']",Positif
"['balas', 'kemarin', 'beli', 'antm', 'bilang', 'sih', 'pasti', 'lumayan', 'antm', 'goreng', 'an', 'lipat']",Positif
"['ihsg', 'dari tadi', 'koreksi', 'sebentar', 'bentar', 'bawa', 'turun', 'ya', 'lumayan']",Positif
"['balas', 'segi', 'om', 'saing', 'bbca', 'harga', 'saham', 'bisnis', 'bisnis', 'akuisisi', 'gojek', 'tau', 'customer', 'guna', 'gojek', 'indonesia']",Positif
"['balas', 'takut', 'mg', 'jarang', 'nongol', 'antm', 'nongol']",Positif
"['balas', 'kemarin', 'beli', 'antm', 'bilang', 'antm', 'masuk', 'msci', 'harga', 'jaga', 'sevolatile']",Positif
"['balas', 'beli', 'arto', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'kit', 'beli', 'arto', 'goreng', 'harap', 'goreng']",Positif
"['balas', 'beli', 'arto', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'kit', 'kemarin', 'beli', 'antm', 'bilang']",Positif
"['balas', 'arto', 'jarang', 'tahun', 'emiten', 'growth', 'cepat', 'all', 'leading', 'to', 'momen', 'gojek', 'ipo', 'tarik', 'chartnya', 'erti', 'saham', 'perak', 'banting', 'cepat', 'balas', 'tuju', 'saing', 'nya', 'bbca', 'segi', 'om', 'saing', 'bbca', 'harga', 'saham', 'bisnis']",Positif
"['coba', 'digital', 'bank', 'pakai', 'peg', 'om', 'pe', 'eps', 'growth', 'balas', 'telat', 'tau', 'tau', 'orang', 'kemarin', 'harga', 'beli', 'jual', 'tp', 'sempet', 'fomo', 'tp', 'gpp', 'average', 'do', 'om']",Positif
"['balas', 'lirik', 'om', 'telat', 'tau', 'tau', 'orang', 'kemarin', 'harga', 'beli', 'jual', 'tp', 'sempet', 'fomo', 'tp', 'gpp', 'average', 'down', 'lumayan', 'pas', 'harga']",Positif
"['pantau', 'all', 'the', 'best', 'haha', 'pandang', 'oke', 'arto']",Positif
"['arto', 'jarang', 'tahun', 'emiten', 'growth', 'cepat', 'all', 'leading', 'to', 'momen', 'gojek', 'ipo', 'blueprintnya', 'eksekusi', 'right', 'issuenya', 'sempurna', 'sayang', 'lewat', 'dalam', 'north', 'star', 'boxes', 'ticked']",Positif
"['beli', 'arto', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'masuk', 'kategori', 'bank', 'buku', 'iii', 'right', 'issue', 'equitynya', 'capai', 'masuk', 'bank', 'buku', 'iv', 'kira', 'capai']",Positif
"['haka', 'bvic', 'mg', 'masuk', 'average', 'kerek']",Positif
"['aduh', 'average', 'msk', 'pagi', 'cuan', 'salah', 'kamar', 'ya']",Positif
"['balas', 'haha', 'ya', 'buto', 'hijau', 'cerah', 'moga', 'sangkut', 'kemarin', 'average', 'down', 'biar', 'tinggi']",Positif
"['pas', 'ya', 'antm', 'kerek', 'presscon', 'battery', 'holding', 'market', 'maker']",Positif
"['cent', 'april', 'prospektus', 'tp', 'harga']",Positif
"['balas', 'ngedoain', 'tawar', 'ala', 'mudah', 'balik', 'malaikat', 'ara']",Positif
"['antm', 'tp']",Positif
"['balas', 'suhu', 'master', 'aho', 'spesialist', 'cent', 'suhu', 'master', 'intel', 'khong', 'guan', 'saham', 'hijau', 'lihat', 'ticker', 'cent', 'peace', 'ya', 'salam', 'cuan']",Positif
"['balas', 'nyambung', 'direply', 'camp', 'orang', 'cent', 'maklum', 'efforia']",Positif
"['balas', 'antm', 'tins', 'inco', 'mcas', 'haka', 'ya', 'haka', 'congrats', 'cuan', 'ya']",Positif
"['balas', 'om', 'isu', 'isu', 'distribusi', 'salah', 'vaksin', 'salah', 'kencang']",Positif
"['balas', 'om', 'isu', 'aduh', 'tau', 'ri', 'tp', 'jadwal', 'prediksi', 'sih', 'balas', 'om', 'isu', 'catat', 'tutupnaik', 'senin', 'selasa', 'ara']",Positif
"['balas', 'ak', 'serok', 'cent', 'prospek']",Positif
"['ak', 'serok', 'cent']",Positif
"['balas', 'foto', 'saham', 'salah', 'prediksi', 'hs']",Positif
"['balas', 'kakak', 'bbyb', 'cumdate', 'nya', 'to', 'rti', 'ma', 'stockbit', 'beda', 'rti', 'bom', 'update', 'kayak', 'cumdate', 'bbyb', 'tanggal', 'kemarin']",Positif
"['balas', 'dosa', 'jual', 'aduh', 'untung', 'ong', 'terbang', 'an', 'pakai', 'jet', 'pribadi', 'balas', 'bahagia', 'serok', 'malam', 'sore', 'om', 'haha', 'serok']",Positif
"['suara', 'brms', 'balas', 'bahagia', 'yah', 'antam', 'sangkut']",Positif
"['balas', 'biar', 'teknikal', 'haha', 'mantap', 'jebol', 'resist', 'kah', 'kah']",Positif
"['pkpk', 'ara', 'nih']",Positif
"['antm', 'sangkut', 'bayar', 'lunas', 'hati', 'tenang', 'minus', 'terima kasih', 'sopir']",Positif
"['antm', 'rocket']",Positif
"['antm', 'tahan', 'sesi', 'strong']",Positif
"['harga', 'nikel', 'timah', 'antm', 'tins', 'hijau', 'tebal']",Positif
"['balas', 'target', 'habis', 'gby', 'my', 'love', 'cuan', 'kotos', 'kotos']",Positif
"['balas', 'aho', 'spesialist', 'cent', 'mohon', 'kasih', 'masuk', 'cent', 'iya', 'target', 'habis', 'gby', 'my', 'love']",Positif
"['ihsg', 'moga', 'tahan', 'sana']",Positif
"['mika', 'bikin', 'higher', 'high', 'ya', 'sangkut']",Positif
"['balas', 'ara', 'cent', 'rocket', 'tik', 'tok', 'kakak']",Positif
"['ara', 'cent', 'rocket']",Positif
"['bvic', 'mantap', 'ayo', 'masuk', 'tinggal']",Positif
"['balas', 'tulis', 'suhu', 'master', 'billy', 'curiga', 'tulis', 'wiim', 'nya', 'orang', 'kali', 'ketemu', 'cici', 'guru', 'grogi', 'salfok', 'agro', 'agro', 'aja']",Positif
"['balas', 'ramai', 'khusus', 'orang', 'sabar', 'haha', 'koh', 'billy', 'muncul', 'komentar', 'wiim', 'selling', 'point', 'nilai', 'plus']",Positif
"['cent', 'nya', 'nya', 'potensi', 'htf']",Positif
"['balas', 'wiim', 'nya', 'nih', 'kak', 'calon', 'htf', 'tarik', 'tp', 'entry', 'saran', 'ya', 'nunggu', 'htfnya', 'confirm']",Positif
"['ara', 'bvic']",Positif
"['balas', 'ok', 'htf', 'base', 'nya', 'kuat', 'apa', 'imas', 'gagal', 'confirm', 'pattern', 'volume', 'iya', 'htf', 'komentar', 'kak', 'kemarin', 'semangat', 'biar', 'htf', 'dmmx']",Positif
"['haka', 'wmuu']",Positif
"['balas', 'foto', 'ara', 'biar', 'jebol', 'resisten', 'nya', 'biar', 'htf', 'kak']",Positif
"['balas', 'volume', 'mesti', 'today', 'konsolidasi', 'volume', 'rendah', 'senin', 'roket', 'volume', 'pasang', 'buy', 'all', 'in', 'nih', 'stress']",Positif
"['balas', 'biar', 'senyap', 'oh', 'iya', 'ya', 'oke', 'deh', 'agro', 'ayo', 'ayo', 'agro', 'feeling', 'agro', 'closing', 'serok', 'ayo', 'ayo']",Positif
['same'],Positif
"['antm', 'dorong', 'ihsg']",Positif
"['mantap', 'nih', 'same']",Positif
"['balas', 'film', 'capt', 'phillips', 'ship', 'kaya', 'insight', 'saham', 'ya']",Positif
"['balas', 'should', 'be', 'wise', 'at', 'the', 'current', 'condition', 'of', 'the', 'market', 'mean', 'mark', 'meenermini', 'just', 'wrote', 'single', 'notice', 'that', 'may', 'be', 'only', 'cek', 'twitternya', 'minervini', 'bu', 'bilang', 'stupid', 'cl', 'habis', 'saham', 'terbang', 'kelas', 'minervini', 'gain', 'porto', 'ytd', 'alami']",Positif
"['balas', 'berita', 'berita', 'positif', 'keluar', 'salah', 'emiten', 'tanda', 'akumulasi', 'insider', 'tp', 'undang', 'ritel', 'beli']",Positif
"['reminder', 'ya', 'hijau', 'ihsg', 'roket', 'to', 'the', 'moon', 'hijau', 'senin', 'merah', 'hati', 'hati', 'euforia', 'dapat']",Positif
"['balas', 'foto', 'peluang', 'hijau', 'om', 'coba', 'tes', 'crash', 'kemarin', 'lusa', 'pas', 'ultah', 'bottom', 'ihsg', 'candlenya', 'persis', 'pas', 'ultah', 'bottom', 'tahan', 'history', 'repeat', 'itself', 'besok', 'hijau']",Positif
"['balas', 'breaking', 'bbri', 'putus', 'bagi', 'rp', 'triliun', 'laba', 'bersih', 'dividen', 'newsnya', 'an', 'ya']",Positif
"['balas', 'main', 'binary', 'option', 'binomo', 'grup', 'neka', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'binomo', 'illegal']",Negatif
"['balas', 'main', 'binary', 'option', 'binomo', 'grup', 'neka', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'traffic', 'data', 'chart', 'main', 'profit', 'trader', 'loss', 'ya', 'trader', 'main', 'slippage', 'requote']",Negatif
"['balas', 'main', 'binary', 'option', 'binomo', 'grup', 'neka', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'cepat', 'miskin', 'main', 'om']",Negatif
"['ok', 'terima kasih', 'main', 'binary', 'option', 'binomo', 'grup', 'neka', 'kerja', 'chart', 'sistem', 'deposit', 'withdraw', 'web', 'nya', 'kabar', 'blokir', 'situs', 'kominfo', 'terima kasih']",Negatif
"['balas', 'fix', 'besok', 'merah', 'ihsg', 'kak', 'jakarta', 'jakarta', 'merah']",Negatif
"['balas', 'fix', 'besok', 'merah', 'ihsg', 'kak']",Negatif
"['balas', 'inti', 'sih', 'risiko', 'loss', 'risiko', 'cuan', 'om', 'cuan', 'loss', 'cari', 'rapat', 'minim', 'kali', 'om', 'cuan', 'hehe']",Negatif
"['balas', 'ideal', 'sih', 'modal', 'trade', 'yah', 'cuan', 'target', 'modal', 'trade', 'overall', 'modal', 'kayak', 'ngeri', 'total', 'om', 'loss', 'down', 'tuh', 'mental', 'buku', 'loss']",Negatif
"['balas', 'mohon', 'dapat', 'teman', 'senior', 'mula', 'saham', 'doid', 'average', 'down', 'ketik', 'gantung', 'plan', 'cemplung', 'porsi', 'jebol', 'support', 'bagus', 'sl', 'average', 'down', 'support']",Negatif
"['balas', 'iya', 'jimmy', 'bilang', 'salah', 'kunci', 'trading', 'hindar', 'ramai', 'bilang', 'suhu', 'ya', 'ajar', 'newbie', 'pakai', 'contoh', 'ya', 'gampang', 'antm', 'kamis', 'minggu', 'pasar', 'pesimis', 'antm', 'bilang', 'harga', 'bandar', 'bilang', 'dsb', 'ramai', 'sisi', 'pesimis', 'jumat', 'chart', 'tutup', 'kamis', 'titik', 'reversal', 'amat', 'alir', 'akumulasi', 'big', 'player', 'konsisten', 'masuk', 'tahap', 'rencana', 'umum', 'ibh', 'tau', 'bulan', 'tanggal', 'dsb', 'tanggal', 'ramai', 'sisi', 'pesimis', 'market', 'balik', 'arah', 'tes', 'market', 'ramai', 'moga', 'paham', 'ya', 'tipis', 'beda', 'ya', 'benang', 'merah', 'kaya', 'lihat', 'divergen', 'trend', 'kadang', 'selip', 'mata']",Negatif
"['rules', 'nya', 'billy', 'antm', 'magnet', 'foto']",Negatif
"['balas', 'gimanapun', 'ritel', 'tetap', 'ritel', 'istilah', 'cuan', 'jual', 'bikin', 'ritel', 'kalah', 'banda', 'hedgefundnya', 'rugi', 'namum', 'peperangan', 'ritel', 'kena', 'sembelih']",Negatif
"['balas', 'foto', 'iya', 'senin', 'takut', 'jebol', 'rilis', 'lap', 'keu', 'ketiak']",Negatif
"['balas', 'pendek', 'amat', 'average', 'down', 'timbang', 'saham', 'liquid', 'nali', 'cermat', 'guna', 'konsep', 'average', 'down', 'beli', 'cicil', 'emiten', 'selesai', 'cicil', 'sistem', 'piramida', 'cicil', 'kali', 'alokasi', 'total', 'porto', 'harga', 'turun', 'average', 'cutloss', 'beli', 'alokasi', 'porto', 'harga', 'turun', 'cutloss', 'konsep', 'disiplin', 'cutloss', 'alokasi', 'porto', 'harga', 'turun', 'incar', 'saham', 'trend', 'nya', 'bullish', 'cari', 'saham']",Negatif
"['balas', 'wb', 'bom', 'nikmat', 'cuan', 'scalping', 'kaya', 'raya', 'hehe', 'lihat', 'jalan', 'wb', 'loss', 'berkshire', 'nya', 'salah', 'gagal']",Negatif
"['teman', 'market', 'sadar', 'day', 'trading', 'zero', 'sum', 'game', 'boncos', 'orang', 'cuan', 'beda', 'beli', 'saham', 'prospek', 'bagus', 'dividen', 'eh', 'minggu', 'dividen', 'bbtn', 'wajar', 'out', 'saham', 'bijak', 'manajemen', 'sesuai', 'harap', 'day', 'trading', 'masuk', 'pagi', 'sore', 'jual', 'jual', 'cuan', 'tp', 'rugi', 'cl']",Negatif
"['arb', 'sensi', 'bayang', 'arb']",Negatif
"['balas', 'tim', 'tawar', 'harga', 'ala', 'emak', 'emak', 'senang', 'hu', 'beli', 'ara', 'banting', 'arb', 'pakai', 'margin', 'aduh', 'kaya', 'gin', 'haka', 'saham', 'running', 'trade', 'selesai', 'market', 'senggol', 'bacok']",Negatif
"['arb', 'normal', 'mas', 'pasang', 'ts', 'persen', 'kakak']",Negatif
"['ideal', 'nya', 'arb', 'normal', 'tp', 'ya', 'arb', 'goyang', 'nya', 'mantap']",Negatif
"['balas', 'ci', 'rui', 'maksud', 'arb', 'simetris', 'ya', 'noted', 'bahas', 'erti', 'maksud', 'arb', 'simetris', 'turun']",Negatif
"['ihsg', 'swing', 'low', 'ya', 'turun', 'senin', 'orang', 'haka', 'nya', 'masuk', 'fase', 'party', 'juni']",Negatif
"['contoh', 'barusan', 'jadi', 'bbtn', 'dirut', 'tarik', 'orang', 'investor', 'bijak', 'bbtn', 'bagus', 'hubung', 'orang', 'masuk', 'ubah', 'bijak', 'sinergis', 'saham', 'langsung', 'drop', 'lumayan']",Negatif
"['balas', 'mumpung', 'hilang', 'cari', 'opsi', 'ganti', 'nya', 'tuju', 'hu', 'ferry', 'sih', 'seram', 'arnya', 'simetris', 'santai', 'ah', 'arb', 'cl', 'super', 'ketat', 'money', 'management']",Negatif
"['balas', 'nih', 'nama', 'cut', 'your', 'loss', 'and', 'protect', 'your', 'profit', 'berkat', 'guru', 'guru', 'benhan', 'semenjak', 'guru', 'sharing', 'alam', 'dapat', 'cut', 'your', 'loss', 'and', 'protect', 'your', 'profit', 'sederhana', 'jaga', 'modal', 'aku', 'salah', 'ajar', 'salah', 'notes', 'salah', 'besar', 'mana', 'asri', 'dkft', 'htf', 'ts', 'sl']",Negatif
"['balas', 'cutloss', 'profit', 'maksud', 'pasang', 'stoploss', 'senin', 'turun', 'nih']",Negatif
"['balas', 'coba', 'next', 'trade', 'never', 'average', 'down', 'loss', 'salah', 'masuk', 'ya', 'cepat', 'cari', 'opportunity', 'minervini', 'average', 'down', 'just', 'cut', 'if', 'you', 'pakai', 'wrong', 'decision']",Negatif
"['balas', 'average', 'ragu', 'bu', 'senin', 'average', 'down', 'harga', 'duluan', 'pagi', 'diskusi', 'ama', 'teman', 'via', 'pm', 'bantah', 'ama', 'jelek', 'smra', 'cari', 'second', 'opini']",Negatif
