,Data,User,Pesan,Saham,Jam,Tanggal,Status
48,49,Gue Keren,"Membalas : antm jg BK sih. cuma ya gitu lah. sebenernya pointnya bukan disitu. ketika si A uda nyinyirin si B ternyata malah kebalikan ya
Wkkww iya malah offside gw wkkwk",ANTM,6:57:34 PM,Friday April 9 2021,Hapus
49,50,Tama,"Membalas : Orangnya beda ini yg ngangkat. Bkn pure belvin gang lg. Klo tape read sblm hari ini, pemain utamanya YP + CS, itupun posisi CS s
Belvin YPC YPC dia pak",PURE,6:57:17 PM,Friday April 9 2021,Hapus
50,51,Charles Prop,"Membalas : Orangnya beda ini yg ngangkat. Bkn pure belvin gang lg. Klo tape read sblm hari ini, pemain utamanya YP + CS, itupun posisi CS s
antm jg BK sih. cuma ya gitu lah. sebenernya pointnya bukan disitu.

ketika si A uda nyinyirin si B ternyata malah kebalikan ya hasilnya bakal diserang rame2.","ANTM,PURE",6:57:07 PM,Friday April 9 2021,Hapus
51,52,Elon Mas,"Membalas : Orangnya beda ini yg ngangkat. Bkn pure belvin gang lg. Klo tape read sblm hari ini, pemain utamanya YP + CS, itupun posisi CS s
bisa jadi BK itu gerombolannya si Belvin",PURE,6:56:32 PM,Friday April 9 2021,Hapus
52,53,Gue Keren,"Membalas : lucu sih ini. wkwk.. film belvin otw 1000, antm felicia nga jadi 4000
Orangnya beda ini yg ngangkat. Bkn pure belvin gang lg. Klo tape read sblm hari ini, pemain utamanya YP + CS, itupun posisi CS selalu buy dibawah 50% dari volume YP klo YP TP (asumsi kuat bolpoin). Tapi kmrn klo gk salah BK tiba2 akum tajam 3x lipat volume YP. Gak biasanya, asumsi saya ada pihak yg mau take over FILM lg, penggerak utamanya kembali (?)","ANTM,FILM,PURE",6:55:35 PM,Friday April 9 2021,Hapus
53,54,Elon Mas,"Membalas : lucu sih ini. wkwk.. film belvin otw 1000, antm felicia nga jadi 4000
Felicia cuma omong doang, gak berani beli borongan kayak Belvin  ","ANTM,FILM",6:54:50 PM,Friday April 9 2021,Hapus
54,55,Elon Mas,ya kan Belvin yg beli sendiri borongan lagi ya harga FILM jadi naik,FILM,6:52:43 PM,Friday April 9 2021,Hapus
55,56,Charles Prop,"Membalas : Belvin ga banyak omong, ga pke itung""an.. Dia suka saham ""itu"", langsung sirammmm Edan
lucu sih ini. wkwk.. film belvin otw 1000, antm felicia nga jadi 4000","ANTM,FILM",6:48:29 PM,Friday April 9 2021,Hapus
56,57,panjianom,"Membalas : coba youtube pak. salah satu anak muda hebat.. porto nya aja serem
kalo saya bukan soal porto, tapi entry dan exit dimana/kapannya. porto itu kan hanya akibat sampingan dari proses nya.",SATU,6:31:10 PM,Friday April 9 2021,Hapus
57,58,Vetty Wei,"Membalas : PNBS after close itu MG borong banyak banget  
Seninnya diguyur  ",PNBS,5:59:58 PM,Friday April 9 2021,Hapus
58,59,Vid,"Membalas : Siapa felicia?
coba youtube pak. salah satu anak muda hebat.. porto nya aja serem",SATU,5:57:52 PM,Friday April 9 2021,Hapus
59,60,hery,"Membalas : Oh iya sekalian laporan. Duit cuan hasil penjualan jaket dari teman2 saya sumbangkan ke kaum dhuafa di Perumahan Bugul Kidul Pas
amin. terima kasih pakde  ",AMIN,5:57:32 PM,Friday April 9 2021,Hapus
60,61,Tommy Daniel,"Membalas : PGAS masih murah harganya, tapi masih punya utang bayar pajak
Lagi antri di 1000 kak",PGAS,5:21:06 PM,Friday April 9 2021,Positif
61,62,Eru Yagami,"PGAS masih murah harganya, tapi masih punya utang bayar pajak",PGAS,5:19:13 PM,Friday April 9 2021,Bingung
62,63,Jimset,"Membalas : Oh iya lupa ini weekend, maksud saya minggu malam ... btw saya cewe kak   *satu lagi masuk list*
Auranya tegas sih ci, jadi pada pangling  ",SATU,4:54:30 PM,Friday April 9 2021,Hapus
63,64,Rui :rocket: :speedboat::dancer: ,"Membalas : Oh? Untuk senin besok sudah bisa 8.30 malam ini pak? Baru tau saya terima kasih ya  
Oh iya lupa ini weekend, maksud saya minggu malam ... btw saya cewe kak  

*satu lagi masuk list*",SATU,4:53:39 PM,Friday April 9 2021,Hapus
64,65,Nomnom Girl,"Terberat selama jadi investor adalah saat megang bbkp ini.
Walopun Ta n volume sesekali mendukung tapi lagi2 dijegal semesta buat naik... 
Harapanya cuma fundamental yg akan diperbaiki kookmin kedepanya...",BBKP,4:17:29 PM,Friday April 9 2021,Hapus
65,66,Jee Satya,https://insight.kontan.co.id/news/keluarga-riyadi-jual-saham-mppa-senilai-rp-3621-miliar-salah-satu-pembelinya-watiga,"MPPA,SATU",4:12:45 PM,Friday April 9 2021,Hapus
66,67,Oki Oce,Doid masih aman kalo belinya pas april 2020,"AMAN,DOID",3:58:30 PM,Friday April 9 2021,Positif
67,68,Tomatto Tomatto,Doid masi aman hu,"AMAN,DOID",3:55:31 PM,Friday April 9 2021,Positif
68,69,|Poker|Face|:tm:,"Membalas :   tosss, good team! Yg cuan kotozz kotozz dari dmmx pasti lagi senyum senyum tipis bacanya,   
Semoga lanjut. Tdk memastikan. Cuma semoga.","DMMX,GOOD",3:30:34 PM,Friday April 9 2021,Hapus
69,70,edo,PNBS after close itu MG borong banyak banget  ,PNBS,3:29:38 PM,Friday April 9 2021,Hapus
70,71,Rays_Man,"Membalas : Bjtm ada apa ini
nggak ada apa-apa koq..
malah hepi karo turun, soalnya itu emiten dividen.. sepaket dgn BJBR  ","BJBR,BJTM",3:28:49 PM,Friday April 9 2021,Hapus
71,72,Dream Big,"Membalas : Selama divestasi mundur terus ya belum ngangkat kali pak. Ada agenda mark down dulu mungkin ya, jadi pas covid mereda, ibu kota
iya setuju pak, cocok hit and run","KOTA,MARK",3:19:56 PM,Friday April 9 2021,Hapus
72,73,Lee Khong Huan,"Selama divestasi mundur terus ya belum ngangkat kali pak.
Ada agenda mark down dulu mungkin ya, jadi pas covid mereda, ibu kota baru berjalan, swf ngaciir","KOTA,MARK",3:19:39 PM,Friday April 9 2021,Hapus
73,74,RBTAN59,"Membalas : Pnbs tp di brp yah hu?
sdh hrs waspada jempol siap di tombol sel   ",PNBS,3:15:06 PM,Friday April 9 2021,Hapus
74,75,"Okto ""JUAL PAKET DATA INTERNET"" BERKATstore","Membalas : PNBS saya sudah sellm soalnya dia membentuk rambut panjang
Sya masi hold  ",PNBS,3:13:48 PM,Friday April 9 2021,Netral
75,76,Dream Big,PNBS saya sudah sellm soalnya dia membentuk rambut panjang,PNBS,3:12:34 PM,Friday April 9 2021,Hapus
76,77,Humam,"Membalas : 1jt 1% 10rb 100jt 1% 1jt 1m 1% 10jt Klo sy pribadi juga punya modal segitu adu nyali aja...1% sy ulang2 1hr bs 2-3x ud cukup
Menurut saya modal iya penting, tapi klo biasa main angka jutaan tiba2 dikasih 1M juga psikologisnya belum terbentuk pak, pak bekti juga cerita beliau start dari 5 juta, jadi psikologi terbentuk seiring bertambanhnya modal, klo psikologis belum terbentuk tapi modal langsung gede saya yakin hasilnya beda sekali pak dengan orang yg sampai sana dengan proses..",MAIN,3:12:19 PM,Friday April 9 2021,Hapus
77,78,sugi,Pnbs tp di brp yah hu?,PNBS,3:06:42 PM,Friday April 9 2021,Hapus
78,79,Yudha,"Kalau jam trading malah justru lebih baik hindari berbagai grup saham sih, selain bikin psikologis tenang, ga kehasut bisikan2 juga   malah enak ngulik chart di bukan jam market, eksekusinya tinggal pake auto trade sesuai sekuritas masing2",AUTO,2:58:57 PM,Friday April 9 2021,Hapus
79,80,Puspita Wardani,"Membalas : Coba simak penuturan pak Bekti kemarin, beliau 1, 2, 3 persen juga diambil. Tapi ya uang modalnya gedhe, jadi terasa juga
Modal gede, naik 2-3tik jg kerasa cuannya   klu masih remah remah kek saya, ya mana kerasa   2-3tik cuma bs buat beli indomie    ",UANG,2:50:31 PM,Friday April 9 2021,Hapus
80,81,Lee Khong Huan,ABBA dari AB ke BA  ,ABBA,2:50:13 PM,Friday April 9 2021,Hapus
81,82,RBTAN59,"Membalas : Simsalabim! Ada Bank Aladin Syariah, Awas Sahamnya Liar... https://www.cnbcindonesia.com/market/20210409130835-17-236549/simsala
udah pada edan bandar dan emiten.. ritel harus ikutan edan kalo mo dpt cuan  ",BANK,2:50:01 PM,Friday April 9 2021,Hapus
82,83,Rui :rocket: :speedboat::dancer: ,"Membalas : pak mau nanya, emiten klo ara / arb besokannya psti lanjut lagi ya ? entah nerusin ara lg / nerusin arb lg
Ga akan ada yang tahu kak, intinya tetap harus ada trading plan",PLAN,2:49:48 PM,Friday April 9 2021,Hapus
83,84,Lee Khong Huan,"Membalas : langsung di TP dong
Coba simak penuturan pak Bekti kemarin, beliau 1, 2, 3 persen juga diambil. Tapi ya uang modalnya gedhe, jadi terasa juga",UANG,2:49:01 PM,Friday April 9 2021,Hapus
84,85,Puspita Wardani,"Membalas : ntar mlm pasti ada yg bilang FILM aroma uang otw 1000
    bolpen","FILM,UANG",2:43:20 PM,Friday April 9 2021,Hapus
85,86,RBTAN59,"Ini adalah foto
ini aja bisa sentuh 3010 masa mppa 1800aja gak bisa   ","MASA,MPPA",2:41:51 PM,Friday April 9 2021,Hapus
86,87,Ocha,Bjtm ada apa ini,BJTM,2:41:27 PM,Friday April 9 2021,Hapus
87,88,Dion,"ntar mlm pasti ada yg bilang FILM aroma uang otw 1000
","FILM,UANG",2:41:08 PM,Friday April 9 2021,Positif
88,89,muriz,BBCA gerak....,BBCA,2:39:53 PM,Friday April 9 2021,Hapus
89,90,Fikri Tegar Utama,"Membalas : FILM nya mau ARA  
produser MG",FILM,2:39:00 PM,Friday April 9 2021,Hapus
90,91,Puspita Wardani,FILM nya mau ARA  ,FILM,2:37:52 PM,Friday April 9 2021,Positif
91,92,Neo Cortex,"Membalas : Tkim ampuunn dahh  
Haha   saya pernah kena , pas di CL besok nya diterbangin",TKIM,2:37:20 PM,Friday April 9 2021,Hapus
92,93,Jafar Sim,"Hadir dan bekerja, jayalah ihsg       jendral hari ini bbca",BBCA,2:35:37 PM,Friday April 9 2021,Hapus
93,94,Dream Big,"Membalas : PNBS ada sentimen apa ya  
bandar lagi senang",PNBS,2:34:06 PM,Friday April 9 2021,Hapus
94,95,Syrf Maulana,PNBS ada sentimen apa ya  ,PNBS,2:33:25 PM,Friday April 9 2021,Hapus
95,96,Maimunah,"Membalas : PNBS top Volume
Wkwkwkwkwkkwwk",PNBS,2:31:34 PM,Friday April 9 2021,Hapus
96,97,Dream Big,PNBS top Volume,PNBS,2:31:25 PM,Friday April 9 2021,Positif
97,98,Alfian,Wah mg mengerikan di pnbs,PNBS,2:30:26 PM,Friday April 9 2021,Hapus
98,99,Dream Big,PNBS   ,PNBS,2:28:01 PM,Friday April 9 2021,Hapus
99,100,Jafar Sim,"Membalas : Kalo saya pasang jasa menurunkan harga saham aja deh, tiap habis beli harga biasanya nyungsep
  tosss, good team! Yg cuan kotozz kotozz dari dmmx pasti lagi senyum senyum tipis bacanya,   ","DMMX,GOOD",2:21:56 PM,Friday April 9 2021,Hapus
100,101,Felix,"Membalas : abis CL langsung terbang kak wkwkwk
Story of my life ini  ",LIFE,2:17:50 PM,Friday April 9 2021,Hapus
101,102,Jafar Sim,"Membalas : abis CL langsung terbang kak wkwkwk
Buka jasa menerbangkan saham aahh, ga usa jadi bandar, gampang kasih tau saya saham apa yg mau diterbangkan, nanti saya beli, yg mau diterbangkan nanti saya CL, tunggu 2 menit, saham anda pasti terbang meroket 
*bukti nyata bisa dicek di dmmx  ",DMMX,2:17:02 PM,Friday April 9 2021,Hapus
102,103,Jose - Aliran - YPC,"Membalas : Bbkp lebih ampun pak, 520 CL ga ya CL ga ya CL ga yaa? Haiyyaa rasa ini selalu de ja vu
saya malah baru aja masuk om, alasannya simple, tiba2 anak saya doyan lagunya bts dynamite...  ",BBKP,2:16:30 PM,Friday April 9 2021,Hapus
103,104,Waskita Karya,Kino,KINO,2:16:03 PM,Friday April 9 2021,Hapus
104,105,arief firmansyah,"Membalas : Bbkp lebih ampun pak, 520 CL ga ya CL ga ya CL ga yaa? Haiyyaa rasa ini selalu de ja vu
abis CL langsung terbang kak wkwkwk",BBKP,2:14:32 PM,Friday April 9 2021,Hapus
105,106,Tomatto Tomatto,Doid bisa serok juga hu,DOID,2:14:07 PM,Friday April 9 2021,Positif
