,Data,User,Pesan,Saham,Jam,Tanggal,Status
53,54,Tomy Arjunanto,"Membalas : Wah dapat senior yg satu kota, sungkem senior @ahauw
Salam kenal dari Semarang, banyak kok yg dr semarang. Cuman blm pernah pada ketemuan","KOTA,SATU",7:31:30 PM,Tuesday April 6 2021,Hapus
54,55,Dewi Calico,"Membalas : koh @ahauw tuh ya semarang
Wah dapat senior yg satu kota, sungkem senior @ahauw","KOTA,SATU",7:26:49 PM,Tuesday April 6 2021,Hapus
55,56,Andika Haryadi,Dag dig dug pergerakan paska Right ntar gmn ya brms..,BRMS,7:24:04 PM,Tuesday April 6 2021,Bingung
56,57,rey,"Membalas : Adakah yg pegang BRMS hu ?
ane",BRMS,7:22:09 PM,Tuesday April 6 2021,Hapus
57,58,Andika Haryadi,Adakah yg pegang BRMS hu ?,BRMS,7:22:00 PM,Tuesday April 6 2021,Hapus
58,59,Soebianto,"Membalas : Grup the trader komplit yah bu   ada the living legend kokoh MY , pak de, makro ekonomi ada kokoh billy , master time cycle ada
Berarti keakuratan nya 100%, tinggal baca nya dibalik  ",BACA,7:17:14 PM,Tuesday April 6 2021,Hapus
59,60,APO  ,"Membalas : Sukses selalu para senior di grup ini. Sehat selalu dan berkah ilmunya. Tuhan memberkati.
Amin kakak",AMIN,7:16:24 PM,Tuesday April 6 2021,Hapus
60,61,Jafar Sim,"Membalas : Ko ahauw gk disebut jg ini ? Kan suka kasih insight jg
Oiya kelupaan, master TA, koh @ahauw dan master super lainnya, termasuk bu @puspitawardani89 ,, wah komplit deh, kalau ditulisin bisa bisa penuh nih chat nya (spam) auto kick nanti  ",AUTO,7:14:55 PM,Tuesday April 6 2021,Hapus
61,62,Jafar Sim,"Membalas : The real dukun saham. Hebat luar biasa
Grup the trader komplit yah bu   ada the living legend kokoh MY , pak de, makro ekonomi ada kokoh billy , master time cycle ada pak jutha, ada bandar, ada market maker, oiya tolong di screenshot ya, yang lagi belajar dengan tingkat akurasi 0% prediksinya juga ada, yaitu saya   ",REAL,7:11:35 PM,Tuesday April 6 2021,Hapus
62,63,Jutha Bram,"Membalas : The real dukun saham. Hebat luar biasa
Saya bukan dukun 

Itu semua logic dan bisa dihitung kok bu...
Kan dah puluhan buku yg menjabarkan soal matematika di belakang timecycle ini dan cara menghitungnya...

Saya hanya membuat simple, itu aja ",REAL,7:08:23 PM,Tuesday April 6 2021,Hapus
63,64,Dewi Calico,"Membalas : Sampai sekarang sih prediksi pak @JuthaBram tepat, coba liat besok juga aja, 8 april kalau ihsg beneran naik juga ya berarti sek
The real dukun saham. Hebat luar biasa
Semoga sy bisa kecipratan ilmu dan hoki nya member grup ini. Selama ini sy sekedar baca baca, ga berani ikutan nimbrung karna merasa nothing  ","BACA,HOKI,REAL",7:07:20 PM,Tuesday April 6 2021,Hapus
64,65,Dewi Calico,"Masih baru banget belajar time cycle, hitungan hari   baca-baca beginian masih seabreg semoga sy bisa paham
Sambil belajar teknikal juga ini sy kak   sy masih pemula  ",BACA,7:02:51 PM,Tuesday April 6 2021,Hapus
65,66,Kaanz',"Membalas : Sy baru awal awal baca mengenai time cycle, rata rata berbahasa inggris
Ndak bisa bahasa inggris? 


Sama  ",BACA,6:59:31 PM,Tuesday April 6 2021,Hapus
66,67,Dewi Calico,"Sy baru awal awal baca mengenai time cycle, rata rata berbahasa inggris",BACA,6:58:36 PM,Tuesday April 6 2021,Hapus
67,68,Dewi Calico,Sy mulai baca baca mengenai time cycle dan mayan mumet  ,BACA,6:57:35 PM,Tuesday April 6 2021,Hapus
68,69,Eviros,"Membalas : Asal pasang tembok 490 dari pagi, sore nya di lahap wkwkwk, SAME ga obat   jd makin mau serok lg klo koreksi
Murah g beli, klo mahal baru rebutan   ",SAME,6:36:21 PM,Tuesday April 6 2021,Hapus
69,70,Michael Yeoh,"Membalas : orang cripto edan edan, masa usdT/IDR bisa digoreng sampai 14950. Stable coin aja bisa digeser jauh bener
Iyaaa
Kwkwkwkwk
Ini ad loh money changer usdt
Jd dia cuan gede dr Coin
Smwa convert to USDT
Skr tgl jual2 ambil untung curency
Edan
",MASA,6:29:54 PM,Tuesday April 6 2021,Hapus
70,71,Dewi Calico,"Membalas : Jangan lupa trading plan nya ya kak..
Siap kakak, bsk ku coba cicil beli dikit",PLAN,6:24:48 PM,Tuesday April 6 2021,Hapus
71,72,hmin918,"Membalas : Yg penting usdt nya masih ada
orang cripto edan edan, masa usdT/IDR bisa digoreng sampai 14950.

Stable coin aja bisa digeser jauh bener",MASA,6:23:29 PM,Tuesday April 6 2021,Hapus
72,73,Bow,"Membalas : Sy blm pernah beli saham ini. Boleh lah nanti sy coba iseng masuk siapa tau cuan luber
Jangan lupa trading plan nya ya kak..",PLAN,6:23:28 PM,Tuesday April 6 2021,Hapus
73,74,Herlinda Linda,WMUU kalau buat di simpan sampe lebaran kira kira bagaimana,WMUU,6:02:25 PM,Tuesday April 6 2021,Netral
74,75,Meelo,"Membalas : Esok itu misteri g ad yg tau,yg perlu di persiapkan itu trading plan .
Iya pak saya makanya tanya kalau bener target saya di 600++  ",PLAN,6:01:25 PM,Tuesday April 6 2021,Hapus
75,76,wahyudi aja,"Membalas : Photo
Esok itu misteri g ad yg tau,yg perlu di persiapkan itu trading plan .",PLAN,6:00:59 PM,Tuesday April 6 2021,Hapus
76,77,Rengga Fuji,"Membalas : Sing Sabar Melu Slametan.  
SSMS
",SSMS,5:43:53 PM,Tuesday April 6 2021,Hapus
77,78,Dewi Calico,"Membalas : Photo
BWPT susah banget buat ke 200 apalagi 400  ",BWPT,5:37:56 PM,Tuesday April 6 2021,Negatif
78,79,Willy N,"Asal pasang tembok 490 dari pagi, sore nya di lahap wkwkwk, SAME ga obat   jd makin mau serok lg klo koreksi",SAME,5:19:15 PM,Tuesday April 6 2021,Bingung
79,80,Ninok Eyiz,Terharu SAME. Terima kasih para sales dan pakdhe.    ,SAME,4:36:21 PM,Tuesday April 6 2021,Hapus
80,81,darno Ketagihan richeese nabati,"Membalas : boss Darno...horang kayaaa
Ini berkat saya selalu makan richeese nabati. Setiap pagi om",BOSS,4:33:12 PM,Tuesday April 6 2021,Hapus
81,82,Billy,"Membalas : Jokowi Supports Central Bank Mandate to Aid Indonesia s Growth [""https://www.bloomberg.com/news/articles/2021-04-07/jokowi-supp
asyik nih bunga margin sekuritas turun ...growth = low interest rate = low bunga margin = haka all in full margin   ",BANK,4:31:43 PM,Tuesday April 6 2021,Hapus
82,83,Lee Khong Huan,"Membalas : Photo
boss Darno...horang kayaaa",BOSS,4:30:44 PM,Tuesday April 6 2021,Hapus
83,84,Maimunah,"Membalas : Photo
Kgk cocok ini coba di liat jgn jgn cocok di laut profesi nya
Membalas : Tampaknya hari yg menyenangkan semua today   
Yg masih bisa main, yg kgk/ bengong doang ya pegel",MAIN,4:24:12 PM,Tuesday April 6 2021,Hapus
84,85,Tomatto Tomatto,Analisisnya hu buat bbtn...apakah masi melanjutkan penurunanya,BBTN,4:17:34 PM,Tuesday April 6 2021,Negatif
85,86,Jee Satya Skill Mamonite Utara,"Ada suatu saham yg bikin buang waktu, itu namanya saham buat ternak/ ternak saham. Metik satu panen, kmd metik satunya lagi panen... trader gak betah ",SATU,4:10:23 PM,Tuesday April 6 2021,Hapus
86,87,Jee Satya Skill Mamonite Utara,"Membalas : Photo
Kalo bwat inpest pilih TLKM om,  hihihi",TLKM,4:06:56 PM,Tuesday April 6 2021,Positif
87,88,darno Ketagihan richeese nabati,"Tanya aja om apakah ISAT bisa 9.900 
Ini adalah foto",ISAT,4:03:22 PM,Tuesday April 6 2021,Positif
88,89,den,"same saya dah ke sell 510.. bid 515 penutupan 510  
",SAME,3:54:04 PM,Tuesday April 6 2021,Hapus
89,90,Dream Big,"Membalas : https://referensiberita.pikiran-rakyat.com/pemerintahan/amp/pr-1211732218/pekan-depan-ojk-tetapkan-bank-banten-jadi-bank-sehat
mantappp",BANK,3:44:47 PM,Tuesday April 6 2021,Hapus
90,91,Bow,"Membalas :    seperti Kak @Akaruiii bilang, mantranya 'kesabaran adalah koentji' kak ... selama masi masuk dalam trading plan, ya hold sa
Perjuangan pake"" rhemason dulu mudah""an dibalas dengan baik ya Ci..   ",PLAN,3:29:07 PM,Tuesday April 6 2021,Hapus
91,92,Hendro Masori,Soalnya kemarin postingan saya bilang April mantul di forward ke grup you know who dan diketawain. Karena se grup masih full cash...,CASH,3:27:15 PM,Tuesday April 6 2021,Hapus
92,93,Rui :rocket: :speedboat::dancer: ,"Membalas : Keren ci bisa terus percaya dengan SAME
   seperti Kak @Akaruiii bilang, mantranya 'kesabaran adalah koentji' kak ... selama masi masuk dalam trading plan, ya hold saja, cari celah buat nambah muatan  ","PLAN,SAME",3:27:01 PM,Tuesday April 6 2021,Netral
93,94,hmin918,"Membalas : Semoga lancar ya teman2...
amin bos",AMIN,3:24:42 PM,Tuesday April 6 2021,Hapus
94,95,Deryan,"Membalas : Semoga lancar ya teman2...
Amin, semoga lancar juga Pak Hendro  ",AMIN,3:23:26 PM,Tuesday April 6 2021,Hapus
95,96,46 (     ) (Selvia Susilowati),"Membalas : Photo
Klo di saham brrti pegang cash di rdn ya pak de",CASH,3:23:25 PM,Tuesday April 6 2021,Hapus
96,97,Bow,"Membalas : Keren ci bisa terus percaya dengan SAME
Ada mantranya itu.. ""Kesabaran adalah koentji..""",SAME,3:17:37 PM,Tuesday April 6 2021,Hapus
97,98,Severinus Utomo,"Membalas : @JuthaBram terimakasih insightnya untuk timing masuk marketnya pak, sangat tepat ini ... beneran dah saya pengen belajar soal ti
Keren ci bisa terus percaya dengan SAME",SAME,3:15:49 PM,Tuesday April 6 2021,Bingung
98,99,Aho Lie,Hari ini giliran Same cent istirahat dulu besok katanya        ,"CENT,SAME",3:15:29 PM,Tuesday April 6 2021,Bingung
99,100,Rui :rocket: :speedboat::dancer: ,"@JuthaBram terimakasih insightnya untuk timing masuk marketnya pak, sangat tepat ini ... beneran dah saya pengen belajar soal timecycle, mohon bimbingannya selalu      

SAME SAME NA HEY HEY HAKA HAKA HEY HEYY!!!     

:rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket: roketnya kakaaaa  ",SAME,3:14:24 PM,Tuesday April 6 2021,Positif
100,101,Billy,"Membalas : arto marcapnya bukannya gede ya hu?
Iya om.. Jd ya bisa gerakin ihsg meski blm se signifikan BCA, bri",ARTO,3:12:56 PM,Tuesday April 6 2021,Positif
101,102,Jay Jay,arto marcapnya bukannya gede ya hu?,ARTO,3:10:30 PM,Tuesday April 6 2021,Positif
102,103,Billy,"Membalas : sa,me.png
Congrats pak Candra analisa lower time frame nya  
Membalas : ARTO BANK yah, kalau masih dianggap bank kecil  
Karena ihsg hitungan weight nya masih market cap.. Beda dgn lq45 yg market cap kali free float.. Makanya Bank2 kecil yg skrg cap nya jadi gede pasti bisa bisa gerakin ihsg hehe","ARTO,BANK",3:07:26 PM,Tuesday April 6 2021,Bingung
103,104,Michael Leon,"Membalas : Semoga besok beneran Banking dinaikin. Pelan gpp, yg penting naikin indeks, agar cuaca bagus dan sesuai sama view ini... Amiin
Thanks pak utk arahannya   sehat selalu",AGAR,3:06:26 PM,Tuesday April 6 2021,Hapus
104,105,Kaanz',"Membalas : Mantab SAME, sesuai kata pakdhe otw 1000
Gara"" petakilan   ga ada cash lagi ya ","CASH,SAME",3:05:32 PM,Tuesday April 6 2021,Hapus
105,106,hery,"Membalas : Bisa aja itu bank kecil.. Karena market cap nya makin gede
ARTO BANK yah, kalau masih dianggap bank kecil  ","ARTO,BANK",3:04:54 PM,Tuesday April 6 2021,Hapus
106,107,Hendro Masori,"Membalas : Mantab SAME, sesuai kata pakdhe otw 1000
Udahlah gak usah dibahas lagi kalau SAME
   ",SAME,3:04:41 PM,Tuesday April 6 2021,Hapus
107,108,Doni Tata,"Membalas : Semoga besok beneran Banking dinaikin. Pelan gpp, yg penting naikin indeks, agar cuaca bagus dan sesuai sama view ini... Amiin
sudah ada tanda"" pak. BBRI bolak balik aja rangenya dari kemarin","AGAR,BBRI",3:03:32 PM,Tuesday April 6 2021,Hapus
108,109,Dream Big,"Membalas : Bank mini yang ngangkat index ya?..
BBCA","BANK,BBCA",3:02:02 PM,Tuesday April 6 2021,Positif
109,110,Tommy Hermes,"Mantab SAME, sesuai kata pakdhe otw 1000",SAME,3:01:59 PM,Tuesday April 6 2021,Positif
110,111,Billy,Bisa aja itu bank kecil.. Karena market cap nya makin gede,BANK,3:01:46 PM,Tuesday April 6 2021,Hapus
111,112,Stanley @brosurproperti,"SAME pak @hmasori mantap, makasih insightnya pak   , sabar menunggu ke 1000",SAME,3:01:36 PM,Tuesday April 6 2021,Positif
112,113,Yosua Sitompul,Eaaaa nyentuh atap,ATAP,3:01:10 PM,Tuesday April 6 2021,Hapus
113,114,brian,"Membalas : gak akan pernah. BBCA yg angkat
Wah iya, salfok sama bank"" kecil   ",BBCA,3:00:22 PM,Tuesday April 6 2021,Hapus
