,Data,User,Pesan,Saham,Jam,Tanggal,Status
28,29,Benhan,"Membalas : Photo
Saya kasih contoh aja pengalaman pribadi ya. 
Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 430. 
Tapi harga di marketnya ga pernah nyampe segitu, pernah paling di 420.
Nah saat saya yakin ELSA downtrend dan ga bisa reversal lagi saya cutloss di 388.

Tau skrg ELSA berapa? Cek aja sendiri. Setiap saya lihat harganya, plong hati ini  ",ELSA,6:45:37 PM,Monday April 12 2021,Negatif
29,30,Andreas Teddy,"Membalas : Photo
Kalau ga mau cutloss ya hold aja buat jangka panjang, aman kok itu klo untuk jangka panjang",AMAN,6:42:38 PM,Monday April 12 2021,Netral
30,31,Dion,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
berita 4 maret  ",HRME,6:16:34 PM,Monday April 12 2021,Hapus
31,32,Kaanz',"Membalas : ESSA nya kakak    
Turun yok aku tungguin nih ",ESSA,6:14:07 PM,Monday April 12 2021,Negatif
32,33,Dream Big,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
oalahhh berita baru nonggol wkwkkw",HRME,6:11:32 PM,Monday April 12 2021,Hapus
33,34,Eko Bawono,Selamat berpuasa untuk sobat TT yang menjalankannya. Semoga lancar dan berkah. Amin ,AMIN,6:00:41 PM,Monday April 12 2021,Hapus
34,35,RBTAN59,"Membalas : Skrg ngga anjlog, pas buka suspen itu yg ngeri
ada sample Bmas di suspend pas ara  buka suspend 10 hari arb skrg sdh lwt ara lg.... mudahan mppa gak pake arb lg tp terus ara lg   ","BMAS,MPPA",5:51:20 PM,Monday April 12 2021,Hapus
35,36,Bu Nana,"Membalas : di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg  
Skrg ngga anjlog, pas buka suspen itu yg ngeri",MPPA,5:48:30 PM,Monday April 12 2021,Negatif
36,37,Cut Ema,"Membalas : Jadi ini masih coba2 ya   
 

sebelum bisa digunakan secara luas, pengembangan vaksin harus menjalani tahap preklinis dan klinis. Pada tahap preklinis, antigen vaksin diperiksa kestabilannya, baik secara fisik maupun kimia. Hasilnya, vaksin tersebut secara fisik dan kimia sudah stabil.

Vaksin Covid-19 juga sudah diujicobakan kepada hewan. Hasil pengujian menunjukkan bahwa vaksin yang disuntikkan ke hewan tetap aman dan membentuk zat anti.

Setelah dinyatakan aman dan bekerja pada hewan, vaksin kemudian diujicobakan ke manusia. proses uji klinis ke manusia terdiri dari tiga fase. Fase pertama, diujikan kepada 100 orang dewasa. Jika dinyatakan aman, uji coba masuk kepada fase kedua, yaitu uji coba kepada minimal 400 orang.

Setelah kembali berhasil, uji coba selanjutnya masuk ke fase 3, yaitu dengan jumlah relawan mencapai ribuan orang. 

Uji coba fase 3 tidak bisa dilakukan hanya pada satu sentra pengujian, tetapi harus dilakukan di banyak lokasi. Karena itu, uji klinis vaksin Covid-19 ini tidak hanya dilakukan di Indonesia, tetapi juga di sejumlah negara di dunia.

Memang yang paling cepat dan bisa dipakai saat ini untuk mencegah peredaran Covid-19 di Indonesia adalah yang dibuat di China.","AMAN,SATU",5:47:51 PM,Monday April 12 2021,Bingung
37,38,RBTAN59,di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg     ,MPPA,5:47:20 PM,Monday April 12 2021,Negatif
38,39,Dane Fernando,"Jika investor baru akan go private ya investor baru wajib melakukan tender offer untuk membeli semua saham yg beredar
Membalas : Investor baru akan nego ke PT AAA. Untuk kepemilikan saham publik nanti tergantung berapa persen yg masih beredar. POJk/BEI meng
Studi kasus bank bukopin, sampoerna, ...silahkan lihat prosesnya...untuk go private mgkn aqua bisa sebagai contoh",BANK,5:30:19 PM,Monday April 12 2021,Hapus
39,40,Lee Khong Huan,"Membalas : masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2
Covernya ganti Livin' tp begitu masuk sama aja dng Mandiri mBanking yg lama  ",BANK,5:04:33 PM,Monday April 12 2021,Hapus
40,41,hery,"Membalas : Siapa tahu di sini ad dokter yg bs menjelaskan napa bs begitu
sekitar 2 minggu lalu ada perubahan aturan. tadinya yg usia di bawah 60 vaksin kedua dalam 14 hari, aturan yang baru menyatakan dalam 28 hari. jadi tergantung kapan mendapat suntikan pertama. apakah sebelum atau sesudah aturan baru",SINI,5:04:07 PM,Monday April 12 2021,Hapus
41,42,Ronny,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
Ini berita isinya kurang jelas   ",HRME,4:59:15 PM,Monday April 12 2021,Hapus
42,43,Mbah Bedjo,"Disini jelas tertulis 28 hari & 12 minggu, tapi napa punyaku 14 hari ya, hadeewww
Ini adalah foto
Siapa tahu di sini ad dokter yg bs menjelaskan napa bs begitu",SINI,4:57:05 PM,Monday April 12 2021,Hapus
43,44,Topher,"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
haka 75, otw 80 hahah",HRME,4:55:46 PM,Monday April 12 2021,Positif
44,45,Johny Asabro,"https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.52 setelah closing hahha",HRME,4:54:35 PM,Monday April 12 2021,Positif
45,46,Mbah Bedjo,Adakah di sini yg udah di vaksin covid utk ke 2x nya,SINI,4:51:58 PM,Monday April 12 2021,Hapus
46,47,Jee Satya,Ikan kecil ikuti arus air aja dan skill kelincahan berenang... spy cuan ,IKAN,4:09:46 PM,Monday April 12 2021,Positif
47,48,Riswanto Yusuf,"Membalas : https://www.instagram.com/p/CNjvTLiBxQ0/?igshid=km0htjrfeuv0
masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2",BANK,4:08:17 PM,Monday April 12 2021,Negatif
48,49,Anton,"Membalas : Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%... (Misal Uang 1Mil
Wkkk.... betul itu...
IHSG merah, kuat saya duiti, kalau nggak kuat saya tinggal ngopi...",UANG,3:54:18 PM,Monday April 12 2021,Negatif
49,50,Jee Satya,"Membalas : Porto hijau cuma utk org super kaya, Bang. Kita mah cuma bisa santai jalani hidup penuh warna...
Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%...
(Misal Uang 1Milyar, dpt bunga cuman rp2jt/bln )",UANG,3:52:19 PM,Monday April 12 2021,Hapus
50,51,Anton,"Membalas : Makanya pak, kdng bingung aja kok mendewakan crypto sekali. Kalau crypto bisa ngasih cuan konsisten. Orang kaya di dunia semua u
Pasar nggak ada regulatornya itu, Om.
Org2 kaya regulatornya. Dan mereka pasti punya berita jauh lebih cepat dr kita. Kalau ada rumor jelek, uang mereka ditarik dipucuk, retail sedunia bisa kismin berjamaah waktu news keluar.
Membalas : Gainget kak, saya dulu masi gatau apa apa, cuma ikutan. Modal 4jt jd 700rb
Dan saya yakin, 700 ribu itu akhirnya buat makan2 sama temen2 utk menghibur hati yg luka.",UANG,3:32:04 PM,Monday April 12 2021,Bingung
51,52,Fry,"Main saham aja masih nyangkut
Main crypto kalo marketnya crash malah jatuh miskin sekalian",MAIN,3:29:41 PM,Monday April 12 2021,Negatif
52,53,Vincent,"Membalas : Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lum
Makanya pak, kdng bingung aja kok mendewakan crypto sekali. Kalau crypto bisa ngasih cuan konsisten. Orang kaya di dunia semua udh invest/trade di crypto   
Membalas : Gimana itu ceritanya ? Crypto crashnya kena sentimen apa? Lg kepo bgt sama coin2an pengen masuk tp takut salah timing
Gainget kak, saya dulu masi gatau apa apa, cuma ikutan. Modal 4jt jd 700rb   ",MAIN,3:28:27 PM,Monday April 12 2021,Bingung
53,54,S I,"Membalas : Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lum
Betul Pak. Saya stress",MAIN,3:12:30 PM,Monday April 12 2021,Hapus
54,55,moko apdan,"Membalas : Photo
kekepin trus  ",TRUS,3:12:02 PM,Monday April 12 2021,Hapus
55,56,krm nugraha,"buktinya mppa skarang suspand,jd ga arb  ",MPPA,3:07:25 PM,Monday April 12 2021,Negatif
56,57,Rays_Man,"Membalas : kurang auptrend seperti mppa  
hahaha... 
uptrend tuh yg naiknya 90  ya.. kalo cmn 45  tuh kelamaan jd kaya..    ",MPPA,3:06:16 PM,Monday April 12 2021,Positif
57,58,krm nugraha,"Membalas : DOID cent assa lppf kurang uptrend apa coba  
kurang auptrend seperti mppa  ","ASSA,CENT,DOID,LPPF,MPPA",3:04:23 PM,Monday April 12 2021,Positif
58,59,Kirana L,"Membalas : WSKT dicegat semesta (MG)
Klo bole tau dasar statement drmna ya pak ?",WSKT,3:02:30 PM,Monday April 12 2021,Hapus
59,60,Dream Big,WSKT dicegat semesta (MG),WSKT,3:01:58 PM,Monday April 12 2021,Negatif
60,61,Rays_Man,"Membalas : Pentingnya beli saham2 yg uptrend, turunnya ga dalem dalem bgt
DOID
cent
assa
lppf
kurang uptrend apa coba  ","ASSA,CENT,DOID,LPPF",3:01:13 PM,Monday April 12 2021,Positif
61,62,Bambang aseli yg ada badak nya,"Membalas : ada yg serok WSKT?
990 lepas 1000 doang tadi. cuman  225lot",WSKT,3:00:37 PM,Monday April 12 2021,Positif
62,63,Rays_Man,"Membalas : Ilmu tingkat dewa!     
cuan di dmmx
tp CL di cent,elsa,doid     
gak jadi cuan deh  ","CENT,DMMX,DOID,ELSA",2:59:52 PM,Monday April 12 2021,Negatif
63,64,Dream Big,ada yg serok WSKT?,WSKT,2:59:10 PM,Monday April 12 2021,Positif
64,65,Virgaust,"Membalas : Dmmx ijo   525
ijo pak memang hahaha
saya pasang CL di 490an aja.
avg 404     ",DMMX,2:49:54 PM,Monday April 12 2021,Positif
65,66,Kirana L,"Membalas : Esti :rocket::rocket::rocket::rocket::rocket:
Tawar di bawah esti kak logika ga mungkin dia naik ertx ga bgitu naik...

Harus curiga ada ssuatu ati2 kak nyangkut","ERTX,ESTI",2:49:18 PM,Monday April 12 2021,Hapus
66,67,Rays_Man,"Membalas : Dmmx ijo   525
dah kujual 545 td pagi   
ternyata matahari merah ya.. makanya cuaca koq gerah amat  ",DMMX,2:48:56 PM,Monday April 12 2021,Negatif
67,68,Mbah Bedjo,"Membalas : Zp net buy doid di arb habis diserok td   
Paling ujung2nya besok naik 2% lanjut turun 6% lg   ",DOID,2:48:47 PM,Monday April 12 2021,Negatif
68,69,Jessica,KPIG,KPIG,2:48:22 PM,Monday April 12 2021,Hapus
69,70,Jafar Sim,Dmmx ijo   525,DMMX,2:48:01 PM,Monday April 12 2021,Positif
70,71,Catrine,Zp net buy doid di arb habis diserok td   ,DOID,2:47:52 PM,Monday April 12 2021,Bingung
71,72,Ngurah Dharma Putra,Esti :rocket::rocket::rocket::rocket::rocket:,ESTI,2:46:45 PM,Monday April 12 2021,Positif
72,73,Anton,"Membalas : Udah pernah nyicip crash crypto 2017 pak?  
Habis ini bisa meletus lagi, Om... Bandar disana kalau main keras. Di hold lama, hanya utk sekali benamin penumpang gelap di lumpur.
Sekali meletus, nggak ada namanya ARB, adanya AKM (Auto Kere Mboiz).... Kere tapi tetep trading (meskipun compang camping)...",MAIN,2:45:07 PM,Monday April 12 2021,Bingung
73,74,Dream Big,busett HRME wkwkkw,HRME,2:44:14 PM,Monday April 12 2021,Hapus
74,75,Rays_Man,"Membalas : Teman2 udah dapat dividen bmri?
belom...
belom punya saham nya  ",BMRI,2:43:55 PM,Monday April 12 2021,Hapus
75,76,Chai Lie,ASII gak bosen2nya turun,ASII,2:40:22 PM,Monday April 12 2021,Negatif
76,77,Muhammag kuncoro,Hancur di dunia per sahaman terutama di Pasar kontruksi saya beli PTPP tahun lalu harga 2000 sekarang malah jadi 1200,PTPP,2:38:40 PM,Monday April 12 2021,Negatif
77,78,Syrf Maulana,BBTN sepertinya mulai ada kehidupan   ,BBTN,2:33:11 PM,Monday April 12 2021,Positif
78,79,Andhe,"Ayo doid, habiskan bidnya biar ku lebih tenang  ",DOID,2:30:16 PM,Monday April 12 2021,Positif
79,80,Riswanto Yusuf,"Membalas : bisa pak ke 7000...asal Gojek jd IPO 
ARTO = BBCA","ARTO,BBCA",2:22:54 PM,Monday April 12 2021,Hapus
80,81,Kirana L,Panik gaaa panikkkk gaaaa ya panikk laa masa enggaaaa,MASA,2:19:13 PM,Monday April 12 2021,Hapus
81,82,moko apdan,"Membalas : Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    
disaat Liat ihsg merah,Masih Ada yg bisa bikin tetap tersenyum   sukses pak  ",BBKP,2:16:59 PM,Monday April 12 2021,Negatif
82,83,Jafar Sim,"Membalas : BBKP support sangat kuat di 500
Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    ",BBKP,2:14:20 PM,Monday April 12 2021,Hapus
83,84,aMe,"Biasanya klo Pak @wealth88 cl, sahamnya jd terbang... ct dmmx ya Pak ",DMMX,2:14:19 PM,Monday April 12 2021,Positif
84,85,Erich,"Membalas : Belum pak, taruh aja, takut saya jantungnya ga kuat jadi ga cl  
ga di cl ga jalan pak..bljr dr kasus dmmx dunk",DMMX,2:13:50 PM,Monday April 12 2021,Hapus
85,86,Tommy Hermes,BBKP support sangat kuat di 500,BBKP,2:13:31 PM,Monday April 12 2021,Positif
86,87,Virgaust,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
CL pak ?",BBKP,2:12:42 PM,Monday April 12 2021,Hapus
87,88,Wawan Christian,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
IHSG Mulai usang, sekarang lagi hypenya crypto. Terima atau gak, itulah kenyataan saat ini",BBKP,2:11:04 PM,Monday April 12 2021,Negatif
88,89,pp,doid yok ribonn,DOID,2:05:37 PM,Monday April 12 2021,Positif
89,90,Jafar Sim,"Membalas : Yang nanti bakal naik
Dmmx same  ","DMMX,SAME",2:05:30 PM,Monday April 12 2021,Positif
90,91,TAUFIQI ROMADHON,"Membalas : tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB
  ",DOID,2:02:02 PM,Monday April 12 2021,Hapus
91,92,pp,"Membalas : tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB
aminnn moga mantul arb jd ara   ",DOID,2:00:04 PM,Monday April 12 2021,Positif
92,93,Andreas Teddy,"Membalas : Iya pak.. Karena kita ga akan tau sampai mana turun nya.. Atau bisa aja mantul untuk turun lg alias dcb.. Intinya disiplin cutlo
tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB jadi ARA juga ga pusing dah yang penting disiplin dulu  ",DOID,1:55:20 PM,Monday April 12 2021,Negatif
93,94,Erich,arto pelindung ihsg..bca uda masa lalu,"ARTO,MASA",1:52:12 PM,Monday April 12 2021,Positif
94,95,Jee Satya,"Arto, bank","ARTO,BANK",1:51:38 PM,Monday April 12 2021,Hapus
95,96,Wilsen,Hebat si arto. Ngab jago,ARTO,1:51:22 PM,Monday April 12 2021,Positif
96,97,Chezy,arto bertahan kehijauan nya,ARTO,1:51:00 PM,Monday April 12 2021,Positif
97,98,Benevelen,Tlkm aku mines 1% cl gak?,TLKM,1:49:29 PM,Monday April 12 2021,Negatif
98,99,Jee Satya,"Membalas : tkim dari 16rb an jd tinggal 9rb an  
Arb",TKIM,1:47:09 PM,Monday April 12 2021,Negatif
99,100,Dream Big,ARB kan ASII Ndarr,ASII,1:46:37 PM,Monday April 12 2021,Negatif
100,101,Fajar Suryo,"CARE, volume rapih amat
Ini adalah foto",CARE,1:43:37 PM,Monday April 12 2021,Hapus
101,102,pp,tkim dari 16rb an jd tinggal 9rb an  ,TKIM,1:43:22 PM,Monday April 12 2021,Negatif
102,103,Dream Big,WSKT menju ARB,WSKT,1:41:29 PM,Monday April 12 2021,Negatif
103,104,Nauval,"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
Mentok 540 ya ternyata kemarin ",BBKP,1:40:47 PM,Monday April 12 2021,Hapus
104,105,Jafar Sim,"Ihsg 5975
Bbkp 500
Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu  ambyar semua",BBKP,1:38:22 PM,Monday April 12 2021,Hapus
105,106,Erich,doid koit,DOID,1:37:20 PM,Monday April 12 2021,Negatif
106,107,Benevelen,Aku kemarin serok tlkm 3370 eh sekarang turun emang terkadang g sabar g konsis bikin mines,TLKM,1:28:03 PM,Monday April 12 2021,Negatif
107,108,Bu Nana,"Membalas : https://www.cnbcindonesia.com/market/20210412103136-17-237054/warning-buat-pompomers-yang-ganggu-pasar-ojk-tindak-tegas?utm_sour
Pompomers kayak apa sih? Yg ditindak? Trus kalo yg uda kejadian apa bisa kena tindakan?",TRUS,1:12:08 PM,Monday April 12 2021,Hapus
108,109,Jee Satya,"Roda kehidupan kadang diatas kadang dibawah, kalo sudah diatas diganjal batu  ( lihat tiktok nya ngakak dw)",RODA,1:07:53 PM,Monday April 12 2021,Hapus
109,110,Iceman29,Saat IHSG merah. Yg BULL tetap bull.  .,BULL,11:56:22 AM,Monday April 12 2021,Hapus
110,111,Alfian,Teman2 udah dapat dividen bmri?,BMRI,11:49:09 AM,Monday April 12 2021,Positif
111,112,Alfian,"Wah dividen bmri cair,  free tax, thanks bu menteri  ",BMRI,11:45:30 AM,Monday April 12 2021,Positif
112,113,krm nugraha,"Membalas : WSKT ADHI PTPP    
konstruksi'a d borong smua  ","ADHI,PTPP,WSKT",11:44:24 AM,Monday April 12 2021,Positif
113,114,Parlin Hutapea,"Membalas : tetep antisipasi lae kwkwkw
Aman saya ngk percaya Dukun.",AMAN,11:43:07 AM,Monday April 12 2021,Hapus
114,115,Parlin Hutapea,"Membalas : dikira marketnya opung kita kali masa naik mulu ga turun wkwkwkwk
Dikira ada Hantu nya kali jadi pake D",MASA,11:39:34 AM,Monday April 12 2021,Hapus
115,116,Andreas N,"Membalas : Lupa siapa ya bilang kemarin
dikira marketnya opung kita kali masa naik mulu ga turun wkwkwkwk",MASA,11:37:48 AM,Monday April 12 2021,Hapus
116,117,Brian Andhika,"Membalas : WSKT ADHI PTPP    
busettt..ada 3 3 nya?? ","ADHI,PTPP,WSKT",11:36:42 AM,Monday April 12 2021,Hapus
117,118,Yudha,"Membalas : WSKT ADHI PTPP    
Ga pasang stoploss kah? Turut berduka pak..","ADHI,PTPP,WSKT",11:36:35 AM,Monday April 12 2021,Hapus
118,119,Severinus Utomo,"Membalas : Nyangkut dimana pak?
WSKT ADHI PTPP    ","ADHI,PTPP,WSKT",11:34:40 AM,Monday April 12 2021,Hapus
119,120,Dream Big,HRME ngegas,HRME,11:31:37 AM,Monday April 12 2021,Positif
120,121,Benevelen,Arti rally apa ya kak,ARTI,11:28:29 AM,Monday April 12 2021,Hapus
