,Data,User,Pesan,Saham,Jam,Tanggal,Status
10,11,Nanang Eko,Ci @RuiAuxilia apakah mau pindah ke coin an apa msh brtahan di cent & same?? ,"CENT,SAME",9:40:16 PM,Sunday April 4 2021,Bingung
11,12,ando,"Membalas : Ptba biasanya dividennya lumayan
Klu trader ngak begitu tertarik sama deviden",PTBA,9:08:30 PM,Sunday April 4 2021,Hapus
12,13,Jee Satya MantabBro,"Membalas : ATOM/USDT  
Ke sini om   @TheTradersCC",SINI,9:03:44 PM,Sunday April 4 2021,Hapus
13,14,Fajar Oktavaria,"Membalas : Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.
Iya itmg ga kebanting banget tapi kalau ptba langganannya kebanting saat ex date","DMAS,ITMG,PTBA",9:00:37 PM,Sunday April 4 2021,Negatif
14,15,Lee Khong Huan,"Membalas : Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold
Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.","DMAS,ITMG",8:59:19 PM,Sunday April 4 2021,Negatif
15,16,Fajar Oktavaria,"Membalas : Ptba biasanya dividennya lumayan
Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold 6 bulan atau bahkan sampai winter ya abaikan aja",PTBA,8:58:09 PM,Sunday April 4 2021,Hapus
16,17,Erich,"Membalas : ntar bbca tanda2 reversal baru rame lagi
 ",BBCA,8:56:28 PM,Sunday April 4 2021,Hapus
17,18,Lee Khong Huan,"Membalas : Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  
Ptba biasanya dividennya lumayan",PTBA,8:52:18 PM,Sunday April 4 2021,Positif
18,19,Andre Salim,ntar bbca tanda2 reversal baru rame lagi,BBCA,8:43:54 PM,Sunday April 4 2021,Positif
19,20,Jimmy,"Membalas : Nah ini kemungkinan di Coin akan berlaku juga, perang bandar, asal jgn retailer matek di tengah2nya aja
Kalo coin dan forex/komo, lebih  berat, Pak. Bandarnya kayanya ga bisa sembarangan orang karena volume dan valuasinya hampir mustahil digerakin beberapa individu (kecuali koin koin kecil yah).
But JP Morgan researchers found GameStop s shares were not even in the top 10 of most traded stocks by small investors, and suggested institutional investors rather than an army of meme-toting Redditors may have been behind the dramatic rise in the share price.
Membalas : But JP Morgan researchers found GameStop s shares were not even in the top 10 of most traded stocks by small investors, and sugg
Yang tambah kaya pada akhirnya ya tetap bukan retail. Tapi yah ""kelompok tertentu"" ini yang sebenarnya mendapatkan cuan paling maximal dan tentunya lebih senang dibalik layar saja  . Tentu adalah retail yang kecipratan, dan walaupun jumlahnya kecil, tapi biasanya news nya diexpos biar pada happy. Yang beneran happy karena cuan kotos-kotos yah ""kelompok tertentu"" juga dan mereka lebih seneng diam diam saja  
","ARMY,KOIN,RISE",8:27:10 PM,Sunday April 4 2021,Bingung
20,21,Joe,"Membalas : Oh GME. Itu sih kayanya fatamorgana saja ya? Cerita punya cerita, yang main itu institusi gede juga kok
Nah ini kemungkinan di Coin akan berlaku juga, perang bandar, asal jgn retailer matek di tengah2nya aja  
",MAIN,8:25:47 PM,Sunday April 4 2021,Hapus
21,22,Jimmy,"Membalas : Yg kasus game stop, Pak Mgkn bisa di google
Oh GME. Itu sih kayanya fatamorgana saja ya? Cerita punya cerita, yang main itu institusi gede juga kok  ",MAIN,8:24:35 PM,Sunday April 4 2021,Hapus
22,23,Rony Semut Merah,masuh ke grub crypto thetraders..dishare jg sama si bong link nya,LINK,8:23:25 PM,Sunday April 4 2021,Hapus
23,24,Joe,"Membalas : Retail nya telp2 an apa gimn pak? Gimn bisa tau itu retail? Jujur sy bingung
Retailer nya ga perlu telp2an, toh tetap akan ada yg jual beli dan berlaku 24 jam, pasti akan banyak bandar di sini karna berlaku di seluruh dunia perdagangannya, dan sepertinya super likuid, karna pilihan coin masih terbatas, tp investornya banyak.",SINI,8:18:45 PM,Sunday April 4 2021,Hapus
24,25,Ramdani,"Membalas : Ampe pusing saya baca nya  
Ngopi heula koh. Biar g pusing   ",BACA,8:09:00 PM,Sunday April 4 2021,Hapus
25,26,Erich,arb lgsg ini grup   kayak bri dikepret agro kmrn  ,AGRO,8:02:13 PM,Sunday April 4 2021,Negatif
26,27,Billy,"Membalas : saya nungguin analisis makronya ko billy di koin hehehe
Wah kalau Ini tutup mata aja  ",KOIN,7:58:30 PM,Sunday April 4 2021,Hapus
27,28,Adam,saya nungguin analisis makronya ko billy di koin hehehe,KOIN,7:57:09 PM,Sunday April 4 2021,Hapus
28,29,Jee Satya MantabBro,"Mana aja, apa aja yg dimainkan yg bisa di gercep nih pada. Arah mata angin yg penting cuan...  ,  mau stock, crypto, forex, gold, comodities, pacuan kuda jg bole  pake analisa kuda yg kuat yg mana, joki siapa juga analisa... bahhh  PERPUTARAN MODAL",GOLD,7:56:29 PM,Sunday April 4 2021,Hapus
29,30,Adam,"Membalas : Ampe pusing saya baca nya  
jadi, ko billy udh berhasil diracunin sama ko my belom ko?    ",BACA,7:55:17 PM,Sunday April 4 2021,Hapus
30,31,Billy,Ampe pusing saya baca nya  ,BACA,7:54:51 PM,Sunday April 4 2021,Hapus
31,32,Erich,"Membalas : Jalan keluar dr semesta, hehe
gpp biar otoritas regulator berbenah..kebanyakan kasus bursa gorengan ini..yg lain sibuk ath..ini sibuk kasus a b c sm tutup gap2 sana sini    ",SINI,7:47:16 PM,Sunday April 4 2021,Hapus
32,33,Al Blenk,"Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  ",PTBA,7:39:42 PM,Sunday April 4 2021,Positif
33,34,Jee Satya MantabBro,"Membalas :   Semoga besok rebound kenceng ya Bu....
Harus tuh, gila bener market d sini kalo gak rebon",SINI,7:39:40 PM,Sunday April 4 2021,Positif
34,35,Jimmy,"Membalas : Mobil an kertas  
Jadi inget dulu punya koin namanya ignis. Kaya nama mobil. Dulu awal main di bittrex. Ini cocok buat yang overtrading, weekend pun tetap jalan  ","KOIN,MAIN",7:01:27 PM,Sunday April 4 2021,Hapus
35,36,Fry,"Beli trus tinggal aja
Terserah mau jadi S-Class atau Hotwheels",TRUS,6:59:06 PM,Sunday April 4 2021,Hapus
36,37,Fry,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Lha crypto justru buat invest",MAIN,6:58:06 PM,Sunday April 4 2021,Hapus
37,38,Arif Robani,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Nah, tadi pagi dibanting abis.. untung malemnya udah tp",MAIN,6:57:44 PM,Sunday April 4 2021,Negatif
38,39,Dg beta,"Membalas : Biar gak ganggu grup sahamnya, saya buka grup telegram baru: TT Coin & Crypto. Silahkan yg mau join ke grup ya. Ini linknya: @T
Mantaaap   wkwkw auto gabung pakde",AUTO,6:57:23 PM,Sunday April 4 2021,Hapus
39,40,apieth,"Crypto = gorengan 24jam
Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm",MAIN,6:56:52 PM,Sunday April 4 2021,Negatif
40,41,41056 (Rizki Putra Perdana),"kalo mau crypto yg ada margin call nya, ada di binance future.. tp btw klo lihat project2 dari token2 itu, sangat bagus2 dan futuristik.. deFi pasti bakal booming 2-3 tahun lagi. blokchain bner2 bisa merevolusi hampir semua sendi kehidupan..",DEFI,6:38:19 PM,Sunday April 4 2021,Hapus
41,42,Azka Alfarizi,"Membalas : Coin apa itu hu?
Sharing aja, ga menyebutkan koin",KOIN,6:28:02 PM,Sunday April 4 2021,Hapus
42,43,Benanta,"Membalas : Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn
Ebusett,, skrg uda brp itu ya   tapi klo liat cuannya ya gtu bukan ratusan % lagi 3 Bln bisa ribuan %",BANK,6:25:58 PM,Sunday April 4 2021,Positif
43,44,Virgaust,"masuk koin2an buat hepi2 aja, gak taunya skrg floating loss di stock malah di balancing sama fp di koin  ",KOIN,6:24:44 PM,Sunday April 4 2021,Hapus
44,45,Billy,"Membalas : Gpp hu bill kayanya racunnya Ko MY masi ada Klo mo didlete gpp asal jgn ane nya masi butuh beljar disini
Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn caranya.. Dan ampe skrg ga pernah di jual  ",BANK,6:23:20 PM,Sunday April 4 2021,Hapus
45,46,Jose - Aliran - YPC,"Kepingin beli masing2 100 ribu masing2 kripto, trus biarin, klo bagger baru diambil modalnya, trus cuannya biarin disono  ",TRUS,6:06:22 PM,Sunday April 4 2021,Hapus
46,47,Billy,"Membalas :   
Hu pokoknya saya janji kalau besok uang 500 ribu saya jadi 5 M.. Besok pagi saya transfer langsung 1M bonus dd dd emesh
",UANG,5:56:15 PM,Sunday April 4 2021,Hapus
47,48,hendra wi,"Membalas : Ritel tapi kalau main gorengan ya bisa gerakin harga juga
ataupun kita ada kenalan/relasi yang bekerja di ruang lingkup bandar. 
tentu tahu informasi, saham apa yang akan di goreng, TP diangka berapa. 
istilah numpang 1gerbong dengan bandar.",MAIN,2:49:11 PM,Sunday April 4 2021,Hapus
48,49,Rays_Man,"Membalas : Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000
iya nih..aku perhatikan Om Yuzha tape reading tuh sdh rekom sejak akhir tahun kmaren kalo ndak salah..naaikk terus  ","ARTO,MEGA,TCPI",2:42:34 PM,Sunday April 4 2021,Hapus
49,50,Rays_Man,"Membalas : chart itu justru representasi dari pergerakan bandar juga, untuk afa ada Money Flow index, untuk apa ada Frequency equalizer unt
vodka nya campur marimas Pak..biar lebih berasa    
Membalas : Gold sih ini. Fast trader yg mantan broker. Hal pertama yg ia tekankan: disiplin cutloss. Transaksi 2.4T sebulan cuan 4.5M. Ini
bener Pak.. psikologi trading nya mantul.. management uang nya bener2 no feeling.. cuan bungkus,pindah ke akun investing.. cita2ku banget sih ini.. cmn prakteknya msh halah    ","FAST,GOLD,UANG",2:36:07 PM,Sunday April 4 2021,Bingung
50,51,Jutha Bram,"Membalas : Saat MBS itu benernya saya uda ""mundur"" dari dunia ""gelap"", Pak. Cuman sesekali mampir aja refreshing - and with strict limitati
Nah bener pak...
Saya paling skrg iseng doank, $500 dah bnyk bgt skrg utk One Day Bet. Kl duit habis, ga nambah lg. Kl menang, modal dibalikin, sisanya main pake duit cuan aja ",MAIN,2:33:56 PM,Sunday April 4 2021,Hapus
51,52,Rays_Man,"Membalas : Saya pernah ke Spore 3 hari cuma naek Taksi 2x. Changi - MBS dan MBS - Changi...
1st time ke SG nyobain MRT ""bib bib bib bib... door closing..""    nyasar terus.. keluar stasiun juga salah jalan.. cmn ngandalkan gugel map.. 
keluar changi blom punya card, naik bus bayar pake cash, blom nuker lagi.. untung ada emak2 melayu yg baik hati   sampai tanah merah baru beli kartu MRT   ngebolang solo trip mmg penuh pesona.. bebasssss kayak wong mbambung    
",CASH,2:29:54 PM,Sunday April 4 2021,Hapus
52,53,Benhan,"Membalas : dia bandar nya?
Ritel tapi kalau main gorengan ya bisa gerakin harga juga",MAIN,2:28:07 PM,Sunday April 4 2021,Hapus
53,54,Frans Wiguna,"Bali Pak De
",BALI,2:13:46 PM,Sunday April 4 2021,Hapus
54,55,Victor Yu,"Saya juga baca ini di cnbc cnn..
Yg butu 10 T itu utk bank yg blm ada sebelumnya..
Dan kalau mau bikin bank digital (new) baru 10 T
","BACA,BANK",1:46:44 PM,Sunday April 4 2021,Hapus
55,56,Charles Prop,"Membalas : Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000
Yah namanya jg saham gorengan pak  .. bandarnya kalau naikin ga kira2 berarti kan ada agendanya","ARTO,MEGA,TCPI",1:06:43 PM,Sunday April 4 2021,Bingung
56,57,Benanta,"Membalas : Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik
Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000  ","ARTO,MEGA,TCPI",1:00:39 PM,Sunday April 4 2021,Positif
57,58,Charles Prop,"Membalas : ARTO itu ada yg serap RI di 138
Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik. 
",ARTO,12:16:49 PM,Sunday April 4 2021,Positif
58,59,Hauw,"ARTO itu ada yg serap RI di 138
Mereka yg skrg bandarin",ARTO,12:12:55 PM,Sunday April 4 2021,Positif
59,60,Charles Prop,"Membalas : Kayak kita bilang ga pake fundamental buat beli saham agro
Kaya arto ya pak. Yg megang dr maret-may 2020 uda jadi apa   ","AGRO,ARTO",12:12:29 PM,Sunday April 4 2021,Hapus
60,61,Gue Keren,"Membalas : Butu equity 10T jd harga dinaikin trus rights issue
Hati2 ni hu, saya prnh audit singkat peraturan ini. Kalau tidak salah yang modal minimal 10T itu yang purely bank digital, blm existing sama sekali sebelumnya. Kalo udh existing sebelumnya, ngikut rules yang 3T. CMIIW  ","BANK,TRUS",11:38:52 AM,Sunday April 4 2021,Hapus
61,62,Benhan,"Membalas : https://www.instagram.com/tv/CNM5D60Hhj8/?igshid=1esxiqqr3r699
Gold sih ini. Fast trader yg mantan broker. Hal pertama yg ia tekankan: disiplin cutloss.
Transaksi 2.4T sebulan cuan 4.5M.
Ini baca gerakan bandar di chart udah pakai feeling dan instinct (bagaikan musisi dengerin instrumen musik katanya).
Selalu full cash setiap pagi, cash out di closing.","BACA,CASH,FAST,GOLD",11:09:47 AM,Sunday April 4 2021,Hapus
62,63,Hauw,"Kayak kita bilang ga pake fundamental buat beli saham agro
Itu kita uda ngomong dr pengalaman. Pegang agro dr 200 400 650 sampe skrg
Krn emg di agro analisa fundamental ny gk jalan
Baru setelah ada isu merger2 diitung2
Ternyata ga merger tp jd digital bank
Butu equity 10T jd harga dinaikin trus rights issue","AGRO,BANK,TRUS",10:57:41 AM,Sunday April 4 2021,Bingung
63,64,hery,"Membalas : Yaa masa CO pak...keracunan toh y  
  *tetap melirik curiga",MASA,10:54:03 AM,Sunday April 4 2021,Hapus
64,65,Meneer Greg,"Membalas :   
Yaa masa CO pak...keracunan toh y  ",MASA,10:53:32 AM,Sunday April 4 2021,Hapus
65,66,hery,"Membalas : Main ke google dong pak
  ",MAIN,10:52:09 AM,Sunday April 4 2021,Hapus
66,67,Meneer Greg,"Membalas : pak Meneer kok ngerti N2O?? main ke mana aja?   
Main ke google dong pak",MAIN,10:50:52 AM,Sunday April 4 2021,Hapus
67,68,Benhan,"Membalas : Tergantung merknya pak  
Kalau UNVR bandarnya main short sell terus...  ","MAIN,UNVR",10:50:19 AM,Sunday April 4 2021,Negatif
68,69,Hauw,"Depan jalan ada kaya pier kecil2 gitu trus banyak kapal
Kapalnya punya dia",TRUS,10:50:11 AM,Sunday April 4 2021,Hapus
69,70,hery,pak Meneer kok ngerti N2O?? main ke mana aja?   ,MAIN,10:50:10 AM,Sunday April 4 2021,Hapus
70,71,Billy,Sekarang di U.S good news is the bad news  ,GOOD,10:09:19 AM,Sunday April 4 2021,Hapus
71,72,Hendro Masori,"Membalas : Ah iya Singapore sih aman. Cuman Sentosa malesnya agak jauh. MBS kan masih di tengah kota, bisa naik MRT beberapa stasiun aja (b
Stay enak di MBS. Sore2 berenang di roof top sambil nyemil.  
Mau maen tinggal turun
Food court ada di bawah
Hahahaha. Jadi remembering jaman jahiliyah","AMAN,FOOD,KOTA",8:48:39 AM,Sunday April 4 2021,Hapus
72,73,Jimmy,"Membalas : Pernah Menang jackpot yg 1M an saya , nah pas menang jackpot ini, dpt free 4D3N room. Kalau yg kecil2an $1000-5000 win, ga dpt
Betul sekali. Dan ""bandar""-nya ini juga mesti diperhatikan. Tiap meja ""aura""-nya bisa beda banget tergantung ""bandar""-nya. Kalo kalah ""aura"", mending ganti meja. Jaman jahiliyah itu memang. Dan setuju, duit ginian larinya ga jelas. Dateng cepet, ilangnya lebih ga jelas lagi  
Membalas : Sentosa juga aman kok Om
Ah iya Singapore sih aman. Cuman Sentosa malesnya agak jauh. MBS kan masih di tengah kota, bisa naik MRT beberapa stasiun aja (biasa saya stay di sekitaran City Hall). Yang di luar SG maksud saya. Tapi ga usah disebut lah  ","AMAN,CITY,KOTA",8:45:30 AM,Sunday April 4 2021,Bingung
73,74,Hendro Masori,"Saya pernah ke Spore 3 hari cuma naek Taksi 2x. Changi - MBS dan MBS - Changi...
Membalas : Aqua saja PakDe. Makin banyak spendnya, makin banyak ""bonus""nya. Rasanya MBS ini paling nyaman dan aman. Kalo di tempat lain kay
Sentosa juga aman kok Om
Asal jangan main pagi2. Banyak nenek2 sama kakek2 nuker kupon ikut maen
Nunggunya lamaaaaa
Hahahaha
Eh tapi itu sebelum 2016 ding. Saya udah tobat juga dari 2016. ","AMAN,MAIN",8:43:28 AM,Sunday April 4 2021,Bingung
74,75,Jimmy,"Membalas : Minumannya sehat. Milo...  
Aqua saja PakDe. Makin banyak spendnya, makin banyak ""bonus""nya. Rasanya MBS ini paling nyaman dan aman. Kalo di tempat lain kayanya mesti was-was bawaannya  ",AMAN,8:43:12 AM,Sunday April 4 2021,Hapus
75,76,Jimmy,"Membalas : Ah siapa blg... Saya fine2 aja di Marina Bay Sands 
Nah ini. MBS memang tempat paling enak dan nyaman melatih mental. 24x7, free beverages pula. Cuman kalo di atas jam 12, baliknya mesti naik taxi dan rate taxi malam itu extra di SG. Pastikan cuannya cukup  ",TAXI,8:40:46 AM,Sunday April 4 2021,Hapus
76,77,darno Ketagihan richeese nabati,"Saya hanya bilang aja kalau sebentar lagi meroket ngajak cuan bareng  ,

Kalau BBRI jebol 3.960 stop los aja ",BBRI,7:21:39 AM,Sunday April 4 2021,Positif
77,78,Hendro Masori,Saya gak pernah miss Arsenal kalau pas main,MAIN,2:23:35 AM,Sunday April 4 2021,Hapus
78,79,Jutha Bram,"Membalas : dikasih kamar juga pak?  
Pernah Menang jackpot yg 1M an saya , nah pas menang jackpot ini, dpt free 4D3N room.

Kalau yg kecil2an $1000-5000 win, ga dpt apa2 pak, palingan point di member card yg bisa ditukar dgn free makanan/minuman, atau voucher kamar...

Ga selalu kok Judi lawan Bandar itu kalah. Asal ngerti aja kapan waktu2 terbaik utk betting, dan ngerti statistik judi yg dimainkan...


FYI. Kalau main Sic Bo/Roulette, persentase menang terbesar itu pas mejanya ramai mampus, di sekitar pukul 19.00-24.00

Kl main Poker2an, diatas 01.00-05.00 itu ygvpersentase menang besar, pas sepi...

Ya tapi ini dulu...
Zaman2 jahiliah.
Kl skrg saya stop judi serius, palingan for fun, yg duitnya pun for fun jg kl menang...

Soalnya duit judi ga pernah jd something valuable, duit siluman dimakan setan ",MAIN,1:52:09 AM,Sunday April 4 2021,Bingung
79,80,direktur pulsa,"Membalas :  
ngunjuk kopi pak carik",KOPI,1:38:12 AM,Sunday April 4 2021,Hapus
80,81,Nanang Eko,"Membalas : paham kok sy.. cuma sy agak kaget aja beliau dpt average segitu.. sy langsung buka chartnya BBRI kpn record low price sampai dib
Klo ngeliat stock value nya sh beliau beli ga skaligus ya mas ",BBRI,1:16:30 AM,Sunday April 4 2021,Hapus
81,82,Dimas Syarif Hidayat,"Membalas : Wkwkw yg di sensor avrgeprice nya, jumlah lot & stock value nya ga di sensor. You know lah post gambar itu buat apaan
paham kok sy.. cuma sy agak kaget aja beliau dpt average segitu.. sy langsung buka chartnya BBRI kpn record low price sampai dibawah 4100  
hehee.. maklum sy juga punya barang di BBRI  ",BBRI,1:11:36 AM,Sunday April 4 2021,Bingung
82,83,Rays_Man,"Membalas : officially sih belum pak. indonesia masih close border untuk tourism, kecuali visa khusus. kalau mau jalan2 ke LN, turkey open t
haha..iya.. grup UTM buka cmn 8,9jt.. cmn harus PCR.. balik indo PCR lagi.. kalo (+) matek deh    
nggak deh.. 
Turki msh setia menunggu.. 
ini saatnya kumpulin duit dulu.. ntar aja 2thn lg baru ngebolang lg   
tiket 2021 ambyar kbeh  ",INDO,1:06:12 AM,Sunday April 4 2021,Hapus
83,84,Dimas Syarif Hidayat,"Membalas : Photo
wah hebat.. ngumpulin nya mulai bln feb ya? kok dapet average segitu.. klo sy check chart BBRI harga low dibawah 4100 itu yg terdekat itu tgl 1 feb 2021 low nya bisa sampai 3960",BBRI,1:04:51 AM,Sunday April 4 2021,Bingung
84,85,Rays_Man,"Membalas : ini sudah ke sumsum nya  
bener Pak.. liat chart aja sudah lgs ada feel nya.. di tanya MY bingung juga njelasin nya    
barusan iseng kepoin IG nya,lg ngantar tamu korea jalan2 di jogjes.. berarti sdh open utk turis ya.. siip lah.. kalo sdh bisa kluyuran ke LN lg  ",TAMU,1:01:02 AM,Sunday April 4 2021,Hapus
85,86,hery,"Membalas : wkwkwk... super fast scalper.. uji adrenalin.. dan konsistensi psikologi nya josss... kapaaannn bisa kayak gitu    
ini sudah ke sumsum nya  ",FAST,12:47:14 AM,Sunday April 4 2021,Hapus
86,87,darno Ketagihan richeese nabati,"Investor retail mari kita serok ,mau bagi deviden",MARI,12:42:53 AM,Sunday April 4 2021,Positif
87,88,Rays_Man,"wkwkwk...
super fast scalper.. 
uji adrenalin..
dan konsistensi psikologi nya josss... 
kapaaannn bisa kayak gitu    ",FAST,12:42:14 AM,Sunday April 4 2021,Hapus
88,89,Ronny,"Membalas : 220jt ke 14M dalam 7 bulan. total transaksi sebulan 2.4T. memang luar biasa pak bekti
Total aset 2.4t?
Main 220jt seperti lempar koin saja donk","KOIN,MAIN",12:19:26 AM,Sunday April 4 2021,Hapus
