,Data,User,Pesan,Jam,Tanggal,Status
10,11,Aliong,"Membalas : Tau ga knpa bond nya mereka untung? Karena mereka ga mark to market.. Alias mereka menghitung kupon nya saja, klo mark to market
Overall iya sepakat juga untuk view no 2, bisa bubrah market kalo kejadian bpjs out",10:10:48 PM,Tuesday March 30 2021,Hapus
11,12,Billy,"Membalas : Sama satu lg si mungkin agak dibuat mirip kaya diluaran kali ya, negara keluarin bonds trs bpjs yg beli, bpjs dpt aset, negara d
Plus pasar modal di Jepang udh mature.. Udh dari sebelum PD.. Kita kan masih terbilang ABG",10:08:36 PM,Tuesday March 30 2021,Hapus
12,13,Billy,"Membalas : Sama satu lg si mungkin agak dibuat mirip kaya diluaran kali ya, negara keluarin bonds trs bpjs yg beli, bpjs dpt aset, negara d
Kan Selama ini kaya gtu.. Dia yg menyerap gov bond dan bantu jaga pasar Saham..
Kalau untuk stimulus kita ga Bisa sembarangan pak.. Nerbitin utang itu kan perlu cost, lalu jika stimulus itu bersifat konsumtif atau sekali pakai kaya stimulus bantuan tunai itu sama aja menambah beban hutang yg nanti nya bakal menambah beban interest tiap tahun nya.. Kecuali utang untuk pembangunan infrastruktur seperti yg dilakukan Jepang.. Dia debt to GDP nya 200% tp most bond holder nya Japanese sendiri.

Bedamya di Jepang interest burden nya rendah..bahkan sempat minus yield bond nya.. Makanya investor Jepang banyak lari ke luar untuk buy Surat utang.. Nah kalau kita kan masih diatas 6%
Membalas : mulai lagi yg ini    
Haka bro..",10:05:50 PM,Tuesday March 30 2021,Bingung
13,14,Hansel,"Membalas : kalau semua grup udah ketakukan itu waktu nya masuk
Yakin om semua grup ketakutan? Bukannya om tahu ada 1 grup yang pesta pora karena full cash?  ",10:02:35 PM,Tuesday March 30 2021,Hapus
14,15,Billy,"Membalas : Ikut diskusi brobill, td denger2 jg soal bpjs ini dikaitkan sama soal untung ruginya model investasi dia di instrumen seperti s
Tau ga knpa bond nya mereka untung?
Karena mereka ga mark to market.. Alias mereka menghitung kupon nya saja, klo mark to market ya tentu porto nya naik turun kaya saham apalagi porsi nya 60% kaya skrg bond lg turun..
Nah klo asset di RD di liquidasi itu urusannya panjang lg harus ada audit internal dan bpk juga untuk itung nanti cost2 yg muncul kecuali dia bukan mayoritas pemegang unit penyertaan di RD trsb.. Menurut saya pilihan no 2 yg lebih visible..",10:02:16 PM,Tuesday March 30 2021,Bingung
15,16,Jimmy,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Thanks sharingnya Om. Yang ngeri ini efek ""fear""nya aja sih. Kadang aslinya gak ada apa2, efek gosipnya mbikin runtuh duluan. Macam Archegos ini...  ",10:01:45 PM,Tuesday March 30 2021,Negatif
16,17,Aliong,"Sama satu lg si mungkin agak dibuat mirip kaya diluaran kali ya, negara keluarin bonds trs bpjs yg beli, bpjs dpt aset, negara dpt duit cash, duit cash dialirin ke masyarakat ntah lewat stimulus atau apapun, jd pasar modal dikorbanin kali ya untuk ekonomi riil dulu",10:01:00 PM,Tuesday March 30 2021,Hapus
17,18,Reres,"Membalas : Gini deh saya kasih analogi nya. Pak Joe ini punya istri 2 misal.. Si A dan si B Sejak awal pembagian uang bulanan ini 50:50..ja
Mkasih penjelasannya     ",9:58:20 PM,Tuesday March 30 2021,Hapus
18,19,Billy,"Kebetulan mantan bos saya dlu trader di sana dlu masih jamsostek.. Itu pun dia dikasih jatah trading harian 500-1T but hanya Saham2 tertentu yg boleh big bank dan big cap yg liquid.. Dan dia blg dari dlu bpjs pengelolaan nya prudent dan profesional.. Ada divisi khusus saham, reksadana, obligasi dll..",9:43:03 PM,Tuesday March 30 2021,Hapus
19,20,ferryfernando :eggplant: #CUANforLIFE,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Mantab Hu Billy. Terima kasih kuliah singkatnya. Hehe",9:42:36 PM,Tuesday March 30 2021,Hapus
20,21,Billy,"
Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual beli saham atau Asset klo tdk berlandasan peraturan..",9:39:01 PM,Tuesday March 30 2021,Hapus
21,22,Ricky Hutapea,"Membalas : Gini deh saya kasih analogi nya. Pak Joe ini punya istri 2 misal.. Si A dan si B Sejak awal pembagian uang bulanan ini 50:50..ja
Dalam hal bpjs, istri A: obligasi, investasi langsung,  istri B: equity, reksa dana
Kira2 begini ko billy?",9:32:37 PM,Tuesday March 30 2021,Hapus
22,23,Joe,"Membalas : Gini deh saya kasih analogi nya. Pak Joe ini punya istri 2 misal.. Si A dan si B Sejak awal pembagian uang bulanan ini 50:50..ja
 
Mudah di cerna Hu kalo analogi ini  ",9:31:58 PM,Tuesday March 30 2021,Hapus
23,24,Billy,"Membalas : Pak Billy, BPJS mengurangi porsi saja posisinya ? Dan brp % yg ingin di kurangi, misalnya kalo dr 20an% jadi 15% berarti tiap po
Gini deh saya kasih analogi nya.
Pak Joe ini punya istri 2 misal.. Si A dan si B
Sejak awal pembagian uang bulanan ini 50:50..jadi kalau tiap bulan pak Joe dapet uang 1000
Maka untuk A : 500 B : 500 porsi nya 50% masing2.. Itu SAA yg sudah di setujui..
Nah ditengah jalan si B ini kelakuan nya volatile bgt makanya diputuskan porsi si B ini nanti kedepannya akan dikurangi, cara nya bisa dgn uang yg udh dikasih ke B dikasih lg ke pak Joe lalu di berikan ke A sampai porsi nya sesuai dgn keinginan misal porsi nya jadi 80 : 20 otomatis skrg si A punya 800 si B punya 200..tp si B mau ga mau harus lepas dlu tuh 300 nya..

Atau... Nanti bulan selanjut nya ketika Pak Joe kasih uang bulanan 1000 lg perhitungan nya udh pake 80%:20%
Ditotal dgn yg lama memang blm percis 80%:20% karena yg lama Si B masih terima 50%... Tp seiring makin banyak terima ya nanti akan memenuhi target alokasi Asset ny.. Gitu pak Joe.. Klo untuk besaran dikurangi berapa ya kita ga tau toh itu aja yang berita baru wacana   

Analogi kaya gini enak kan? Pasti langsung ngerti  ",9:28:43 PM,Tuesday March 30 2021,Hapus
24,25,Ricky Hutapea,"Kalau benar opsi no. 2, berarti good news (mid to long term) utk emitten2 bpjs-tk yg saat ini masi floating loss besar dong ya?
Membalas : Kalau benar opsi no. 2, berarti good news (mid to long term) utk emitten2 bpjs-tk yg saat ini masi floating loss besar dong ya?
Tp saya ada baca paparan direktur pengembangan investasi bpjs, bpjs dibatasi hanya boleh memiliki 5% dari masing2 emitten. Agak susah buat avg down ya?",9:22:33 PM,Tuesday March 30 2021,Hapus
25,26,Billy,"Ini adalah foto
Total pendapatan iuran BPJS thn 2019 adalah 73.7T sedangkan pendapatan investasi BPJS adalah 29T. Dengan total penambahan sebesar 161.2T maka bisa diliat kontribusi utama nya adalah dari iuran peserta dgn porsi sekitar 45% sementara pendapatan investasi menyumbang 18%
JIKA, BPJS memang akan mengurangi porsi investasi pada saham dan RD maka ada 2 kemungkinan :
Pertama, akan menjual kepemilikan RD saham dimayoritss MI partner yang ada dengan demikian execution risk ada di pihak MI, namun secara indirect akan berpengaruh terhadap volatilitas portfolio saham  yg dipegang langsung pada masing2 akun BPJS. Hal ini tentu nya bisa berdampak - /+ terhadap kinerja atau pendapatan investasi BPJS ditahun2 berikut nya jika, pasar saham bull tentu kontribusi nya akan - pun sebaliknya. Ditambah dengan penjualan ini, nantinya akan tercipta volatilitas dimarket 

Kemungkinan ke dua, berdasarkan SAA ( strategic Asset allocation) jika memang bpjs tetap ingin mempertahankan porsi saham dan RD Saham saat ini mengingat kebijakan cut loss dinilai merugikan negara, langkah yg paling visible adalah dengan mengalokasikan pendapatan iuran baru untuk tahun2 berikutnya overweight pada Asset yg telah ditentukan atau telah melalui hasil analisa dan rebalancing sehingga perlahan porsi saham dan RD saham akan berkurang tanpa harus menjual RD dan saham sehingga tidak menjadikan volatilitas dimarket. Dengan demikian BPJS masih akan memegang penuh porsi saham yg ada saat ini.

My view lebih condong ke no 2 karena untuk meliquidasi portfolio yg jumlahnya puluhan triliun tidak hanya akan merugikan dari sisi cost transaksi tetapi juga kepercayaan institusi luar terhadap pasar saham Indo bisa terganggu.",9:13:23 PM,Tuesday March 30 2021,Hapus
26,27,ericko L,"Membalas : Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya
uangnya uang mainan mungkin  ",9:12:57 PM,Tuesday March 30 2021,Hapus
27,28,Ronald Sihombing,"Membalas : Skenario tanpa dasar analisis= ramalan, dukunmologi   Mau istilahnya apapun intinya cuma dilontarkan buat mancing2 org tergiur
Klo privat gak illegal mas andi, klo institusi mengumpulkan dana tanpa ijin BI baru pidana. Klo saya menawarkan mas andi utk saya kelola uangnya dan kemudian sepakat ya gak pidana. Pahami dulu mas   ",9:10:40 PM,Tuesday March 30 2021,Hapus
28,29,Billy,"My view tentang berita BPJS yg akan mengurangi porsi saham dan RD, sebelum nya perlu diketahui bahwa pengelolaan BPJS ini amat berbeda dgn kasus2 yg sudah lebih dahulu mencuat,dimana untuk BPJS yg notaben nya mengelola uang sangat besar sudah lebih dahulu ditentukan strategic Asset allocation berdasarkan peraturan perundang2 an yg tertera pada artikel diatas. Porsi saham dan RD saham (mayoritas) berkontribusi sekitar 28% pada laporan akhir 2019
Ini adalah foto
BPJS itu memiliki 5  account dgn total dana 431T pada akhir 2019. Hasil investasi tahun 2019 sebesar 29T atau 6.08% vs 5.10% rata2 deposito tenor 1 thn
Ini adalah foto",9:09:19 PM,Tuesday March 30 2021,Hapus
29,30,Meneer Greg,"Membalas : Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya
Agree..",8:35:28 PM,Tuesday March 30 2021,Hapus
30,31,Benhan,"Membalas : Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya
Kemarin menarik, ada yg nulis one day trading itu judi.
Menurut saya  kata  itu memang perlu dipilih yg pas karena konteks kultural.
Di dunia Barat and Chinese countries (HK, SG), kata2 betting, winning rate diidentikkan dg trading stock itu biasa karena di sana betting dan gambling itu legal.
Di Indonesia judi itu ilegal, belum lagi dikaitkan dg agama, yg mana masih kuat pengaruhnya. Jadi mengidentikkan trading dg judi, walaupun ada unsur spekulasi, di Indonesia ini kurang tepat, karena konteks kultural tsb. Penggunaan kata seperti judi, main saham bisa discourage org2 yg ga nyaman dg kata2 tsb untuk trading stock karena dianggap  haram .

That s my two cents.   let s respect each other.",8:30:55 PM,Tuesday March 30 2021,Hapus
31,32,Aho Lie,"Membalas : Pas cent dibawa nyelem kemarin itu, RF nampung semua, terus dinaikin sama dia. Kemarin cent naik banyak dan dia jualan. Hati2 ya
  ",8:30:25 PM,Tuesday March 30 2021,Hapus
32,33,Yudha,"Membalas : Photo
Pas cent dibawa nyelem kemarin itu, RF nampung semua, terus dinaikin sama dia. Kemarin cent naik banyak dan dia jualan. Hati2 ya. Edit: gak semua sih, tapi dia paling banyak netbuy waktu itu",8:29:59 PM,Tuesday March 30 2021,Hapus
33,34,DOMESTIK SELL PENYEBAB IHSG BAKAL KE 5900(JANGAN CL & KSH BANDAR 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya
Mmg saham main kok bisnis bullshit jgn pke teori reks itu",8:28:55 PM,Tuesday March 30 2021,Hapus
34,35,Fajar Oktavaria,"Membalas : Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya
Couldn't agree more",8:27:23 PM,Tuesday March 30 2021,Hapus
35,36,Hen,"Membalas : Benar Pak ,main saham ini kalo gak kuat mental hidup kita bisa berantakan Juga,banyak juga teman2 gara2 main rumah tangga nya ha
Mungkin jgn gunakan kata  Main saham   karena saham jika mindset nya   main   , ya jadinya dianggap main main . Alangkah baiknya anggap ini bisnis saham , jadi segala sesuatu diperhitungkan dan tidak asal asalan (main) .   ",8:24:03 PM,Tuesday March 30 2021,Hapus
36,37,Benhan,"Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Setuju ini. Pasang aja TP setinggi mungkin atau TS sekecil mungkin dari tracking high price nya.
Kalau yg rajin monitor harganya CENT ini memang enak keluar masuk",8:19:37 PM,Tuesday March 30 2021,Hapus
37,38,Bapakne Naila,"Membalas : *ISAT CENT* *Indosat (ISAT) Bakal Jual 4.000 Menara ke Digital Colony Senilai Rp10,8 Triliun* _*Emiten dengan kode saham ISAT
Ciri distribusi, apakah trkonfirmasi? Kita tunggu  ",8:19:07 PM,Tuesday March 30 2021,Hapus
38,39,Muhammag kuncoro,"Membalas : Semoga grop ini mentsl baja iman kuat tahan godaan
Benar Pak ,main saham ini kalo gak kuat mental hidup kita bisa berantakan Juga,banyak juga teman2 gara2 main rumah tangga nya hancur.",8:18:25 PM,Tuesday March 30 2021,Hapus
39,40,Aho Lie,"Membalas : Benar Kak saya Juga Kasian ini kok sampai bunuh diri,saya Juga bayak los tapi tak segitunya Juga sich
Semoga grop ini mentsl baja iman kuat tahan godaan",8:17:32 PM,Tuesday March 30 2021,Hapus
40,41,Aho Lie,"Membalas : Hati  guys jagan sampai terjadi lagi.
Inget bunuh diri masuk neraka   
Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Tp prsktek susah pak hrs brner 2 udh klik baru bisa kadang pas jual hrg mlh lebh tinggi tunggu gak turun masuk malah turun  ",8:15:10 PM,Tuesday March 30 2021,Negatif
41,42,Kelon Mas :baby_bottle::baby_bottle::baby_bottle:,"Membalas : Byk yg tetep didlm ada yg krluar masuk semuanya punya kelebihan dan kekurangan tergtg psikologi org cocoknya jgn ikut2 an tar ma
Biasanya saya tetap didalam mengandalkan TS untuk TP-nya

Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar masuk (Jual atas ambil lagi bawah)",8:14:52 PM,Tuesday March 30 2021,Positif
42,43,Aho Lie,"Membalas : Ah baru baca ini.. pantas BBYB hari ini volumenya besar
Jadi pasti tgl 31 pak takutnya mundur tgl 32  ",8:11:28 PM,Tuesday March 30 2021,Hapus
43,44,Benhan,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Ah baru baca ini.. pantas BBYB hari ini volumenya besar",8:10:41 PM,Tuesday March 30 2021,Positif
44,45,Meneer Greg,"Membalas : Saya selalu bareng cent Sampai semesta bilg cukup  
Which universe?",8:10:23 PM,Tuesday March 30 2021,Hapus
45,46,Aho Lie,"Membalas : Kawal bareng2 yuk  
Saya selalu bareng cent Sampai semesta bilg cukup  ",8:08:24 PM,Tuesday March 30 2021,Positif
46,47,Rey,"Membalas : Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka
Oh okay thankyou infonya om",8:03:26 PM,Tuesday March 30 2021,Hapus
47,48,Aho Lie,"Membalas : Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka
Bisa jadi pak ",8:03:26 PM,Tuesday March 30 2021,Hapus
48,49,Benhan,"Membalas : I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya
Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka",8:02:54 PM,Tuesday March 30 2021,Positif
49,50,Hendro Masori,"Lagi mengenang Bpk Andi Hakim Nasution dengan statistikawan IPB...  
Ini adalah foto",8:00:53 PM,Tuesday March 30 2021,Hapus
50,51,Rey,"Membalas : Itu ada jawabannya di atas
I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya",8:00:42 PM,Tuesday March 30 2021,Positif
51,52,Aho Lie,Hidup pak benhan juga hidupkan Cent  ,8:00:20 PM,Tuesday March 30 2021,Positif
52,53,Meneer Greg,"Membalas : Mau sharing sedikit. Selama konsisten dg trading plan, walau IHSG merah kita tidak panik bahkan bisa gunakan momentum ini untuk
  ",8:00:10 PM,Tuesday March 30 2021,Hapus
53,54,Kaanz',"Membalas : Mau sharing sedikit. Selama konsisten dg trading plan, walau IHSG merah kita tidak panik bahkan bisa gunakan momentum ini untuk
   mantap pak Benhan , cutlos adalah menyelamatkan modal anda, sehingga bisa digunakan lagi untuk mencari pundi"" cuan untuk menutupi kerugian sebelumnya ",7:59:27 PM,Tuesday March 30 2021,Hapus
54,55,Daniel Bong,Saya Cl WSKT kena loss 8%,7:59:15 PM,Tuesday March 30 2021,Negatif
55,56,Tommy Hermes,"Membalas : Kira2 hubungannya sm CENT apa ya om?
Itu ada jawabannya di atas",7:59:11 PM,Tuesday March 30 2021,Hapus
56,57,Benhan,"Mau sharing sedikit. Selama konsisten dg trading plan, walau IHSG merah kita tidak panik bahkan bisa gunakan momentum ini untuk masuk/nambah muatan di emiten target.
Dalam 2 hari merah ini saya cutloss di AGRO kemarin dan hari ini di BFIN DOID SAME. 
Cash hasil cutloss saya pakai buat masuk di JPFA (nambah) dapat di 1945 dan hari ini ARTO (juga nambah muatan) di 9600.
Closing JPFA hari ini 2010 dan ARTO 9975, ijo2 di tengah yg merah2 dan dapat masuk di harga dekat support pula.

Jangan ragu untuk cutloss, karena punya cash saat IHSG merah artinya Anda punya cash di saat great sale tanpa banyak yg antri pula, bisa milih2 sesuka hati.",7:57:12 PM,Tuesday March 30 2021,Hapus
57,58,Puspita Wardani,"Membalas : @puspitawardani89 paling seneng nih
    udah full muatan di CENT soalnya   yg lain cukup porsi secuil buat gorengan cryspy  ",7:53:44 PM,Tuesday March 30 2021,Hapus
58,59,Rey,Kira2 hubungannya sm CENT apa ya om?,7:53:28 PM,Tuesday March 30 2021,Hapus
59,60,mrs A,"Membalas : Haka CENT
Jam 2 keluar news ini  .",7:49:12 PM,Tuesday March 30 2021,Positif
60,61,Tommy Hermes,"Membalas : Photo
Haka CENT",7:46:06 PM,Tuesday March 30 2021,Positif
61,62,DUTA BANGLADESH,"Membalas : Otomatis dapat pak, saya juga dapat, utk jelas nya silahkan telpon halo bca 1500888 pilih 1 trus 9 (bagian sekuritas) 24 jam bis
Terima kasih pak atas infonya",7:35:41 PM,Tuesday March 30 2021,Hapus
62,63,Jafar Sim,"Membalas : Soalnya saya ada 2 rdn bca...akun yg 1 tiba2 ada email sperti itu...padahal saya tidak pernah meminta estatment apapun pak
Otomatis dapat pak, saya juga dapat, utk jelas nya silahkan telpon halo bca 1500888 pilih 1 trus 9 (bagian sekuritas) 24 jam bisa ditelpon pak",7:34:47 PM,Tuesday March 30 2021,Hapus
63,64,Benanta,"Membalas : Photo
Ini tgl tnggu ada yg narik aja, ke goceng juga enteng,, model2an kaya isat",7:13:39 PM,Tuesday March 30 2021,Positif
64,65,Tony Iskandar,"Ini adalah foto
Sentimen negatif utk ANTM",6:46:39 PM,Tuesday March 30 2021,Negatif
65,66,Muhammag kuncoro,"Membalas : Fix besok WSKT ARB lagi
Kontruksi iya kyk nya karna ada kendala kerjaan yang masih bayak tender
Kontruksi itu biasa nya  moncernya Akhir tahun karna pendapatan mereka bulan2 itu baru terkumpul dan kejar target biasa nya",6:31:11 PM,Tuesday March 30 2021,Negatif
66,67,WHR124-Widhi Hananto,Ada pasukan nyangkut d sini?  ,6:30:04 PM,Tuesday March 30 2021,Hapus
67,68,Severinus Utomo,"Membalas : Besok fik ihsg ijo di atas 2%
Fix besok WSKT ARB lagi",6:30:04 PM,Tuesday March 30 2021,Negatif
68,69,Andika R,"Membalas : Ooredoo s Indosat Nears Towers Sale to Digital Colony [""https://www.bloomberg.com/news/articles/2021-03-29/ooredoo-s-indosat-is
Udah Deal ini",6:19:20 PM,Tuesday March 30 2021,Hapus
69,70,Fadli,"Membalas : Wkwkwkkw ampun, di ERAA aja panas dingin apalg truk  
2600 ga mantul besok parahh
ini juga menarik saya gak punya barang ya...
Ini adalah foto",6:15:53 PM,Tuesday March 30 2021,Hapus
70,71,Faliq H,"Wkwkwkkw ampun, di ERAA aja panas dingin apalg truk  ",6:14:48 PM,Tuesday March 30 2021,Hapus
71,72,Aho Lie,"Membalas : bantinganya pak wkwk
Klo hr ini jgn kan truk sekelas bbri aja anjlok 
Intinya pinter2 tunggu harga yg murah klo tren mau nsik 
Justru kyk gini kan kita bisa slg tuker info masalh org ikut gak kembl ke pribadi",5:53:41 PM,Tuesday March 30 2021,Hapus
72,73,Gue Keren,"Membalas : Hmmm ini berita bagus darimana. Dia bilang akan rebalancing dari saham, reksadana ke obligasi. Bagus dimananya
Baca headline adalah jalan ninjaku",5:24:42 PM,Tuesday March 30 2021,Hapus
73,74,Butik Daun,"Membalas : Yg nyangkut diatas 10% di hold aja jadi investor medium term
Noted .. 
Jadi sdh biarin aja ya bbrp bulan , semoga uang kembali ..  ",5:15:37 PM,Tuesday March 30 2021,Hapus
74,75,Vetty Wei,"Membalas : Saya gak terlalu pusing ama pola saya lebh ke momentum  
Setuju ini mah",4:41:04 PM,Tuesday March 30 2021,Hapus
75,76,Kaanz',"Membalas : Saya gak terlalu pusing ama pola saya lebh ke momentum  
Momentum indikator atau tanggal? ",4:32:33 PM,Tuesday March 30 2021,Hapus
76,77,Aho Lie,"Membalas : Atau mungkin malah dikerek , menuju ATH
Saya gak terlalu pusing ama pola saya lebh ke momentum  ",4:31:01 PM,Tuesday March 30 2021,Hapus
77,78,VERENA Zhang,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
   ",4:29:16 PM,Tuesday March 30 2021,Hapus
78,79,Ronny,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Kampret ini cnbc    
Fear disebarr terus. 
Besok tau2 semua berita bagus muncul",4:28:22 PM,Tuesday March 30 2021,Negatif
79,80,Windiyanto Ajie Nugroho,"Membalas : Guys ad yg msh pegang eraa berarti bsok saham kita udh pecah nominal+jadi banyak ya
Untuk yg pasar reg dan nego, besom sudah berubah.
Kalau pasar tunai kayaknya tgl 5 april baru berubah.
CMIIW.",4:19:10 PM,Tuesday March 30 2021,Hapus
80,81,Gue Keren,"Membalas : Apa masih ada pegang saham ggrm harga 53000 ya
""In fundamental we trust""  ",4:16:11 PM,Tuesday March 30 2021,Hapus
81,82,Ahmad Rifai,Guys ad yg msh pegang eraa berarti bsok saham kita udh pecah nominal+jadi banyak ya,4:15:47 PM,Tuesday March 30 2021,Positif
82,83,Muhammag kuncoro,Apa masih ada pegang saham ggrm harga 53000 ya,4:12:07 PM,Tuesday March 30 2021,Hapus
83,84,A,"Wskt, Ptpp nya lagi diskon ya boend ",3:56:06 PM,Tuesday March 30 2021,Positif
84,85,Daniel Bong,"Membalas : Perasaan bulan lalu smelter nikel uda kebakaran
Koq trus terjadi kan ga lama",3:55:57 PM,Tuesday March 30 2021,Hapus
85,86,Meneer Greg,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Nostalgia BEI jaman belum scriptless  ",3:55:08 PM,Tuesday March 30 2021,Hapus
86,87,Lee Khong Huan,"Membalas : Harus nya bursa di indo banyak ya.. Biar kaya di us.. Misal bursa epek Sumedang
Kalau sy baca sejarah, dulu ada BES surabaya jg kan hu? Selain BEJ
Membalas : https://www.cnbcindonesia.com/market/20210330131847-19-233955/imbas-margin-call-ihsg-ambruk-di-bawah-6100
Wah ihsg trend setter, ihsg dah duluan margin call on january   apa sekarang mau jilid 2?",3:37:39 PM,Tuesday March 30 2021,Bingung
