Normal,Status
"['balas', 'iya', 'kadang', 'cl', 'harga', 'naik', 'jadi', 'tins', 'saya', 'cent', 'komit', 'target', 'iseng', 'beli', 'harga', 'langsung', 'haka', 'naik', 'turun', 'jual', 'naik', 'fomo', 'beli', 'turun', 'tahan', 'maksud', 'cl', 'masuk', 'tp', 'plus']",Positif
"['balas', 'tp', 'cl', 'masuk', 'kalah', 'cepet', 'average', 'iya', 'kadang', 'cl', 'harga', 'naik', 'jadi', 'tins']",Positif
"['balas', 'krn', 'persis', 'pegang', 'bbtn', 'berita', 'naik', 'naik', 'cuan', 'lumayan', 'bilang', 'ama', 'saudara', 'sampa', 'betul', 'pullback', 'bbtn', 'break', 'ath', 'kemarin', 'tapi', 'naik', 'ikut', 'kerja', 'ini', 'laku', 'saham', 'kerja', 'positif']",Positif
"['cent', 'nya', 'potensi', 'ssp']",Positif
"['balas', 'deviden', 'dan', 'toh', 'bbtn', 'cari', 'duit', 'kupon', 'obligasi', 'bayar', 'krn', 'persis', 'pegang', 'bbtn', 'berita', 'naik', 'naik', 'cuan', 'lumayan', 'bilang', 'ama', 'saudara', 'target', 'tinggal', 'langsung', 'amblas', 'deviden', 'kabur', 'bagus', 'ngaruh', 'banget', 'saham', 'sorry', 'pribadi', 'beda', 'analisa', 'kelar']",Positif
"['balas', 'contoh', 'barusan', 'jadi', 'bbtn', 'dirut', 'tarik', 'orang', 'investor', 'bijak', 'bbtn', 'bagus', 'hubung', 'orang', 'klo', 'nurut', 'bilang', 'untung', 'naik', 'tp', 'deviden']",Positif
"['potensi', 'bikin', 'hns', 'ini', 'foto']",Positif
"['balas', 'wah', 'terimakasih', 'insightnya', 'pak', 'jadi', 'garis', 'ungu', 'batas', 'cl', 'entry', 'ya', 'grs', 'ungu', 'sinyal', 'buy', 'candle']",Positif
"['balas', 'jadi', 'break', 'volume', 'masuk', 'optimal', 'entry', 'ya', 'kalau', 'spekulasi', 'cicil', 'dekat', 'maw', 'nya', 'iya', 'posisi', 'nya', 'market', 'turun', 'bull', 'kang', 'skrg', 'beda', 'skrg', 'cari', 'pivot', 'entry', 'saham', 'uptrend', 'bisa', 'flat', 'base', 'bisa', 'cnh', 'rounding']",Positif
"['balas', 'photo', 'wkwkwkwkwkkwk', 'hasil', 'cuan', 'mppa', 'balikin', 'usaha', 'ya', 'pakde']",Positif
"['lanjut', 'pamit', 'belanja', 'mppa']",Positif
"['antm', 'minggu', 'ara', 'wajib', 'pantau', 'berita', 'media']",Positif
"['balas', 'berkat', 'guru', 'guru', 'benhan', 'semenjak', 'guru', 'sharing', 'alam', 'dapat', 'untung', 'kalo', 'cuan', 'salah', 'take', 'profit', 'kalo', 'praktek', 'modal', 'grow']",Positif
"['balas', 'mantap', 'set', 'stoploss', 'doid', 'cutloss', 'profit']",Positif
"['balas', 'photo', 'kalau', 'beli', 'sama', 'analisa']",Positif
"['saya', 'habis', 'cl', 'saham', 'cari', 'ganti', 'posisi', 'triangle', 'eh', 'bo', 'average', 'down', 'saham', 'naik', 'akumulasi', 'asing', 'hehe', 'kadang', 'kedistract', 'akum', 'asing', 'versus', 'support', 'resis']",Positif
"['balas', 'saya', 'ragu', 'rakhmad', 'uptren', 'topik', 'pagi', 'adalah', 'average', 'down', 'kalau', 'average', 'anda', 'ragu', 'bu', 'saya', 'senin', 'average', 'down', 'harga', 'naik', 'duluan']",Positif
"['balas', 'case', 'lanjur', 'mantap', 'kalau', 'cent', 'turun', 'cl', 'beli', 'average', 'up', 'kamis', 'bottom', 'bentuk', 'hammer', 'hijau', 'volume', 'bagus', 'masuk']",Positif
"['smra', 'uptren']",Positif
"['balas', 'kalau', 'average', 'nya', 'segitu', 'harga', 'closing', 'kemarin', 'average', 'down', 'mending', 'tunggu', 'konfirmasi', 'naik', 'average', 'up']",Positif
"['pagi', 'tt', 'average', 'down', 'smra', 'di', 'sd', 'ini', 'foto']",Positif
"['tentu', 'average', 'down', 'capai', 'toleransi', 'cutloss', 'ya', 'ok', 'misal', 'same', 'pas', 'koreksi', 'ri', 'kemarin', 'cent', 'pas', 'koreksi', 'average', 'down', 'ok', 'turun', 'reversal', 'trend']",Positif
"['isat', 'rocket']",Positif
"['yukss', 'mumpung', 'libur', 'wisata', 'taman', 'agro', 'fresh', 'senin']",Positif
"['balas', 'baca', 'alam', 'suhu', 'kaca', 'alam', 'pribadi', 'rule', 'nomor', 'trading', 'pasang', 'stop', 'loss', 'bahkan', 'tuju', 'kakak', 'pasang', 'stop', 'loss', 'tiap', 'posisi', 'upgrade', 'to', 'trailing', 'stop', 'take', 'profit', 'karena', 'take', 'profit', 'nya', 'stop', 'loss', 'supaya', 'lihat', 'account', 'grow']",Positif
"['akra', 'lirik']",Positif
"['temen', 'covid', 'maret', 'potensi', 'loss', 'habis', 'balik', 'profit', 'angkat', 'jempol', 'nya', 'maret', 'ya']",Positif
"['balas', 'cent', 'nya', 'pantau', 'bu', 'saya', 'lihat', 'bagus', 'tunggu', 'konfirmasi', 'koreksi', 'salah', 'cent', 'kemarin', 'masuk', 'kak', 'ngebentuk', 'mjolnir', 'hijau', 'volume', 'bagus', 'thank', 'you', 'remindernya', 'eko', 'bawono', 'aminnn', 'wujud', 'cup', 'nya', 'cantik', 'banget']",Positif
"['kl', 'beli', 'same', 'buy', 'tutup', 'angka', 'kl', 'lancar', 'sapa', 'tau', 'ini', 'foto', 'ini', 'foto']",Positif
"['balas', 'photo', 'cent', 'nya', 'pantau', 'bu', 'saya', 'lihat', 'bagus', 'tunggu', 'konfirmasi', 'koreksi', 'salah']",Positif
"['ijin', 'bagi', 'analisa', 'same', 'buyer', 'pasuk', 'arena', 'tahan', 'bawah', 'fibo', 'area', 'sell', 'signal', 'pak', 'guru', 'eko', 'apakah', 'besok', 'lanjut', 'naik', 'turun', 'dekat', 'manya', 'ma', 'colek', 'ngegas', 'saya', 'tunggu', 'area', 'ma', 'ini', 'foto']",Positif
"['balas', 'photo', 'kl', 'history', 'garis', 'hitam', 'potensi', 'break', 'atas', 'weakly', 'cantik', 'candle', 'nya']",Positif
"['balas', 'photo', 'naik', 'volume', 'buy', 'on', 'weakness', 'jalan', 'lewat', 'resistnya', 'by', 'body']",Positif
"['kalau', 'retest', 'garis', 'support', 'hijau', 'klo', 'hasil', 'tahan', 'support', 'cicil', 'beli', 'break', 'garis', 'hitam', 'average', 'up']",Positif
"['tt', 'nya', 'jebol', 'resistance', 'ath', 'nih']",Positif
"['terima kasih', 'view', 'nya', 'indeks', 'moga', 'juni', 'cuan', 'njedog']",Positif
"['tt', 'ara', 'grup', 'jutha', 'hahha']",Positif
"['balas', 'kagak', 'tau', 'mute', 'asix', 'dengar', 'masak', 'grup', 'saham', 'kode', 'saham', 'icbp', 'ya', 'minggu']",Positif
"['lg', 'goreng', 'ikan']",Positif
"['balas', 'yang', 'haka', 'antm', 'tins', 'inco', 'mcas', 'muka', 'beser', 'saya', 'haka', 'essa', 'kemarin']",Positif
"['balas', 'antm', 'tins', 'inco', 'mcas', 'haka', 'yang', 'haka', 'antm', 'tins', 'inco', 'mcas', 'muka', 'beser']",Positif
"['balas', 'yup', 'swing', 'low', 'confirmed', 'moga', 'april', 'last', 'chance', 'to', 'buy', 'before', 'start', 'to', 'retest', 'april', 'mei', 'moga', 'yiha', 'musim', 'tanam', 'kemarin', 'aamiin']",Positif
"['balas', 'nah', 'resmi', 'suhu', 'terima', 'kasih', 'bantu', 'forecast', 'nya', 'yup', 'swing', 'low', 'confirmed', 'moga', 'april', 'last', 'chance', 'to', 'buy', 'before', 'start', 'to', 'retest', 'april', 'mei']",Positif
"['cakep', 'ya', 'antm']",Positif
"['balas', 'mau', 'tp', 'ritel', 'ngikut', 'lumayan', 'serok', 'cuan']",Positif
"['balas', 'jadi', 'pola', 'htf', 'nya', 'harus', 'ya', 'konfirmasi', 'senin', 'harga', 'naik', 'volume']",Positif
"['ihsg', 'hijau', 'gin', 'ramai', 'ya', 'gilir', 'merah', 'diam']",Positif
"['kija', 'gerak']",Positif
"['balas', 'pasti', 'lamar', 'jabat', 'level', 'management', 'ya', 'pak', 'msop', 'esop', 'agro', 'mesop', 'employee', 'dapet']",Positif
"['balas', 'nyadar', 'maret', 'pasang', 'gtc', 'nyadar', 'siang', 'heran', 'cash', 'nambah', 'tembus', 'yes', 'ihns', 'banget', 'shoulder', 'bikin', 'base', 'nya']",Positif
"['balas', 'wahaha', 'abaru', 'minggu', 'gerah', 'nih', 'nyadar', 'maret', 'pasang', 'gtc', 'nyadar', 'siang', 'heran', 'cash', 'nambah', 'tembus', 'ihns']",Positif
"['ihsg', 'rocket', 'rocket', 'rocket', 'rocket', 'rocket']",Positif
"['balas', 'yeay', 'ihsg', 'tembus']",Positif
"['yeay', 'ihsg', 'tembus']",Positif
"['balas', 'jgn', 'salah', 'tumpah', 'piring', 'sold', 'barusan', 'kena', 'tins']",Positif
"['jaya', 'antm', 'is', 'back']",Positif
"['kenyang', 'tins', 'antm', 'inco', 'airplane', 'airplane', 'airplane', 'airplane']",Positif
"['balas', 'ampun', 'antm', 'rem', 'blong', 'moga', 'ara', 'kasi', 'nyangkut', 'inget', 'untung', 'buru', 'tp']",Positif
"['ampun', 'antm', 'rem', 'blong']",Positif
"['balas', 'sadis', 'ya', 'om', 'related', 'pat', 'wal', 'police', 'car', 'iya', 'private', 'equity', 'yah', 'gitu', 'kerja', 'nya', 'beli', 'usaha', 'babak', 'bur', 'cantik', 'jual', 'investasi', 'nyangkut', 'doid', 'akuisisi', 'buma', 'harga', 'salah']",Positif
"['banking', 'rally', 'sip', 'ihsg', 'tahan']",Positif
"['dgns', 'serok', 'arb', 'ngab', 'rocket', 'rocket']",Positif
"['balas', 'keinget', 'saham', 'masa', 'om', 'tau', 'cerita', 'kd', 'go', 'private', 'gitu', 'durian', 'runtuh', 'saham', 'northstar', 'untung', 'habis', 'placement', 'michelin', 'saham', 'nya', 'northstar', 'aktif']",Positif
"['balas', 'harus', 'lihat', 'produk', 'nya', 'si', 'go', 'private', 'sngt', 'minim', 'prusahaan', 'go', 'private', 'pandemi', 'gin', 'bu', 'yak', 'cerita', 'kaya', 'saham', 'masa', 'jaga', 'ketat', 'bocor', 'halus']",Positif
"['saya', 'sih', 'cent', 'ya', 'lebih', 'nih', 'dilebihin']",Positif
"['udh', 'kali', 'lipat', 'gais', 'beli', 'maret', 'xixixi']",Positif
"['balas', 'enak', 'beli', 'agro', 'rp', 'perak', 'harga', 'pasar', 'xx', 'auto', 'cuan', 'gede', 'bjtm', 'mesop', 'ya']",Positif
"['balas', 'ini', 'sih', 'pasti', 'tapi', 'lumayan', 'antm', 'goreng', 'an', 'lipat', 'cent', 'lipat', 'yah', 'om']",Positif
"['enak', 'beli', 'agro', 'rp', 'perak', 'harga', 'pasar', 'xx', 'auto', 'cuan', 'gede']",Positif
"['balas', 'asing', 'beli', 'ri', 'arto', 'sih', 'pinter', 'beli', 'nya', 'harga', 'disc', 'an', 'harga', 'pasar', 'smart', 'ini', 'karyawan', 'agro', 'kasih', 'beli', 'harga', 'disc', 'an', 'harga', 'pasar', 'ya', 'cuan', 'langsung', 'dokumen', 'nya', 'lock', 'up']",Positif
"['asing', 'beli', 'ri', 'arto', 'sih', 'pinter', 'beli', 'nya', 'harga', 'disc', 'an', 'harga', 'pasar', 'smart']",Positif
"['balas', 'kemarin', 'beli', 'antm', 'bilang', 'ini', 'sih', 'pasti', 'tapi', 'lumayan', 'antm', 'goreng', 'an', 'lipat']",Positif
"['nah', 'ihsg', 'dari tadi', 'naik', 'koreksi', 'bentar', 'ntar', 'bawa', 'turun', 'ya', 'lumayan']",Positif
"['balas', 'segi', 'om', 'saing', 'bbca', 'harga', 'saham', 'bisnis', 'bisnis', 'akuisisi', 'gojek', 'tau', 'customer', 'guna', 'gojek', 'indonesia']",Positif
"['balas', 'takut', 'mg', 'jarang', 'nongol', 'antm', 'hari', 'nongol', 'naik']",Positif
"['balas', 'kemarin', 'beli', 'antm', 'bilang', 'antm', 'masuk', 'msci', 'harga', 'jaga', 'sevolatile']",Positif
"['balas', 'beli', 'arto', 'itu', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'kit', 'saya', 'beli', 'arto', 'goreng', 'harap', 'goreng']",Positif
"['balas', 'beli', 'arto', 'itu', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'kit', 'kemarin', 'beli', 'antm', 'bilang']",Positif
"['balas', 'yang', 'arto', 'jarang', 'tahun', 'emiten', 'growthnya', 'cepat', 'all', 'leading', 'to', 'momen', 'gojek', 'ipo', 'tarik', 'chartnya', 'ngerti', 'saham', 'perak', 'banting', 'cepat', 'balas', 'tuju', 'saing', 'nya', 'bbca', 'segi', 'om', 'saing', 'bbca', 'harga', 'saham', 'bisnis']",Positif
"['coba', 'digital', 'bank', 'pakai', 'peg', 'om', 'pe', 'eps', 'growth', 'balas', 'telat', 'tau', 'tau', 'orang', 'kemarin', 'naik', 'harga', 'beli', 'jual', 'tp', 'sempet', 'fomo', 'tp', 'gpp', 'average', 'do', 'siap', 'om']",Positif
"['balas', 'waktu', 'lirik', 'om', 'telat', 'tau', 'tau', 'orang', 'kemarin', 'naik', 'harga', 'beli', 'jual', 'tp', 'sempet', 'fomo', 'tp', 'gpp', 'average', 'down', 'lumayan', 'pas', 'harga']",Positif
"['saya', 'pantau', 'all', 'the', 'best', 'hehehe', 'saya', 'pandang', 'oke', 'arto']",Positif
"['yang', 'arto', 'jarang', 'tahun', 'emiten', 'growthnya', 'cepat', 'all', 'leading', 'to', 'momen', 'gojek', 'ipo', 'ini', 'blueprintnya', 'eksekusi', 'right', 'issuenya', 'sempurna', 'sayang', 'lewat', 'di', 'dalam', 'north', 'star', 'banyak', 'boxes', 'ticked']",Positif
"['beli', 'arto', 'itu', 'pbv', 'arto', 'update', 'equity', 'nya', 'right', 'issue', 'pbv', 'sudah', 'masuk', 'kategori', 'bank', 'buku', 'iii', 'terus', 'right', 'issue', 'equitynya', 'capai', 'masuk', 'bank', 'buku', 'iv', 'kira', 'capai']",Positif
"['haka', 'bvic', 'mg', 'masuk', 'avg', 'kerek', 'naik']",Positif
"['waduh', 'avg', 'msk', 'pagi', 'cuan', 'salah', 'kamar', 'ya']",Positif
"['balas', 'hehehe', 'ya', 'buto', 'hijau', 'cerah', 'moga', 'nyangkut', 'kemarin', 'saya', 'average', 'down', 'biar', 'tinggi']",Positif
"['pas', 'banget', 'ya', 'antm', 'kerek', 'presscon', 'battery', 'holding', 'begitu', 'market', 'maker']",Positif
"['klo', 'cent', 'april', 'prospektus', 'tp', 'harga', 'atas']",Positif
"['balas', 'ga', 'ngedoain', 'tawar', 'ala', 'mudah', 'balik', 'malaikat', 'ara']",Positif
"['antm', 'tp']",Positif
"['balas', 'suhu', 'master', 'aho', 'spesialist', 'cent', 'suhu', 'master', 'intel', 'khong', 'guan', 'saham', 'hijau', 'lihat', 'ticker', 'cent', 'peace', 'ya', 'salam', 'cuan']",Positif
"['balas', 'yang', 'nyambung', 'direply', 'camp', 'kirain', 'orang', 'cent', 'naik', 'maklum', 'efforia']",Positif
"['balas', 'antm', 'tins', 'inco', 'mcas', 'haka', 'ya', 'haka', 'congrats', 'cuan', 'ya']",Positif
"['balas', 'naik', 'om', 'isu', 'dia', 'isu', 'distribusi', 'salah', 'vaksin', 'salah', 'naik', 'kencang']",Positif
"['balas', 'naik', 'om', 'isu', 'waduh', 'tau', 'ri', 'tp', 'jadwal', 'prediksi', 'sih', 'atas', 'balas', 'naik', 'om', 'isu', 'catet', 'tutupnaik', 'atas', 'senin', 'selasa', 'ara']",Positif
"['balas', 'ak', 'serok', 'cent', 'prospek']",Positif
"['ak', 'serok', 'cent']",Positif
"['balas', 'photo', 'ini', 'saham', 'salah', 'prediksi', 'hs', 'naik']",Positif
"['balas', 'mb', 'bbyb', 'cumdate', 'nya', 'to', 'kq', 'rti', 'ma', 'stockbit', 'beda', 'di', 'rti', 'bom', 'update', 'kayak', 'cumdate', 'bbyb', 'tanggal', 'kemarin']",Positif
"['balas', 'dosa', 'jual', 'waduh', 'untung', 'ong', 'terbang', 'an', 'pakai', 'jet', 'pribadi', 'balas', 'bahagia', 'serok', 'malam', 'sore', 'om', 'wkwk', 'nyeroknya']",Positif
"['mana', 'suara', 'brms', 'balas', 'bahagia', 'yah', 'antam', 'naik', 'ia', 'nyangkut']",Positif
"['balas', 'biar', 'teknikal', 'hha', 'mantap', 'jebol', 'resist', 'kah', 'kah']",Positif
"['pkpk', 'ara', 'nih']",Positif
"['antm', 'nyangkut', 'bayar', 'lunas', 'hati', 'tenang', 'minus', 'trmksh', 'sopir']",Positif
"['antm', 'rocket']",Positif
"['antm', 'tahan', 'sesi', 'strong']",Positif
"['harga', 'nikel', 'timah', 'antm', 'tins', 'hijau', 'tebal']",Positif
"['balas', 'target', 'habis', 'gby', 'my', 'love', 'cuan', 'kotozz', 'kotoozz']",Positif
"['balas', 'aho', 'spesialist', 'cent', 'mohon', 'kasih', 'masuk', 'cent', 'yaa', 'target', 'habis', 'gby', 'my', 'love']",Positif
"['ihsg', 'moga', 'tahan', 'sana']",Positif
"['mika', 'bikin', 'higher', 'high', 'ya', 'masih', 'sangkut']",Positif
"['balas', 'ara', 'cent', 'rocket', 'udah', 'tik', 'tok', 'mas']",Positif
"['ara', 'cent', 'rocket']",Positif
"['bvic', 'mantap', 'ayo', 'masuk', 'tinggal']",Positif
"['balas', 'tulis', 'suhu', 'master', 'billy', 'curiga', 'tulis', 'wiim', 'nya', 'orang', 'kali', 'ketemu', 'cici', 'guru', 'grogi', 'salfok', 'agro', 'agro', 'aja']",Positif
"['balas', 'ramai', 'khusus', 'orang', 'sabar', 'wkwkw', 'koh', 'billy', 'muncul', 'komentar', 'wiim', 'selling', 'point', 'nilai', 'plus']",Positif
"['cent', 'nya', 'nya', 'potensi', 'htf']",Positif
"['balas', 'wiim', 'nya', 'nih', 'kak', 'calon', 'htf', 'tarik', 'tp', 'entry', 'saran', 'ya', 'nunggu', 'htfnya', 'confirm']",Positif
"['ara', 'bvic']",Positif
"['balas', 'ok', 'htf', 'base', 'nya', 'kuat', 'apa', 'imas', 'gagal', 'confirm', 'pattern', 'volume', 'iya', 'htf', 'naik', 'komentar', 'kak', 'kemarin', 'semangat', 'biar', 'htf', 'dmmx']",Positif
"['haka', 'wmuu']",Positif
"['balas', 'photo', 'tapi', 'kudu', 'ara', 'biar', 'jebol', 'resisten', 'nya', 'biar', 'htf', 'kak']",Positif
"['balas', 'volume', 'mesti', 'nope', 'today', 'konsolidasi', 'volume', 'rendah', 'senin', 'roket', 'volume', 'pasang', 'buy', 'all', 'in', 'nih', 'stress']",Positif
"['balas', 'biar', 'senyap', 'oh', 'iya', 'ya', 'oke', 'deh', 'agro', 'ayo', 'ayo', 'agro', 'feeling', 'agro', 'closing', 'serokk', 'ayo', 'ayo']",Positif
['same'],Positif
"['antm', 'dorong', 'ihsg']",Positif
"['mantoelll', 'nih', 'same']",Positif
"['balas', 'jd', 'film', 'capt', 'phillips', 'ship', 'kaya', 'insight', 'saham', 'naik', 'ya']",Positif
"['balas', 'should', 'be', 'wise', 'at', 'the', 'current', 'condition', 'of', 'the', 'market', 'mean', 'mark', 'meenermini', 'just', 'wrote', 'single', 'notice', 'that', 'may', 'be', 'only', 'cek', 'twitternya', 'minervini', 'bu', 'bilang', 'stupid', 'cl', 'habis', 'saham', 'terbang', 'kelas', 'minervini', 'gain', 'porto', 'ytd', 'ngalamin']",Positif
"['balas', 'berita', 'ketika', 'berita', 'positif', 'keluar', 'salah', 'emiten', 'tanda', 'akumulasi', 'insider', 'tp', 'ngundang', 'ritel', 'beli']",Positif
"['reminder', 'ya', 'hijau', 'ihsg', 'roket', 'to', 'the', 'moon', 'hijau', 'senin', 'merah', 'hati', 'hati', 'euforia', 'dapat']",Positif
"['balas', 'photo', 'msh', 'peluang', 'hijau', 'om', 'coba', 'backtest', 'crash', 'kemarin', 'lusa', 'pas', 'ultah', 'bottom', 'ihsg', 'candlenya', 'persis', 'pas', 'ultah', 'bottom', 'tahan', 'klo', 'history', 'repeat', 'itself', 'besok', 'hijau']",Positif
"['balas', 'breaking', 'bbri', 'putus', 'bagi', 'rp', 'triliun', 'laba', 'bersih', 'dengan', 'dividen', 'di', 'newsnya', 'an', 'ya']",Positif
"['balas', 'ada', 'main', 'binary', 'option', 'binomo', 'grup', 'mau', 'neka', 'nggak', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'binomo', 'illegal']",Negatif
"['balas', 'ada', 'main', 'binary', 'option', 'binomo', 'grup', 'mau', 'neka', 'nggak', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'traffic', 'data', 'chart', 'main', 'profit', 'trader', 'loss', 'ya', 'trader', 'blm', 'main', 'slippage', 'requote']",Negatif
"['balas', 'ada', 'main', 'binary', 'option', 'binomo', 'grup', 'mau', 'neka', 'nggak', 'kerja', 'chart', 'sistem', 'deposit', 'with', 'kalo', 'cepet', 'miskin', 'main', 'om']",Negatif
"['ok', 'terima kasih', 'ada', 'main', 'binary', 'option', 'binomo', 'grup', 'mau', 'neka', 'nggak', 'kerja', 'chart', 'sistem', 'deposit', 'withdraw', 'web', 'nya', 'kabar', 'blokir', 'situs', 'kominfo', 'mksh']",Negatif
"['balas', 'fix', 'besok', 'merah', 'ihsg', 'kak', 'bukan', 'jakarta', 'jakarta', 'merah']",Negatif
"['balas', 'fix', 'besok', 'merah', 'ihsg', 'kak']",Negatif
"['balas', 'inti', 'sih', 'risiko', 'loss', 'risiko', 'cuan', 'om', 'belum', 'cuan', 'loss', 'cari', 'rptnya', 'minim', 'kali', 'om', 'cuan', 'hehe']",Negatif
"['balas', 'ideal', 'sih', 'modal', 'trade', 'yah', 'kan', 'cuan', 'target', 'modal', 'trade', 'tapi', 'overall', 'modal', 'kayak', 'ngeri', 'total', 'om', 'loss', 'down', 'banget', 'tuh', 'mental', 'buku', 'loss']",Negatif
"['balas', 'mohon', 'dapat', 'teman', 'senior', 'tanya', 'mula', 'kena', 'saham', 'doid', 'apa', 'diavg', 'down', 'ketik', 'gantung', 'plan', 'cemplung', 'porsi', 'gede', 'jebol', 'support', 'bagus', 'sl', 'average', 'down', 'support']",Negatif
"['balas', 'iya', 'nah', 'jimmy', 'bilang', 'salah', 'kunci', 'trading', 'hindar', 'ramai', 'tapi', 'bilan', 'saya', 'suhu', 'ya', 'pak', 'masih', 'ajar', 'newbie', 'mungkin', 'pakai', 'contoh', 'ya', 'gampang', 'antm', 'sampai', 'kamis', 'minggu', 'pasar', 'pesimis', 'antm', 'ada', 'bilang', 'harga', 'bandar', 'ada', 'bilang', 'dsb', 'ramai', 'sisi', 'pesimis', 'nah', 'jumat', 'chart', 'tutup', 'kamis', 'titik', 'reversal', 'dan', 'amat', 'alir', 'akumulasi', 'big', 'player', 'konsisten', 'masuk', 'tahap', 'dan', 'rencana', 'umum', 'ibh', 'tau', 'bulan', 'tanggal', 'dsb', 'tanggal', 'sini', 'ramai', 'sisi', 'pesimis', 'market', 'balik', 'arah', 'jadi', 'tes', 'market', 'ramai', 'moga', 'paham', 'ya', 'memang', 'tipis', 'beda', 'ya', 'benang', 'merah', 'mirip', 'kaya', 'lihat', 'divergen', 'trend', 'kadang', 'selip', 'mata']",Negatif
"['ikut', 'rules', 'nya', 'billy', 'antm', 'magnet', 'ini', 'foto']",Negatif
"['balas', 'gimanapun', 'ritel', 'tetap', 'ritel', 'istilah', 'cuan', 'jual', 'bikin', 'ritel', 'kalah', 'banda', 'memang', 'hedgefundnya', 'rugi', 'gede', 'namum', 'peperangan', 'ritel', 'kena', 'sembelih']",Negatif
"['balas', 'photo', 'iy', 'senin', 'takut', 'jebol', 'rilis', 'lap', 'keu', 'ketiak']",Negatif
"['balas', 'pendek', 'amat', 'average', 'down', 'timbang', 'saham', 'liquid', 'nali', 'cermat', 'guna', 'lebih', 'konsep', 'average', 'down', 'beli', 'cicil', 'emiten', 'telah', 'selesai', 'cicil', 'sistem', 'piramida', 'cicil', 'kali', 'alokasi', 'total', 'porto', 'harga', 'turun', 'average', 'cutloss', 'kalau', 'beli', 'alokasi', 'porto', 'harga', 'turun', 'cutloss', 'jadi', 'konsep', 'disiplin', 'cutloss', 'alokasi', 'porto', 'harga', 'turun', 'incar', 'saham', 'trend', 'nya', 'bullish', 'cari', 'saham']",Negatif
"['balas', 'mungkin', 'wb', 'bom', 'nikmat', 'cuan', 'scalping', 'karena', 'kaya', 'raya', 'hehe', 'kalau', 'lihat', 'jalan', 'wb', 'dia', 'loss', 'bahkan', 'berkshire', 'nya', 'salah', 'gagal']",Negatif
