,Data,User,Pesan,Saham,Jam,Tanggal
129,130,Fajar Oktavaria,"Membalas : Izin bertanya Pak, Untuk pola SSP, candle week ke-2, itu yg diukur hanya badan candle atau beserta ekornya jg? Trimakasih
Badannya aja *tapi ga boleh buat higher high",POLA,3:18:38 PM,Friday April 30 2021
130,131,Ferry | @kiss_traders,"Membalas : Gercep Haka zinc buat senin:rocket::rocket::rocket:
wow nekat...udah di resistance tuh",ZINC,3:13:41 PM,Friday April 30 2021
131,132,Yu. Ni,RALS dah dontrend kah?,RALS,3:13:10 PM,Friday April 30 2021
132,133,AldoGenuin,Gercep Haka zinc buat senin:rocket::rocket::rocket:,ZINC,3:06:13 PM,Friday April 30 2021
133,134,Carlo Micelli,"Membalas : MEDC nya terbang tuh.
Nggih Pak :rocket::rocket:",MEDC,3:05:19 PM,Friday April 30 2021
134,135,Risky Hanafi,Apakah besok Senin ZINC bakalan naik lagi?,ZINC,2:56:12 PM,Friday April 30 2021
135,136,hery,"Membalas : saya tanya Pak Carik lusa kemarin, kok sp sorenya mlia, tuh saham apa Pak? Jawabnya cuma simple tapi mencengangkan, ""mirip nama
ini sepertinya ada mak jose bicara dengan akun palsu    ",MLIA,2:52:46 PM,Friday April 30 2021
136,137,Rolando,"Membalas : Izin bertanya Pak, Untuk pola SSP, candle week ke-2, itu yg diukur hanya badan candle atau beserta ekornya jg? Trimakasih
badan candle saja",POLA,2:52:09 PM,Friday April 30 2021
137,138,Hendy Oktawan,zinc terbang,ZINC,2:51:11 PM,Friday April 30 2021
138,139,SEN JEAN SEN JEAN,haka zinc,ZINC,2:50:36 PM,Friday April 30 2021
139,140,Franky Hartanto,"Membalas : https://market.bisnis.com/read/20210430/192/1388571/laba-bersih-bumi-resources-brms-melejit-219-persen-pada-2020
BRMS  tertolong penghasilan lain2 yg gedhe ya? kalau nga masih rugi?","BRMS,BUMI",2:50:17 PM,Friday April 30 2021
140,141,aMe,"Izin bertanya Pak, Untuk pola SSP, candle week ke-2, itu yg diukur hanya badan candle atau beserta ekornya jg?

Trimakasih",POLA,2:47:52 PM,Friday April 30 2021
141,142,Lee Khong Huan,"Membalas : hmmmm gawat nih berarti, sultan udah mulai berhemat, mending puasa trading dulu 1 bulan ke depan
Fix ini, salah satu mantannya mbak K-ren...soalnya dibanting hari ini  ",SATU,2:47:25 PM,Friday April 30 2021
142,143,brian,"Membalas : 100rb lot BBRI jebol lagi. mari kita tonton
Buangannya sadisz ","BBRI,MARI",2:45:38 PM,Friday April 30 2021
143,144,hery,"100rb lot BBRI jebol lagi. mari kita tonton
Membalas : colek Pak Carik @luckv02 , ntar malam sabtu, malam minggu & malam senin dinner sama sapa aja Pak? AUCE lg kah?
gak pak. nasi bungkus saja. murah meriah  ","BBRI,MARI",2:44:57 PM,Friday April 30 2021
144,145,Lee Khong Huan,"Membalas : boleh, jangan Aldo, Andi, Bayu, Bima tapi ya. k'lo Bebs masih boleh lah
Wkwkwkw...Dewa gmn?","ALDO,ANDI,BAYU,BEBS,BIMA,DEWA",2:43:46 PM,Friday April 30 2021
145,146,Rolando,"Membalas : Apakah ada nama Asri, Aisah, Elsa?
boleh, jangan Aldo, Andi, Bayu, Bima tapi ya.
k'lo Bebs masih boleh lah","ALDO,ANDI,ASRI,BAYU,BEBS,BIMA,ELSA",2:43:21 PM,Friday April 30 2021
146,147,Lee Khong Huan,"Membalas : saya tanya Pak Carik lusa kemarin, kok sp sorenya mlia, tuh saham apa Pak? Jawabnya cuma simple tapi mencengangkan, ""mirip nama
  , tolong di roger nama mantan lainnya pak Carik   
Apakah ada nama Asri, Aisah, Elsa?","ASRI,ELSA,MLIA",2:40:41 PM,Friday April 30 2021
147,148,Jose - Aliran - YPC,"saya tanya Pak Carik lusa kemarin, kok sp sorenya mlia, tuh saham apa Pak? Jawabnya cuma simple tapi mencengangkan, ""mirip nama mantan saya"" gitu doank, sultan memang susah diterka jalan pikirannya",MLIA,2:39:12 PM,Friday April 30 2021
148,149,PMA,mantap euy bjtm,BJTM,2:38:34 PM,Friday April 30 2021
149,150,Lee Khong Huan,"Membalas : medc, fren - w, sama mlia tuh
Kios mungkin juga, sy ngamati kemarin tp kok nggak berani masuk   , pdhl kmrin mau GC ma5 ma20","FREN,KIOS,MEDC,MLIA",2:38:26 PM,Friday April 30 2021
150,151,Jose - Aliran - YPC,"Membalas : Hari ini medc beliau wus wuss..tar makan steak madcow  
medc, fren - w, sama mlia tuh","FREN,MEDC,MLIA",2:37:22 PM,Friday April 30 2021
151,152,Lee Khong Huan,"Membalas : tadi pagi breakfastnya Fried egg + salad tuh om sultan
Hari ini medc beliau wus wuss..tar makan steak madcow  
TCPI ini repo, yg main lord moge, 4 hari naik terus :ship:","MAIN,MEDC,TCPI",2:36:10 PM,Friday April 30 2021
152,153,Lee Khong Huan,"Membalas : MEDC nya terbang tuh.
Tar pak Jose akan cek Pak Carik makan malam apa nih apakah beef/cow steak  ",MEDC,2:31:52 PM,Friday April 30 2021
153,154,Yu. Ni,"Membalas : Jangan beli yah saham ZINC.... sy aja yg beli.... ini saham repo 
Saya punya zinc dari waktu ini..tapi ditipu trus ...f buy gede malah diguyur ...
Skrg mudah2an ga nipu  ","TRUS,ZINC",2:20:46 PM,Friday April 30 2021
154,155,45$$3 Chandera Husin,"Jangan beli yah saham ZINC.... sy aja yg beli.... ini saham repo   
Biar saya aja sama BK yg beli.....",ZINC,2:19:14 PM,Friday April 30 2021
155,156,hery,"Membalas : Fren- r kok ga isa dijual y? Apa harus tebus?
sesi 1 saja",FREN,2:18:46 PM,Friday April 30 2021
156,157,Momo,Fren- r kok ga isa dijual y? Apa harus tebus?,FREN,2:18:35 PM,Friday April 30 2021
157,158,hery,"Membalas : Parah komandan
MEDC nya terbang tuh.",MEDC,2:18:35 PM,Friday April 30 2021
158,159,hery,AALI juga dong,AALI,2:18:20 PM,Friday April 30 2021
159,160,hery,"BBRI ngeri sekali guyurannya  
80rb lot dijebol sekejap  ",BBRI,2:17:38 PM,Friday April 30 2021
160,161,hery,"Membalas : om sultan @luckv02 bantuin bangkitkan kembali masa keemasan Farmasi donk, biar para ritel2 teri kayak saya bisa kembali berseman
ah, mak jose kan penunggu sektor farmasi. saya tunggu call aja situ  
Membalas : Sawittttt sawitttt
mana 8500 nya nih   ",MASA,2:14:56 PM,Friday April 30 2021
161,162,Hendra Choo,"DMAS ,  BJTM saham yg pantang merah    . moga ada bd yg banting biar bisa koleksi.","BJTM,DMAS",2:13:59 PM,Friday April 30 2021
162,163,Jose - Aliran - YPC,"om sultan @luckv02 bantuin bangkitkan kembali masa keemasan Farmasi donk, biar para ritel2 teri kayak saya bisa kembali bersemangat & percaya kepada IHSG lg.    ",MASA,2:13:49 PM,Friday April 30 2021
163,164,Lee Khong Huan,"Antm nanggung, 2430 kok nggak disenggol sih  ",ANTM,2:13:04 PM,Friday April 30 2021
164,165,Hendra Choo,BRMS punya potensi k 150 kah?,BRMS,2:08:16 PM,Friday April 30 2021
165,166,Carlo Micelli,"Membalas : Nyesel jual separuh kemarin, kirain nggembos lagi  
Elsa medc :rocket::rocket::rocket:","ELSA,MEDC",2:03:33 PM,Friday April 30 2021
166,167,hery,"Membalas : biofarma ada kepentingan naikkan kaef kalo mau IPO
ini penunggu nya  ",KAEF,2:00:27 PM,Friday April 30 2021
167,168,Windo,"Membalas : Most masih error?
Bisa Om. Barusan ane uninstall trus download & install lg",TRUS,2:00:20 PM,Friday April 30 2021
168,169,Ardi,"Membalas : Jantungan engga tuh yang ikut KAEF
gpp om jantung kami ada serepnya  ",KAEF,1:53:32 PM,Friday April 30 2021
169,170,Jose - Aliran - YPC,"Membalas : Jantungan engga tuh yang ikut KAEF
biofarma ada kepentingan naikkan kaef kalo mau IPO",KAEF,1:53:17 PM,Friday April 30 2021
170,171,Naufal,"Membalas : Jantungan engga tuh yang ikut KAEF
Kalo ngga jantungan ya ngga hidup dong",KAEF,1:53:13 PM,Friday April 30 2021
171,172,Fajar Suryo,Jantungan engga tuh yang ikut KAEF,KAEF,1:52:22 PM,Friday April 30 2021
172,173,Lee Khong Huan,"Membalas : Medc :rocket::rocket::rocket::rocket:
Nyesel jual separuh kemarin, kirain nggembos lagi  ",MEDC,1:49:55 PM,Friday April 30 2021
173,174,Harry Wijaya,"brms closing weekly > 96 avg up
Ini adalah foto",BRMS,1:46:25 PM,Friday April 30 2021
174,175,Ocha,Medc :rocket::rocket::rocket::rocket:,MEDC,1:42:57 PM,Friday April 30 2021
175,176,Bambang P,Kaef adaapa kok mulai naik,KAEF,1:39:00 PM,Friday April 30 2021
176,177,Aldo,"Membalas : selamat yang ikutan RI nya FREN dan sudah tebus. di harga W2 yang mulai diperdagangkan di 37 saat ini, sudah cuan luber pastinya
wah Pak Her cuan kotos2 ini",FREN,1:09:35 PM,Friday April 30 2021
177,178,Jose - Aliran - YPC,"Membalas : boleh pertimbangkan juga supply W2 yang akan membajiri pasar karena sudah makin banyak yang tebus RI nya
Makasih Om sp Fren - R nya kemarin, langsung ditebus tanpa basa basi    ",FREN,12:58:24 PM,Friday April 30 2021
178,179,hery,"Membalas : Fren w2 potensi klo beli sekrg   
boleh pertimbangkan juga supply W2 yang akan membajiri pasar karena sudah makin banyak yang tebus RI nya",FREN,12:48:49 PM,Friday April 30 2021
179,180,Dimas Syarif Hidayat,"Membalas : ADRO lumayan bagus sih kalau buat yg invest. Perusahaan bagus, ada diversifikasi dan harga sdg terdiskon.
untuk invest bagus tapi kurang cocok buat trading.. pergerakan harganya lambat  ",ADRO,12:38:51 PM,Friday April 30 2021
180,181,WIN,"ADRO lumayan bagus sih kalau buat yg invest. Perusahaan bagus, ada diversifikasi dan harga sdg terdiskon.
Kl skrg kn perusahaan bagus memg ga naik2 sahamnya. BBCA, TLKM, ICBP, INDF, ADRO, dkk. Yg main yg saham jelek fundamentalnya, spt MPPA, LPPF dkk.","ADRO,BBCA,ICBP,INDF,LPPF,MAIN,MPPA,TLKM",12:37:03 PM,Friday April 30 2021
181,182,Aho Lie,"Fren w2 potensi klo beli sekrg   
Seminggu la ",FREN,11:19:39 AM,Friday April 30 2021
182,183,D.Lestari,BRMS 2nd session..!!!!! ( Insya Allah),BRMS,11:16:52 AM,Friday April 30 2021
183,184,aMe,"ADRO 66/lembar
Ini adalah foto",ADRO,11:12:10 AM,Friday April 30 2021
184,185,Ferdy W,"Pilih hapus data trus cb login lg
Ini adalah foto",TRUS,10:55:21 AM,Friday April 30 2021
185,186,Yudha,"Nunggu dividen adro aja sih ini, penasaran cum dibawa kemana doi",ADRO,10:55:21 AM,Friday April 30 2021
186,187,Hanny,"Membalas : saya tetep ga bisa
sy uda 3x reinstal, awal bs trus error trus reinstal lg skrg br bs",TRUS,10:53:44 AM,Friday April 30 2021
187,188,Lukman,"Membalas : Congrats yg udh berhasil main copet2an seminggu terakhir ini  
Tips n trik nya ada ngga",MAIN,10:53:17 AM,Friday April 30 2021
188,189,Satimin Sejati,"Membalas : barusan d cb uninstal trus instal ulang br bisa nih
saya tetep ga bisa",TRUS,10:52:48 AM,Friday April 30 2021
189,190,Billy,Congrats yg udh berhasil main copet2an seminggu terakhir ini  ,MAIN,10:49:22 AM,Friday April 30 2021
190,191,as s,BBRI banting harga wkwkwk,BBRI,10:36:11 AM,Friday April 30 2021
191,192,Lukman,Kalau masuk adro hari ini trus sell d cumdate mnarik ngga ?,"ADRO,TRUS",10:36:11 AM,Friday April 30 2021
192,193,Yudha,"As always: ihsg rebound ijo, gap up, bertahan sampe besok, besoknya diteken kebawah lg dengan netsell bbri, dkk. Besoknya ijo lg diulang2 trs aja  ",BBRI,10:34:16 AM,Friday April 30 2021
193,194,Sarip Hidayat,MLIA luar biasa .. ,MLIA,10:33:59 AM,Friday April 30 2021
194,195,hery,"selamat yang ikutan RI nya FREN dan sudah tebus. di harga W2 yang mulai diperdagangkan di 37 saat ini, sudah cuan luber pastinya. *saya gak ikutan  
makanya harga FREN-R nya makin menggila hari ini",FREN,10:18:18 AM,Friday April 30 2021
195,196,Harry Wijaya,"medc
Ini adalah foto",MEDC,10:06:01 AM,Friday April 30 2021
196,197,Carlo Micelli,"Membalas : WMUU ayam geprek dok, yg lain naik bnyak dia dsna aja 
   ",WMUU,9:56:31 AM,Friday April 30 2021
197,198,Nanang Eko,"Membalas : :baby_chick::baby_chick::baby_chick: bangkit lagi  
WMUU ayam geprek dok, yg lain naik bnyak dia dsna aja ",WMUU,9:55:47 AM,Friday April 30 2021
198,199,Fajar Suryo,tetap tidak putus assa,ASSA,9:52:39 AM,Friday April 30 2021
199,200,Aliph Mohamad R,"Membalas : Ada yang punya chart asii? Support di berapa ya?  
5.150",ASII,9:51:19 AM,Friday April 30 2021
200,201,Steven Marcel,Ada yang punya chart asii? Support di berapa ya?  ,ASII,9:47:01 AM,Friday April 30 2021
201,202,Supriadi,Bandarnya BANK.. MG kejem ngk ya..,BANK,9:46:53 AM,Friday April 30 2021
202,203,Erich,ini BANK kayak kanguru prank sana sini  ,"BANK,SINI",9:38:03 AM,Friday April 30 2021
203,204,Aliph Mohamad R,Auto order sama booking ada bedanya ga?,AUTO,9:34:50 AM,Friday April 30 2021
204,205,as s,pake wifi biznet juga ora iso piye toh,WIFI,9:33:44 AM,Friday April 30 2021
205,206,Lida,Saya barusan uninstall trus install ulang bisa. Most app,TRUS,9:33:38 AM,Friday April 30 2021
206,207,as s,"Membalas : saya bisa ko most,, katanya yg gangguan yg pke telkomsel
padahal TLKM to the moon yah wkwkwk",TLKM,9:31:28 AM,Friday April 30 2021
207,208,nathan,"Membalas : Bahaya nih MOST, untung udah pasang auto order dari kemarin
config nya di rubah pak",AUTO,9:29:03 AM,Friday April 30 2021
208,209,Benhan,"Bahaya nih MOST, untung udah pasang auto order dari kemarin",AUTO,9:28:33 AM,Friday April 30 2021
209,210,Hanny,"Membalas : Saya punya juga ga bisa
cb d uninstal dl bu trus instal lg",TRUS,9:21:19 AM,Friday April 30 2021
210,211,Hanny,barusan d cb uninstal trus instal ulang br bisa nih,TRUS,9:19:40 AM,Friday April 30 2021
211,212,Rui :rocket: :speedboat::dancer: ,"Membalas : https://investasi.kontan.co.id/news/kinerja-membaik-sarana-meditama-metropolitan-same-tidak-lagi-merugi
Hmmm ......    ",SAME,8:58:53 AM,Friday April 30 2021
212,213,DenmasBams,"Membalas : https://www.cnbcindonesia.com/market/20210429155233-17-241934/bantah-bank-aladin-syariah-induk-shopee-belum-ada-diskusi
Arb arb.. Hehehe",BANK,8:56:20 AM,Friday April 30 2021
213,214,VIVIE,"Good morning,

The S&P 500 closed at record levels on Thursday after blowout earnings results from two of the biggest tech companies in the world: Apple and Facebook.

Dow.......34060  +239.98   +0.71%
Nasdaq.14083  +31.5        +0.22%
S&P 500..4212  +28.3        +0.68%
 
FTSE...... .6962   -2.2           -0.03%
Dax........15154   -137.98    -0.90%
CAC........6303     -4.4          -0.07%

Nikkei...29054    closed     +0%
HSI........29303   +231.9     +0.80%
Shanghai .3475  +17.8       +0.52%
ST Times..3222  +2.02       +0.06%

IDX.....6012.96  +38.48      +0.64%
LQ45.....897.81 +6.91        +0.78%

JAKMIND...1028.87    +12.00    +1.18%
JAKCONS....1623.58   -9.08       -0.56%
JAKTRADE...877.76    +10.13    +1.17%
JAKBIND......931.12     -1.94       -0.21%
JAKAGRI...1567.64     +5.00      +0.32%
JAKFIN.. ....1374.87   +10.62    +0.78%
JAKPROP......353.00   +2.52       +0.72%
JAKINFR...1031.57     +10.02    +0.98%
JAKMANU..1246.35    -1.96       -0.16%   
JAKMINE....1937.25   +38.17     +2.01%
 
Indo10Yr..6.6822   -0.0260       -0.39%
ICBI.....313.2513   +0.3497      +0.11%
US10Yr..1.6400     +0.0200      +1.23%
*VIX...........17.61    +0.33          +1.91%*
  
USDIndx .....90.6480   +0.0270  +0.03%
Como Indx...200.67    +0.31       +0.15%
(Core Commodity CRB)
BCOMIN..... .155.18    -0.06        -0.04%

*IndoCDS.....77.0333   -1.5921   -2.02%*
 (5-yr INOCD5)  
 
*IDR.....14450.00      -50          -0.34%*
*Jisdor....14468.00   -42         -0.29%*


Euro.........1.2120  -0.0008   -0.07%


*TLKM........22.46      +0.66      +3.03%*
(3250)
EIDO..........21.87     +0.13       +0.60%
EEM...........54.95     -0.13         -0.24%

*Oil............64.85      +1.18        +1.85%*
Gold .......1771.70   -10.30       -0.58%
Timah....28362.50  -15.00       -0.05%
Nickel....17277.50   -100.00    -0.58%
 
Coal price.....92.90     unch     +0%
(Apr/Newcastle) 
*Coal price.....90.50    +1.80     +2.03%*
(May/Newcastle)
Coal price....71.75      +0.15    +0.21%
(Apr/Rotterdam) 
Coal price.....76.20     +1.20    +1.60%
(May/ Rotterdam)
 
CPO(Jul)...3942       closed     +0%
(Source: bursamalaysia.com)             
Corn.........648.25     +4.25      +4.25%
SoybeanOil..59.89   -1.27        -2.08%
Wheat...... .729.00   +6.25      +0.86%

Wood pulp.5250.00  -50.00    -0.94%

( *DE*/ *Phintraco(AT)*  30-04-21)
    
*****","GOLD,GOOD,INDX,TECH,TLKM,WOOD",7:34:27 AM,Friday April 30 2021
214,215,Ika,"Hari ini cum date pasar reguler ASII ya
",ASII,4:57:42 AM,Friday April 30 2021
215,216,Avianto,"Mantap... nih TLKM..bakal flying to the moon menjelang deviden 

Kalo DPR nya sama kayak th lalu (60%) maka deviden akan berkisar 5% an...
Akum ahhhh... dr sekarang....",TLKM,4:41:27 AM,Friday April 30 2021
