,Data,User,Pesan,Saham,Jam,Tanggal
27,28,hery,"Membalas : Tele ku di isengin bebep kemarin  
gara2 Vesilia Vebiola nih. bebeb jadi jealous   ",TELE,5:18:16 PM,Saturday May 15 2021
28,29,Billy,"Membalas : Lohh???
Tele ku di isengin bebep kemarin  ",TELE,4:41:36 PM,Saturday May 15 2021
29,30,Rangga Vandimas,"Membalas : Liburan masih aja liat grup tele...
Kali aja ada yg cakep om...eh ketemu nya malah sepupu sendiri ahhahahahah",TELE,3:42:25 PM,Saturday May 15 2021
30,31,             ,"Membalas : Malah ketemu nya di grup ini dong hahhahah
Liburan masih aja liat grup tele...",TELE,3:39:22 PM,Saturday May 15 2021
31,32,William,"Bukanlah. Kesimpulannya masalah akan selalu ada, perbedaan pendapat akan selalu ada tapi gunakanlah fasilitas yang ada untuk terus belajar. Bukan jauhin medsos, tele, saham haha
Ini si kyk mobil bannya bocor mobilnya ditinggal ganti motor   
",TELE,3:13:30 PM,Saturday May 15 2021
32,33,Andi FX,"Membalas : Bismillah Dunia isinya hanya masalah betul dan bathil. Sejak nabi Adam sampai kini dan akhir jaman. Jadi, kenapa harus dipermas
kesimpulan: jauhin medsos, jauhin tele.....hidup anda akan lebih tenang. oh 1 lagi, jauhi saham ",TELE,3:03:20 PM,Saturday May 15 2021
33,34,bepe,"Bismillah

Dunia isinya hanya masalah betul dan bathil. Sejak nabi Adam sampai kini dan akhir jaman. Jadi, kenapa harus dipermasalahkan?

Masalahnya bila yg betul diam. Masalahnya bila sang guru diam.

Membaca, menelaah, merenungkan dan menentukan dimana posisi Anda itu yg utama. 

Akan ada saling lawan, saling sanggah, saling bicara, saling asuh, saling asah, saling kasih. Dst.

Semua prilaku dicatat, dan berujung pada kematian untuk diminta pertanggungjawabannya. 

Semua manusia stok waktunya sama 24 jam. Sama cara makan minum, sama cara bab, sama cara melangkah, sama dua kaki, dua tangan, dua mata , dua telinga, dan satu mulut. Berpikir dan memanfaatkannya yg berbeda2.

Trs sampai kapan. Sampai kalian mati dan bertanggung jawab thd semua prilaku2 masing2. Apakah kematian seseorang merubah sistem. Tidak, masa akan berjalan sesuai skenarioNya.

Terus bagaimana? 

Manusia diberi potensi yg sama untuk memilih di/pada posisi betul atau bathil.

Cuma itu?

Ya cuma itu... Apa lagi?

Contoh nyata di semua dialog medsos, isinya cuma klaim yg betul dan merasa betul (bathil).

Terus di grup saham bagaimana? Sama.
Banyak diam dan bertanya bila ingin belajar. Manfaatkan guru2 yg ada untuk belajar.

Idealnya, bicara diperuntukkan bagi mereka yg bisa memberi pelajaran atau manfaat. Baik setelah ditanya atau memberi materi palajaran.

Mengikuti permasalah sekitar tdk akan pernah selesai, bisa jadi bikin Anda stres. Yg utama diri sendiri. Di posisi mana Anda berada, dan apakah Anda konsisten.

Yang betul pasti akan menuai hasil/untung.
Yang bathil pasti akan menuai celaka/rugi.
Yang ragu2 pasti akan menuai celaka/rugi.

Di trading saham? Sama.

Kuncinya? BELAJAR.
Sampai kapan? SAMPAI MATI.

Untuk apa? Akal sehat bilang untuk jadi BETUL dan konsisten di betul.

Mohon maaf bila tak berkenan. Kalau ada salah tentu dari saya.
 ","MASA,SATU",2:21:49 PM,Saturday May 15 2021
34,35,Rita Efendy,"*_Indonesia Investment Education (IIE) is inviting you to a scheduled Zoom meeting_*

With
*Mr. Tjandra Karya Hermanto*      
*CEO*
PT Triputra Agro Persada Tbk (TAPG)

*Mr. Sutedjo Halim* 
*Director* 
PT Triputra Agro Persada Tbk (TAPG)

*Mr. Joni Tjeng*
*Corporate Secretary*
PT Triputra Agro Persada Tbk (TAPG)

:pushpin: Topic: 
*Digital Plantation*
 
:date: Date: 
*Saturday ,15th May 2021*

:alarm_clock: Time:
*1.00-3.00 pm*

Agenda:

:pushpin: Presentation
:pushpin: Q & A
:pushpin: Technical Review by *Mr. Yudi Chen*

Host:
*Andreas Kenny*
*Equity Analist BRIDanareksa*

*Rita Efendy*
*Investment Consultant*

Free but Limited Slots !
Kindly Note Down The Time and Date* 

Join Zoom Meeting
https://us02web.zoom.us/j/86736017700?pwd=bm9xMC9SZXZ5d2R5NTRRUXRNNXEwdz09

Meeting ID: 867 3601 7700
Passcode: 708895


=======

:small_red_triangle_down:*YouTube Live Streaming*:small_red_triangle_down:
Don t forget to Follow, Like and Share

https://www.youtube.com/watch?v=moTyjuVkFRo",AGRO,12:56:11 PM,Saturday May 15 2021
35,36,Charles Prop,"Membalas : ihsg amnesia ga nih senin nanti sm ijo tebel?     :rocket::rocket::rocket:
menurut bapak  lebih ke amnesia apa sudah makan minyak ikan? 
",IKAN,9:48:21 AM,Saturday May 15 2021
36,37,Meneer Greg,"Ini adalah foto
Aman  
Membalas : Pagi sobat TT. Smga sll sehat
Selamat pagi Pak Guru, gimana liburannya ",AMAN,6:37:48 AM,Saturday May 15 2021
37,38,Ronny,"Membalas : Saya sebutkan misalnya... Trus dimana perintah membaca hoaxnya? Yg fakta yg mana yg hoax yg mana. Coba kasih contoh
Sudah2 ga usah diperpanjang, saran saya sama kayak saran bapak. Baca2 yg banyak. Jaman internet sangat membantu buat mereka yg gemar membaca.
Peace and good night   ","GOOD,TRUS",1:10:15 AM,Saturday May 15 2021
38,39,bepe,"Membalas : Exactly. Bapak blom bisa bedain hoax sama fakta   
Saya sebutkan misalnya... Trus dimana perintah membaca hoaxnya? Yg fakta yg mana yg hoax yg mana. Coba kasih contoh",TRUS,1:08:24 AM,Saturday May 15 2021
39,40,bepe,"Membalas : Ini paling kontradiksi, awalnya disuru baca, tapi percaya hoax   Saran pertama uda bener om, cuman yg dibaca jangan media hoa
Apa ada kalimat untuk membaca atau percaya hoax?",BACA,1:04:45 AM,Saturday May 15 2021
40,41,Arie,"Membalas : Ini paling kontradiksi, awalnya disuru baca, tapi percaya hoax   Saran pertama uda bener om, cuman yg dibaca jangan media hoa
biasanya yang paling cepet nge forward ke grup2 wa padahal belum divalidasi kebenarannya    ",BACA,12:52:15 AM,Saturday May 15 2021
41,42,Ronny,"Membalas : Bismillah. Saran saya, biasakan banyak membaca, sebelum berkomentar. Jaman internet sangat membantu bagi mrk yg gemar membaca
Ini paling kontradiksi, awalnya disuru baca, tapi percaya hoax   
Saran pertama uda bener om, cuman yg dibaca jangan media hoax.",BACA,12:48:48 AM,Saturday May 15 2021
42,43,JaySato    ,"https://m.youtube.com/watch?v=FrZ2TB6eamM
Don't try at home",HOME,12:11:21 AM,Saturday May 15 2021
43,44,bepe,"Membalas : Di sini kalo ga salah ad yg minum kencing onta jg (?)
Bismillah.

Saran saya, biasakan banyak membaca, sebelum berkomentar.

Jaman internet sangat membantu bagi mrk yg gemar membaca dan ingin tahu. Misalnya gunakan keyword: ""Apa manfaat kencing unta?"". Akan keluar banyak pembahasan dari sisi medis dan agama.

Pandangan sederhana saya, pengobatan jaman dulu dan sekarang beda jauh. Kalau dijaman itu ada tabib atau Rasulullah memerintahkan demikian, apa Anda membantah?

Dgn banyaknya alternatif pengobatan saat ini apa apakah hal ini menjadi wajib hukumnya?

Ga usah diperdebatkan, cukup banyak membaca dan menyimpulkan dengan bijak dgn akal sehat, dan tentu tdk mengedepankan kebencian.",SINI,12:07:42 AM,Saturday May 15 2021
